time,95%HPD_lower_value,95%HPD_higher_value
2018.0325,1,384.522678375244
2018.0975,1,292.563537597656
2018.1625,1,350.54113260905
2018.2275,1,415.649963378906
2018.2925,1,459.345108032227
2018.3575,1,510.579213460286
2018.4225,1,415.649963378906
2018.4875,1,415.649963378906
2018.5525,1,415.649963378906
2018.6175,1,366.639297485352
2018.6825,1,366.639297485352
2018.7475,1,364.096038818359
2018.8125,1,410.816459655762
2018.8775,1,410.816459655762
2018.9425,1,410.816459655762
2019.0075,1,367.283248901367
2019.0725,1,403.055656433105
2019.1375,1,364.096038818359
2019.2025,1,364.096038818359
2019.2675,1,380.021202087402
2019.3325,1,389.873001098633
2019.3975,1,415.649963378906
2019.4625,1,390.461616516113
2019.5275,1,389.873001098633
2019.5925,1,401.120425415039
2019.6575,1,411.981018066406
2019.7225,1,451.912423706055
2019.7875,1,398.535044352214
2019.8525,1,458.889312744141
2019.9175,1,401.584442138672
2019.9825,1,391.615467071533
2020.0475,1,398.918510437012
2020.1125,1,430.422874450684
2020.1775,1,430.422874450684
2020.2425,1,430.422874450684
2020.3075,1,430.422874450684
2020.3725,1,451.364384969076
2020.4375,1,417.544400024414
2020.5025,1,407.317718505859
2020.5675,1,381.280680338542
2020.6325,1,381.280680338542
2020.6975,1,430.422874450684
2020.7625,1,412.490063985189
2020.8275,1,389.873001098633
2020.8925,1,391.588018798828
2020.9575,1,369.10896987915
2021.0225,1,366.822077433268
2021.0875,1,308.071665445964
2021.1525,1,363.316772460938
2021.2175,1,333.172323608398
2021.2825,1,331.943397521973
2021.3475,1,365.926512718201
2021.4125,1,369.9058787028
2021.4775,1,292.563537597656
2021.5425,1,308.071665445964
2021.6075,1,292.563537597656
2021.6725,1,310.878883361816
2021.7375,1,308.071665445964
2021.8025,1,319.117434692383
2021.8675,1,261.385589599609
2021.9325,1,258.33894940785
2021.9975,1,315.336357116699
2022.0625,1,287.816323852539
2022.1275,1,264.851532459259
2022.1925,1,219.401455243429
2022.2575,1,225.042890972561
2022.3225,1,283.114326477051
2022.3875,1,283.114326477051
2022.4525,1,194.491437276204
2022.5175,1,242.202349662781
2022.5825,1,236.155070352554
2022.6475,1,170.43391764164
2022.7125,1,161.746771407127
2022.7775,1,137.5822694242
2022.8425,1,106.073372127432
2022.9075,1,93.8151251475016
2022.9725,5.04906972491224,78.3934689187661
2023.0375,45.2274794478595,122.383886352542
2023.1025,51.5236738744671,103.926269059191
2023.1675,147.90861671198,188.970987418903
2023.2325,90.1740317286406,175.990700014671
2023.2975,49.2970628803823,143.039390500601
2023.3625,45.0615218003591,141.329621424369
2023.4275,5.84769134521484,146.430740356445
2023.4925,7.92527335030692,254.053600430489
2023.5575,7.73290464613173,331.39916006724
2023.6225,12.3853400187059,401.186228752136
2023.6875,19.5436800507938,350.52175693512
2023.7525,25.2384567260742,376.456653720454
2023.8175,66.2790419343692,301.859189298193
2023.8825,62.2904091278712,143.322325251216
2023.9475,45.3979500809734,60.9433802657992
2024.0125,32.9079232116125,65.816642841493
2024.0775,55.8380933512065,119.684466662419
2024.1425,88.9228096761979,270.249772132563
2024.2075,129.244736233489,213.183615971695
2024.2725,169.236932952568,207.326004207134
2024.3375,97.8877417246501,165.985646486282
2024.4025,NA,NA
2024.4675,NA,NA
