time,urban
2018.0325,1.12232441471572
2018.0975,1.14356245606246
2018.1625,1.10524877935364
2018.2275,1.10718599033816
2018.2925,1.11603921568627
2018.3575,1.08246037072944
2018.4225,1.69428661616162
2018.4875,1.74218477882271
2018.5525,1.61651250355215
2018.6175,1.37997391191325
2018.6825,1.43881886087768
2018.7475,1.32061412738496
2018.8125,1.3534519630043
2018.8775,1.41114052261702
2018.9425,1.4012646638774
2019.0075,1.57311770943796
2019.0725,1.72741186450426
2019.1375,1.83155212842713
2019.2025,1.91948047107931
2019.2675,2.00877834758649
2019.3325,1.81396103896104
2019.3975,1.9494315141787
2019.4625,1.63678325642611
2019.5275,1.46797619047619
2019.5925,1.67611911035824
2019.6575,1.91338563519489
2019.7225,1.83838993546856
2019.7875,1.55705861809585
2019.8525,1.88527913059163
2019.9175,1.74157599769845
2019.9825,1.79791852869536
2020.0475,1.67808099924104
2020.1125,1.53812539225612
2020.1775,1.48286601924681
2020.2425,1.5292848311141
2020.3075,1.566070018893
2020.3725,1.55739964461916
2020.4375,1.47135092431281
2020.5025,1.63071503190374
2020.5675,1.56724161773288
2020.6325,1.85854209956
2020.6975,1.58072188658714
2020.7625,1.39482695639324
2020.8275,1.5726217271404
2020.8925,1.42496447592014
2020.9575,1.49044984532941
2021.0225,1.50830359105708
2021.0875,1.35109679666888
2021.1525,1.42738415429416
2021.2175,1.27354043854392
2021.2825,1.35040059730079
2021.3475,1.25097508536072
2021.4125,1.25987219254782
2021.4775,1.324416779421
2021.5425,1.31346298529612
2021.6075,1.26639900170244
2021.6725,1.2571361356589
2021.7375,1.27488253753232
2021.8025,1.18648478230072
2021.8675,1.30320319907638
2021.9325,1.43143206189825
2021.9975,1.4118345852261
2022.0625,1.39283063557765
2022.1275,1.43269468904913
2022.1925,1.30643551725634
2022.2575,1.36524950147183
2022.3225,1.66145622727596
2022.3875,1.48737524210909
2022.4525,1.34675883033954
2022.5175,1.33769757200346
2022.5825,1.33047370788107
2022.6475,1.26817595248378
2022.7125,1.32518646878726
2022.7775,1.31403335675311
2022.8425,1.43527639466939
2022.9075,1.54459604345417
2022.9725,1.46668852823757
2023.0375,1.15289402933151
2023.1025,1.2442375054078
2023.1675,1.48122256816766
2023.2325,1.26190501912683
2023.2975,1.27598205845938
2023.3625,1.49321949439203
2023.4275,21.7417792992255
2023.4925,26.4416239935236
2023.5575,30.6581772157601
2023.6225,28.2209894890747
2023.6875,23.6232520229554
2023.7525,13.8738525503469
2023.8175,8.01693253270336
2023.8825,16.5158127549031
2023.9475,17.878654310447
2024.0125,7.09301093934547
2024.0775,2.42073974015094
2024.1425,2.39640655319306
2024.2075,6.03957063769571
2024.2725,12.6632761050307
2024.3375,23.7004346514486
2024.4025,NA
2024.4675,NA
