time,cultivated_managed_vegetation
2018.0325,2.09090909090909
2018.0975,2.41304347826087
2018.1625,2.4692513368984
2018.2275,1.875
2018.2925,1.68452380952381
2018.3575,1.32142857142857
2018.4225,2.65625
2018.4875,2.62415654520918
2018.5525,1.55155155155155
2018.6175,1.71818181818182
2018.6825,1.91714285714286
2018.7475,1.86538461538462
2018.8125,2.64285714285714
2018.8775,3
2018.9425,3.16666666666667
2019.0075,3.04868421052632
2019.0725,2.48351648351648
2019.1375,2.30526315789474
2019.2025,2.3531746031746
2019.2675,2.25232198142415
2019.3325,1.82334183673469
2019.3975,2.31578947368421
2019.4625,2.19047619047619
2019.5275,2.5
2019.5925,2.15
2019.6575,2.625
2019.7225,2.54054054054054
2019.7875,2.54326923076923
2019.8525,3.13793103448276
2019.9175,3.71732026143791
2019.9825,2.95833333333333
2020.0475,2.68692307692308
2020.1125,2.79478260869565
2020.1775,3.01072124756335
2020.2425,2.69673469387755
2020.3075,2.64285714285714
2020.3725,2.65166666666667
2020.4375,2.5675
2020.5025,2.72
2020.5675,2.45698924731183
2020.6325,2.66969696969697
2020.6975,2.30357142857143
2020.7625,2.40104166666667
2020.8275,2.74666666666667
2020.8925,2.60833333333333
2020.9575,3.075
2021.0225,2.95292207792208
2021.0875,2.28348214285714
2021.1525,2.80909090909091
2021.2175,3.65416666666667
2021.2825,3.205
2021.3475,2.86752136752137
2021.4125,2.75714285714286
2021.4775,3.15136876006441
2021.5425,3.17307692307692
2021.6075,3.475
2021.6725,3.55193992490613
2021.7375,3.14819427148194
2021.8025,4.3964705882353
2021.8675,3.50405405405405
2021.9325,3.11199095022624
2021.9975,4.23371647509579
2022.0625,3.84900284900285
2022.1275,4.17407407407407
2022.1925,4.36931818181818
2022.2575,5.265
2022.3225,5.64143990929705
2022.3875,6.04381654381655
2022.4525,6.76320939334638
2022.5175,7.13359788359788
2022.5825,6.20830047318612
2022.6475,6.59780214401096
2022.7125,8.80937500000001
2022.7775,8.28119070208729
2022.8425,3.85566415268585
2022.9075,3.19225896073762
2022.9725,3.3637916226998
2023.0375,8.45218888345771
2023.1025,7.34562651972292
2023.1675,14.8294611255535
2023.2325,10.4202283278701
2023.2975,9.3487863032563
2023.3625,11.3314979415054
2023.4275,4.19297768100162
2023.4925,5.60149812734082
2023.5575,8.58333333333333
2023.6225,9.63978494623656
2023.6875,14.0918367346939
2023.7525,14.4783501306458
2023.8175,10.1930219490659
2023.8825,6.81503937469753
2023.9475,5.25853252959526
2024.0125,9.02352683236318
2024.0775,20.5711329942306
2024.1425,32.9986414090302
2024.2075,41.1608931050398
2024.2725,37.5765813746606
2024.3375,45.1770833333333
2024.4025,NA
2024.4675,NA
