time,elevation
2018.0325,171.833333333333
2018.0975,179.777777777778
2018.1625,162.377027027027
2018.2275,162.116666666667
2018.2925,177.071428571429
2018.3575,175
2018.4225,177.1875
2018.4875,171.835714285714
2018.5525,167.226851851852
2018.6175,161.8125
2018.6825,160.5
2018.7475,164.142857142857
2018.8125,163.25
2018.8775,167.035353535354
2018.9425,175.037037037037
2019.0075,169.817307692308
2019.0725,164.551075268817
2019.1375,155.965909090909
2019.2025,159.641304347826
2019.2675,156.670454545455
2019.3325,156.376602564103
2019.3975,154.4
2019.4625,155.740740740741
2019.5275,155.55
2019.5925,150.818181818182
2019.6575,154.363636363636
2019.7225,154.260869565217
2019.7875,151.568181818182
2019.8525,142.918202764977
2019.9175,142.1525
2019.9825,141.964349376114
2020.0475,142.146464646465
2020.1125,140.625
2020.1775,141.893939393939
2020.2425,139.893939393939
2020.3075,139.296296296296
2020.3725,137.181818181818
2020.4375,135.14
2020.5025,135.179411764706
2020.5675,133.770833333333
2020.6325,134.634615384615
2020.6975,128.092307692308
2020.7625,135.052631578947
2020.8275,134.822916666667
2020.8925,135.078125
2020.9575,136.21908315565
2021.0225,131.65
2021.0875,137.615864527629
2021.1525,139.335978835979
2021.2175,132.072712418301
2021.2825,138.607142857143
2021.3475,139.852380952381
2021.4125,130.508333333333
2021.4775,130.304511278195
2021.5425,139.472222222222
2021.6075,138.246732026144
2021.6725,142.286813186813
2021.7375,146.34155597723
2021.8025,143.042028985507
2021.8675,145.32156009374
2021.9325,152.77
2021.9975,154.867676767677
2022.0625,155.79114490161
2022.1275,165.739742193174
2022.1925,169.297279299848
2022.2575,163.944444444444
2022.3225,174.495641025641
2022.3875,170.917808219178
2022.4525,164.458408408409
2022.5175,161.090752646276
2022.5825,157.140079760718
2022.6475,158.439220183486
2022.7125,171.810178891849
2022.7775,173.957352150538
2022.8425,138.310607560954
2022.9075,98.9526581175299
2022.9725,86.6410431502879
2023.0375,151.3781072612
2023.1025,138.078951847581
2023.1675,237.262855967716
2023.2325,222.584810760738
2023.2975,173.126694232876
2023.3625,167.412895327484
2023.4275,64.2678571428571
2023.4925,64.0879262490087
2023.5575,66.9
2023.6225,80.2006079027355
2023.6875,142.71034112275
2023.7525,169.625
2023.8175,183.949122807018
2023.8825,172.251540500533
2023.9475,71.570078881875
2024.0125,139.328666697971
2024.0775,303.912860667245
2024.1425,464.778212982055
2024.2075,441.194309685252
2024.2725,369.301408512833
2024.3375,508.171110500275
2024.4025,NA
2024.4675,NA
