time,coffee
2018.0325,8.74673252963042
2018.0975,10.1519555832455
2018.1625,8.72749571322404
2018.2275,9.85376339312451
2018.2925,9.5894430609594
2018.3575,10.4118480239282
2018.4225,18.2969265671089
2018.4875,18.5216892497176
2018.5525,10.6539096670098
2018.6175,11.3018677482264
2018.6825,10.3850712032307
2018.7475,8.41604936945947
2018.8125,12.8491145234688
2018.8775,13.8270057012329
2018.9425,12.9241714187447
2019.0075,13.5892314715299
2019.0725,15.7901962673994
2019.1375,12.6441866078
2019.2025,10.8306417926634
2019.2675,10.8695621438961
2019.3325,9.96006122058361
2019.3975,9.62972539246824
2019.4625,8.71874557852978
2019.5275,7.88368725606553
2019.5925,7.88673355391536
2019.6575,6.93794159181529
2019.7225,6.53865697837149
2019.7875,7.62567030528116
2019.8525,9.81188545537168
2019.9175,9.02363627681691
2019.9825,8.65189398503408
2020.0475,8.36657613958595
2020.1125,8.21385887858391
2020.1775,6.89044989625884
2020.2425,6.79702730314455
2020.3075,5.57311892819372
2020.3725,5.74204681317496
2020.4375,5.52352021112642
2020.5025,5.66226378560699
2020.5675,5.40460651216377
2020.6325,6.45721912851745
2020.6975,6.3092410176573
2020.7625,6.30157560937036
2020.8275,6.19262355649738
2020.8925,5.5884478324158
2020.9575,6.09635155242585
2021.0225,6.71299566152043
2021.0875,5.40460660844646
2021.1525,5.20088929171991
2021.2175,5.40354266513394
2021.2825,4.86432221376307
2021.3475,5.45338831785954
2021.4125,6.04690535460454
2021.4775,6.18007186958262
2021.5425,5.75493448812247
2021.6075,4.90886011497045
2021.6725,5.27164276840343
2021.7375,6.05117397331611
2021.8025,5.15658271539955
2021.8675,6.28457694793189
2021.9325,7.88115979760544
2021.9975,9.2304054631608
2022.0625,11.1527926474174
2022.1275,10.829351810673
2022.1925,11.1463452249766
2022.2575,8.51264961990574
2022.3225,7.24558608194345
2022.3875,8.27969564516114
2022.4525,6.38364903238774
2022.5175,6.56566310054191
2022.5825,5.58687859400765
2022.6475,5.41843605568276
2022.7125,6.64084643323227
2022.7775,5.7834691159925
2022.8425,3.65026323994172
2022.9075,2.64776076070619
2022.9725,2.43220762327855
2023.0375,5.32203700331434
2023.1025,8.75482586869364
2023.1675,27.697162357046
2023.2325,15.4066359220615
2023.2975,13.9553353452869
2023.3625,8.38854046396812
2023.4275,1.37165560864313
2023.4925,1.28631045746639
2023.5575,1.57658363636873
2023.6225,2.24577623134547
2023.6875,3.13770081374931
2023.7525,4.78295643741604
2023.8175,6.8884001726663
2023.8825,4.0400363295656
2023.9475,1.69333883464788
2024.0125,2.47392646464225
2024.0775,9.863679312433
2024.1425,17.1070341810886
2024.2075,17.5815213020723
2024.2725,10.5707913423604
2024.3375,3.93084796205752
2024.4025,NA
2024.4675,NA
