time,Brazil_soil_moisture_AM
2015.52089433738,NA
2015.5651805813,NA
2015.60946682523,NA
2015.65375306915,NA
2015.69803931307,0.456848164399465
2015.742325557,0.455163031816483
2015.78661180092,0.452881124284532
2015.83089804484,0.437076199799776
2015.87518428876,0.429524654150009
2015.91947053269,0.421977271636327
2015.96375677661,0.411212765508228
2016.00804302053,0.427082216197794
2016.05232926446,0.453631874587801
2016.09661550838,0.468543544411659
2016.1409017523,0.454324881235758
2016.18518799623,0.455529203017553
2016.22947424015,0.479530762881041
2016.27376048407,0.481300754679574
2016.31804672799,0.468727800250053
2016.36233297192,0.366973855429226
2016.40661921584,0.354780858589543
2016.45090545976,0.357919930734418
2016.49519170369,0.36707297898829
2016.53947794761,0.381702873855829
2016.58376419153,0.375986231035656
2016.62805043545,0.388229219863812
2016.67233667938,0.395545777554313
2016.7166229233,0.40702289963762
2016.76090916722,0.370280081232389
2016.80519541115,0.371333857874076
2016.84948165507,0.369421223551035
2016.89376789899,0.37060016627113
2016.93805414291,0.375123576323191
2016.98234038684,0.385069158838855
2017.02662663076,0.378356847025099
2017.07091287468,0.377587245688552
2017.11519911861,0.381867051952415
2017.15948536253,0.382213941216469
2017.20377160645,0.407180607815584
2017.24805785037,0.407030014097691
2017.2923440943,0.412407987344044
2017.33663033822,0.409004406935521
2017.38091658214,0.429518568237281
2017.42520282607,0.435326076997444
2017.46948906999,0.436250447606047
2017.51377531391,0.424888868760644
2017.55806155783,0.423211724298042
2017.60234780176,0.425146872078379
2017.64663404568,0.429958004428857
2017.6909202896,0.420442205476455
2017.73520653353,0.416874197208219
2017.77949277745,0.41239728971961
2017.82377902137,0.415767494629147
2017.8680652653,0.419270463106001
2017.91235150922,0.419037489848908
2017.95663775314,0.423020207202407
2018.00092399706,0.42099341654204
2018.04521024099,0.412845995898982
2018.08949648491,0.413044077667751
2018.13378272883,0.41040222689248
2018.17806897276,0.411041576287485
2018.22235521668,0.409393050763756
2018.2666414606,0.406597292896892
2018.31092770452,0.406328504387434
2018.35521394845,0.397217088576694
2018.39950019237,0.391355154214407
2018.44378643629,0.393180333891373
2018.48807268022,0.388228069627882
2018.53235892414,0.388776333682218
2018.57664516806,0.390866996466368
2018.62093141198,0.389805679133693
2018.66521765591,0.392984415996513
2018.70950389983,0.39249207455662
2018.75379014375,0.391238943953137
2018.79807638768,0.388941157770576
2018.8423626316,0.386953557650303
2018.88664887552,0.388154229169112
2018.93093511944,0.385562449315855
2018.97522136337,0.383909847963047
2019.01950760729,0.386962834953345
2019.06379385121,0.38917466994285
2019.10808009514,0.388884332912967
2019.15236633906,0.38903556103309
2019.19665258298,0.391020236788321
2019.24093882691,0.391584452055806
2019.28522507083,0.392111588880249
2019.32951131475,0.3916086000346
2019.37379755867,0.392518606891501
2019.4180838026,0.393018982118119
2019.46237004652,0.391416232453167
2019.50665629044,0.388791838374117
2019.55094253437,0.386916100729275
2019.59522877829,0.384313229240356
2019.63951502221,0.385501758043765
2019.68380126613,0.38625799996149
2019.72808751006,0.389083351305525
2019.77237375398,0.39171868710207
2019.8166599979,0.393124371065103
2019.86094624183,0.393655209944342
2019.90523248575,0.39205641437299
2019.94951872967,0.391440601132034
2019.99380497359,0.388837169522595
2020.03809121752,0.3871317545107
2020.08237746144,0.388470302934727
2020.12666370536,0.386504370531305
2020.17094994929,0.388224744800814
2020.21523619321,0.390357100933848
2020.25952243713,0.391506519639518
2020.30380868105,0.392667486416265
2020.34809492498,0.394283766200452
2020.3923811689,0.395154967678267
2020.43666741282,0.393367916042961
2020.48095365675,0.395677109481323
2020.52523990067,0.398773343176875
2020.56952614459,0.399234939190367
2020.61381238852,0.400380443183063
2020.65809863244,0.402244748774739
2020.70238487636,0.404498266041634
2020.74667112028,0.40571841730816
2020.79095736421,0.4065141110812
2020.83524360813,0.407267990381493
2020.87952985205,0.407188233853214
2020.92381609598,0.405010680786233
2020.9681023399,0.40623365939444
2021.01238858382,0.407357571201842
2021.05667482774,0.405893149390017
2021.10096107167,0.405069482726355
2021.14524731559,0.406819503881569
2021.18953355951,0.407395903280744
2021.23381980344,0.404037608679384
2021.27810604736,0.403734801653654
2021.32239229128,0.400783451643482
2021.3666785352,0.399216245986059
2021.41096477913,0.395890131930972
2021.45525102305,0.393140973410386
2021.49953726697,0.389807958846407
2021.5438235109,0.388537628277509
2021.58810975482,0.389355306700067
2021.63239599874,0.387986762844373
2021.67668224266,0.389002372720568
2021.72096848659,0.390499944810423
2021.76525473051,0.394769658302007
2021.80954097443,0.394855156367368
2021.85382721836,0.395386448944355
2021.89811346228,0.400791130387461
2021.9423997062,0.399206705688781
2021.98668595012,0.397525281913142
2022.03097219405,0.3973299630957
2022.07525843797,0.398008589606427
2022.11954468189,0.399376787097071
2022.16383092582,0.398398553805559
2022.20811716974,0.397235358581834
2022.25240341366,0.397546052301467
2022.29668965759,0.400618560316281
2022.34097590151,0.401393054102789
2022.38526214543,0.402032756490665
2022.42954838935,0.404260272131062
2022.47383463328,0.406585144623756
2022.5181208772,0.407837038664249
2022.56240712112,0.407963655625747
2022.60669336505,0.409046473634264
2022.65097960897,0.404617947659752
2022.69526585289,0.39985866275335
2022.73955209681,0.400371054873023
2022.78383834074,0.400267542054915
2022.82812458466,0.416078200803812
2022.87241082858,0.430910775051791
2022.91669707251,0.441053028811699
2022.96098331643,0.444042347899681
2023.00526956035,0.423577588694605
2023.04955580427,0.38113905683776
2023.0938420482,0.392692530186856
2023.13812829212,0.35224082462515
2023.18241453604,0.301879521471295
2023.22670077997,0.318045460124811
