time,Brazil_culicoides_map
2015.52089433738,NA
2015.5651805813,NA
2015.60946682523,NA
2015.65375306915,NA
2015.69803931307,0.06700000166893
2015.742325557,0.0964285736637456
2015.78661180092,0.0892222233944469
2015.83089804484,0.0614999998360872
2015.87518428876,0.0584999998100102
2015.91947053269,0.0558749996125698
2015.96375677661,0.0529999993741512
2016.00804302053,0.0713749993592501
2016.05232926446,0.125428571232728
2016.09661550838,0.178571426974876
2016.1409017523,0.241875000763685
2016.18518799623,0.2136250003241
2016.22947424015,0.0817777775228024
2016.27376048407,0.0623750002123415
2016.31804672799,0.0636250013485551
2016.36233297192,0.368687506997958
2016.40661921584,0.37218750664033
2016.45090545976,0.372562506468967
2016.49519170369,0.373458339599892
2016.53947794761,0.0872500003315508
2016.58376419153,0.109857144100325
2016.62805043545,0.285928568137544
2016.67233667938,0.252270832502594
2016.7166229233,0.272547618264244
2016.76090916722,0.326499998569489
2016.80519541115,0.326499998569489
2016.84948165507,0.210249999538064
2016.89376789899,0.215666664143403
2016.93805414291,0.269999995827675
2016.98234038684,0.331666671981414
2017.02662663076,0.212333338956038
2017.07091287468,0.261499997228384
2017.11519911861,0.194000005722046
2017.15948536253,0.192999998728434
2017.20377160645,0.17640000457565
2017.24805785037,0.183583337192734
2017.2923440943,0.185374999418855
2017.33663033822,0.197000003109376
2017.38091658214,0.181666667262713
2017.42520282607,0.19673333602647
2017.46948906999,0.192533332730333
2017.51377531391,0.226666669050852
2017.55806155783,0.255000006407499
2017.60234780176,0.19216666650027
2017.64663404568,0.186666671186686
2017.6909202896,0.22895833166937
2017.73520653353,0.228000005086263
2017.77949277745,0.192666670928399
2017.82377902137,0.225666667024295
2017.8680652653,0.194583335270484
2017.91235150922,0.197500005364418
2017.95663775314,0.207200000683467
2018.00092399706,0.19990000128746
2018.04521024099,0.200583336253961
2018.08949648491,0.200750000961125
2018.13378272883,0.216125000268221
2018.17806897276,0.214000001549721
2018.22235521668,0.213575004320592
2018.2666414606,0.214041668300827
2018.31092770452,0.211166669925054
2018.35521394845,0.202666666358709
2018.39950019237,0.185166668146849
2018.44378643629,0.188666661580404
2018.48807268022,0.179250000044703
2018.53235892414,0.174999997019768
2018.57664516806,0.176250003278255
2018.62093141198,0.182333330313365
2018.66521765591,0.173374999935428
2018.70950389983,0.166999995708466
2018.75379014375,0.172333329916
2018.79807638768,0.181964285139527
2018.8423626316,0.188749996945262
2018.88664887552,0.182833334120611
2018.93093511944,0.181600001454353
2018.97522136337,0.174599997699261
2019.01950760729,0.168924999050796
2019.06379385121,0.173249999061227
2019.10808009514,0.177524999901652
2019.15236633906,0.182791666127741
2019.19665258298,0.184199998527765
2019.24093882691,0.166857142533575
2019.28522507083,0.160249998793006
2019.32951131475,0.165799997001886
2019.37379755867,0.171099999547005
2019.4180838026,0.17683333158493
2019.46237004652,0.174999997019768
2019.50665629044,0.17616666542987
2019.55094253437,0.180666665236155
2019.59522877829,0.192499997094274
2019.63951502221,0.200666663547357
2019.68380126613,0.188000002875924
2019.72808751006,0.190749995410442
2019.77237375398,0.191233332082629
2019.8166599979,0.209083337026338
2019.86094624183,0.200333336989085
2019.90523248575,0.201041668963929
2019.94951872967,0.212666670481364
2019.99380497359,0.234285715435232
2020.03809121752,0.227166671305895
2020.08237746144,0.227750005200505
2020.12666370536,0.231000000610948
2020.17094994929,0.233249997720122
2020.21523619321,0.234599997103214
2020.25952243713,0.235333333412806
2020.30380868105,0.2124666698277
2020.34809492498,0.203083330765367
2020.3923811689,0.200166663775841
2020.43666741282,0.188800001020233
2020.48095365675,0.183699999004602
2020.52523990067,0.197899996737639
2020.56952614459,0.184166666120291
