time,Brazil_grasslands_crop_mask
2018.0325,1.05179487130581
2018.0975,1.04809523764111
2018.1625,1.0344318178567
2018.2275,1.03293478229771
2018.2925,1.0443666656812
2018.3575,1.03218553388644
2018.4225,1.05110118999368
2018.4875,1.06570976883516
2018.5525,1.06820833186309
2018.6175,1.06955728990336
2018.6825,1.05759803804697
2018.7475,1.03974536999508
2018.8125,1.03716450181358
2018.8775,1.03668803384161
2018.9425,1.04725738316146
2019.0075,1.04552845450921
2019.0725,1.05865079259116
2019.1375,1.05874007822029
2019.2025,1.04986274429396
2019.2675,1.04405426295229
2019.3325,1.03538825724161
2019.3975,1.04823033662325
2019.4625,1.05899999927688
2019.5275,1.06620879007346
2019.5925,1.05841941305133
2019.6575,1.0635215046158
2019.7225,1.05722222148731
2019.7875,1.04613829749696
2019.8525,1.05710937465645
2019.9175,1.05593877532044
2019.9825,1.05695578212641
2020.0475,1.05013095193169
2020.1125,1.05581632584942
2020.1775,1.0616020399697
2020.2425,1.07826530527906
2020.3075,1.08437205320256
2020.3725,1.07083666570981
2020.4375,1.06821166487535
2020.5025,1.06575666483243
2020.5675,1.05761166528861
2020.6325,1.0481152371452
2020.6975,1.04724833261967
2020.7625,1.03684833300114
2020.8275,1.03106952351616
2020.8925,1.03268071397713
2020.9575,1.03279166638851
2021.0225,1.02842333308856
2021.0875,1.02890333310763
2021.1525,1.03921833280722
2021.2175,1.03756166613102
2021.2825,1.03154249972105
2021.3475,1.03392988048565
2021.4125,1.02788285670962
2021.4775,1.02719785688605
2021.5425,1.02416785691466
2021.6075,1.02315785692419
2021.6725,1.02063285694804
2021.7375,1.02854047562962
2021.8025,1.02472952336357
2021.8675,1.02124571391514
2021.9325,1.01785535697426
2021.9975,1.02217190455255
2022.0625,1.02399952358291
2022.1275,1.02803916623195
2022.1925,1.02767249959707
2022.2575,1.02525305534071
2022.3225,1.02850749975443
2022.3875,1.03273145385155
2022.4525,1.02318229456414
2022.5175,1.02223311987548
2022.5825,1.02413861341429
2022.6475,1.02372516498285
2022.7125,1.0255933980016
2022.7775,1.0168134964467
2022.8425,1.02383616529902
2022.9075,1.08074689892833
2022.9725,1.12007565806803
2023.0375,1.03655653035517
2023.1025,1.06852475191321
2023.1675,1.06021298024518
2023.2325,1.06699142720174
2023.2975,1.11973471296982
2023.3625,1.11883533512125
2023.4275,1.80584618542101
2023.4925,1.97203318971731
2023.5575,2.18045767008781
2023.6225,2.27963521142247
2023.6875,2.30436003043537
2023.7525,2.18913610096556
2023.8175,2.04111256542533
2023.8825,2.62332753391859
2023.9475,2.76875171320328
2024.0125,2.21657940874758
2024.0775,1.80649435779599
2024.1425,2.04309492725903
2024.2075,1.96472559799818
2024.2725,1.51118715971678
2024.3375,1.73672451963241
2024.4025,NA
2024.4675,NA
