time,coffee
2018.0325,1.01044338615611
2018.0975,1.00348718499299
2018.1625,1.00067499789972
2018.2275,1.00007639395626
2018.2925,1
2018.3575,1.00114986145248
2018.4225,1.05648365244269
2018.4875,1.00731793916687
2018.5525,1.00757527537765
2018.6175,1.01064390999575
2018.6825,1.02059668737153
2018.7475,1.01445232331753
2018.8125,1.02728776757916
2018.8775,1.0084536296005
2018.9425,1.02242248319089
2019.0075,1.02436226420105
2019.0725,1.01690655484996
2019.1375,1.01428161018218
2019.2025,1.0094157863814
2019.2675,1.00744516691193
2019.3325,1.00414224217335
2019.3975,1.00808538966365
2019.4625,1.00483711902052
2019.5275,1.00214094775064
2019.5925,1.00502217537723
2019.6575,1.0048895791173
2019.7225,1.00998887280002
2019.7875,1.01647439862912
2019.8525,1.01359002493943
2019.9175,1.01035533628116
2019.9825,1.01243832753971
2020.0475,1.01464366940781
2020.1125,1.01323157809675
2020.1775,1.01129673048854
2020.2425,1.01038787327707
2020.3075,1.01709643204231
2020.3725,1.00795081641159
2020.4375,1.0106705406215
2020.5025,1.01126710115932
2020.5675,1.01099928328767
2020.6325,1.04239371096094
2020.6975,1.01554725505412
2020.7625,1.01464366940781
2020.8275,1.01464366940781
2020.8925,1.00977168004546
2020.9575,1.01129673048854
2021.0225,1.01169027292746
2021.0875,1.01566467038356
2021.1525,1.01063163631729
2021.2175,1.01121771894395
2021.2825,1.01129673048854
2021.3475,1.01129673048854
2021.4125,1.01353678582236
2021.4775,1.0326643773665
2021.5425,1.01633162191138
2021.6075,1.01270882179961
2021.6725,1.01647439862912
2021.7375,1.01412091311067
2021.8025,1.01998232175229
2021.8675,1.02533987217272
2021.9325,1.03733599516563
2021.9975,1.04761718896528
2022.0625,1.13816430966059
2022.1275,1.03229227123989
2022.1925,1.08908392985662
2022.2575,1.08892470598221
2022.3225,1.17032732016274
2022.3875,1.21973225703606
2022.4525,1.1510151494772
2022.5175,1.06826000257912
2022.5825,1.46742101510366
2022.6475,1.43403379973911
2022.7125,2.2197947267324
2022.7775,1.9729174914361
2022.8425,1.11560337351901
2022.9075,1.12698754941564
2022.9725,2.14012881716632
2023.0375,5.00647362315382
2023.1025,5.98351763680493
2023.1675,27.6934184363963
2023.2325,12.9774158588507
2023.2975,14.2578952144438
2023.3625,7.57179044014963
2023.4275,1.06904967807233
2023.4925,1.09911951148535
2023.5575,1.13621830277815
2023.6225,1.15054106311873
2023.6875,1.19949358505167
2023.7525,1.93269311635573
2023.8175,6.12236285610353
2023.8825,3.86083500871933
2023.9475,1.69752168097361
2024.0125,1.43796865916654
2024.0775,9.77552363670216
2024.1425,16.529322274398
2024.2075,16.4887327393278
2024.2725,9.66933877373254
2024.3375,3.95717285236432
2024.4025,NA
2024.4675,NA
