time,cassava
2018.0325,1.33862493038177
2018.0975,1.58365430037181
2018.1625,1.57850579023361
2018.2275,1.43722552061081
2018.2925,1.38067758083344
2018.3575,1.39555788040161
2018.4225,3.0378440618515
2018.4875,2.25040491422017
2018.5525,1.80064551035563
2018.6175,1.81461602630037
2018.6825,1.65055059591929
2018.7475,1.91474758959284
2018.8125,1.77774983644485
2018.8775,1.84754411578178
2018.9425,3.19169680277506
2019.0075,4.48138056695461
2019.0725,3.98591209948063
2019.1375,1.91626956065496
2019.2025,2.11116672243391
2019.2675,2.01551032066345
2019.3325,2.3053289949894
2019.3975,2.56134433746338
2019.4625,2.84957941373189
2019.5275,2.18485701084137
2019.5925,2.95168042182922
2019.6575,2.56687641143799
2019.7225,2.56134433746338
2019.7875,4.96580595970154
2019.8525,5.17537975311279
2019.9175,7.29580389431545
2019.9825,4.6833418806394
2020.0475,5.1092238000461
2020.1125,6.50800500313441
2020.1775,4.81623673439026
2020.2425,2.75993065039317
2020.3075,2.95168042182922
2020.3725,4.20952792962392
2020.4375,4.43027631441752
2020.5025,3.61141312122345
2020.5675,3.41624507904053
2020.6325,6.53902825514476
2020.6975,5.51048276821772
2020.7625,7.20468203226725
2020.8275,5.92606902122498
2020.8925,5.68896147939894
2020.9575,5.55625077486038
2021.0225,5.88775874887194
2021.0875,8.57930283546448
2021.1525,5.73009232421974
2021.2175,6.39305038452149
2021.2825,5.57293558120728
2021.3475,5.2701485902071
2021.4125,5.61227149855007
2021.4775,6.20650294621785
2021.5425,6.79290808950152
2021.6075,6.57131555345323
2021.6725,5.83055162827174
2021.7375,5.91696851650874
2021.8025,8.41023636148089
2021.8675,9.97514189915224
2021.9325,9.69094562530518
2021.9975,8.21329156226582
2022.0625,8.77362608909607
2022.1275,8.10054524739583
2022.1925,6.49758615607307
2022.2575,6.7899354205412
2022.3225,6.3379103243351
2022.3875,7.46589660644531
2022.4525,8.1466183612744
2022.5175,7.16669483780861
2022.5825,8.07426484425863
2022.6475,7.30024127960205
2022.7125,7.10222599682985
2022.7775,5.61380041295832
2022.8425,4.93486520931834
2022.9075,4.92625460401455
2022.9725,5.31056182366759
2023.0375,13.8117492540071
2023.1025,13.1105381101954
2023.1675,25.4532192984838
2023.2325,19.8579366910825
2023.2975,19.6465091224703
2023.3625,15.2195451855816
2023.4275,11.6073677841393
2023.4925,13.5660430908203
2023.5575,18.5687892467122
2023.6225,21.9604892815862
2023.6875,29.4392086305631
2023.7525,32.4364279125748
2023.8175,24.4703139569323
2023.8825,15.2333749721353
2023.9475,8.57673324836109
2024.0125,8.18680389013928
2024.0775,17.4730402697828
2024.1425,31.2137472128112
2024.2075,36.2619414979037
2024.2725,34.4665095553348
2024.3375,23.4184448719025
2024.4025,NA
2024.4675,NA
