time,banana
2018.0325,1.19523708025614
2018.0975,1
2018.1625,1
2018.2275,1
2018.2925,1
2018.3575,1
2018.4225,1.38483832677205
2018.4875,1.30798264741898
2018.5525,1.40550595341307
2018.6175,1.30858933925629
2018.6825,1.27301391363144
2018.7475,1.27199230790138
2018.8125,1.36531937122345
2018.8775,1.40415399273237
2018.9425,1.26051226258278
2019.0075,1.3798605799675
2019.0725,1.46424862941106
2019.1375,1.16025702655315
2019.2025,1
2019.2675,1
2019.3325,1.47084099054337
2019.3975,1.50527620315552
2019.4625,1.51026543549129
2019.5275,1.72979992628098
2019.5925,1.67527060508728
2019.6575,1.37830529212952
2019.7225,1.37728816270828
2019.7875,2.24487285614014
2019.8525,2.59344009160995
2019.9175,3.35865680575371
2019.9825,2.88104407787323
2020.0475,2.31660177026476
2020.1125,2.03801136016846
2020.1775,2.10655364990234
2020.2425,2.49730777740479
2020.3075,2.38319206237793
2020.3725,3.00577866236369
2020.4375,2.33790874481201
2020.5025,2.19958953857422
2020.5675,2.13513216177622
2020.6325,2.77893690268199
2020.6975,2.54369777441025
2020.7625,2.79593677520752
2020.8275,2.55279901623726
2020.8925,2.32086668908596
2020.9575,2.49780718485514
2021.0225,3.74500615540005
2021.0875,3.53456765318674
2021.1525,2.59467914369371
2021.2175,2.41956216096878
2021.2825,2.3974072933197
2021.3475,2.1452841254381
2021.4125,2.25251363515854
2021.4775,2.42670758281435
2021.5425,2.21485547721386
2021.6075,2.05564371744792
2021.6725,2.39020794630051
2021.7375,2.0858411192894
2021.8025,2.70194254460789
2021.8675,2.84425608317057
2021.9325,2.938716340065
2021.9975,2.83828934033712
2022.0625,2.76065301497777
2022.1275,2.32929247617722
2022.1925,2.0480411188943
2022.2575,2.04700492020526
2022.3225,2.03773116668065
2022.3875,3.63591614450727
2022.4525,3.23120535314083
2022.5175,3.13350605964661
2022.5825,2.57898688555561
2022.6475,3.97573459343123
2022.7125,3.01953302934625
2022.7775,3.36989126717835
2022.8425,2.76496057535145
2022.9075,3.11837325632359
2022.9725,3.91434755073976
2023.0375,7.46279230977421
2023.1025,7.46739494107342
2023.1675,9.63246008785994
2023.2325,6.73903743734881
2023.2975,5.97889923266235
2023.3625,7.49945111010067
2023.4275,11.617367276748
2023.4925,14.0090446983065
2023.5575,19.2099713524183
2023.6225,17.1958670207432
2023.6875,21.9153610610394
2023.7525,21.5224974439709
2023.8175,13.5445692299352
2023.8825,8.39932723993177
2023.9475,7.08245323989439
2024.0125,7.23990649065303
2024.0775,9.27476371876099
2024.1425,19.0654635648651
2024.2075,19.5291324228187
2024.2725,10.4088279296377
2024.3375,3.36936801955813
2024.4025,NA
2024.4675,NA
