time,forest_loss
2018.0325,1.03833375859511
2018.0975,1.03606290270962
2018.1625,1.03748809026422
2018.2275,1.03124390095144
2018.2925,1.02588877765824
2018.3575,1.02787145170478
2018.4225,1.03106256327486
2018.4875,1.02799894473333
2018.5525,1.02297025482015
2018.6175,1.01938035920973
2018.6825,1.02179836995854
2018.7475,1.02779458706541
2018.8125,1.03161169416586
2018.8775,1.03110495772842
2018.9425,1.02765298281655
2019.0075,1.0238309967812
2019.0725,1.02814428503596
2019.1375,1.02526563022995
2019.2025,1.020766841452
2019.2675,1.02210134818088
2019.3325,1.02561953599142
2019.3975,1.02743340268367
2019.4625,1.02749334396162
2019.5275,1.02883190407121
2019.5925,1.02513644152653
2019.6575,1.01974471185676
2019.7225,1.01988794476472
2019.7875,1.02282051590913
2019.8525,1.02132633791545
2019.9175,1.0230675813402
2019.9825,1.02369465944759
2020.0475,1.02363092125988
2020.1125,1.01968527503097
2020.1775,1.02452833576075
2020.2425,1.02279040870999
2020.3075,1.02005140674301
2020.3725,1.02227595178876
2020.4375,1.0220642157977
2020.5025,1.02134086862038
2020.5675,1.01799002142378
2020.6325,1.02146070312415
2020.6975,1.02467372480238
2020.7625,1.02244299315287
2020.8275,1.02178499799986
2020.8925,1.02586944549695
2020.9575,1.02294605616289
2021.0225,1.02395746061127
2021.0875,1.02406026538662
2021.1525,1.02522007079429
2021.2175,1.02630809998408
2021.2825,1.02583540937957
2021.3475,1.0269061749437
2021.4125,1.02377635645614
2021.4775,1.0261709555349
2021.5425,1.025697839546
2021.6075,1.0248305687492
2021.6725,1.02226194414368
2021.7375,1.02416919718052
2021.8025,1.02660744261054
2021.8675,1.0220750413371
2021.9325,1.02200844945782
2021.9975,1.02398719838982
2022.0625,1.02635017312883
2022.1275,1.02810257550883
2022.1925,1.02889153811469
2022.2575,1.02841721225971
2022.3225,1.03104580558518
2022.3875,1.02693500929766
2022.4525,1.03064280430678
2022.5175,1.02614576116957
2022.5825,1.02367659592543
2022.6475,1.02446244816878
2022.7125,1.02214767885941
2022.7775,1.02031869401529
2022.8425,1.012643859223
2022.9075,1.01168642061307
2022.9725,1.01557770812865
2023.0375,1.03359185196544
2023.1025,1.02689823881722
2023.1675,1.03564067101304
2023.2325,1.03068010051506
2023.2975,1.04170163028757
2023.3625,1.05424209489128
2023.4275,1.0136591152166
2023.4925,1.01417680336915
2023.5575,1.01902567485757
2023.6225,1.02577523097263
2023.6875,1.03053041535354
2023.7525,1.03939903451624
2023.8175,1.05115081318145
2023.8825,1.04189285440725
2023.9475,1.02177050011594
2024.0125,1.02612617344896
2024.0775,1.02252970083556
2024.1425,1.02042882487464
2024.2075,1.01554961115787
2024.2725,1.01244500849381
2024.3375,1.01197815247529
2024.4025,NA
2024.4675,NA
