time,95%HPD_lower_value,95%HPD_higher_value
2018.0325,4.63543957471848,8.67975616455078
2018.0975,4.78835642337799,8.76570928096771
2018.1625,4.78948299090068,8.74158032735189
2018.2275,4.684241771698,8.72503542900085
2018.2925,4.79649242758751,8.72503542900085
2018.3575,4.73376700613234,8.76296838124593
2018.4225,4.75429478287697,8.72503542900085
2018.4875,4.78144018990653,8.72503542900085
2018.5525,4.69600214958191,8.66100549697876
2018.6175,4.75267288088799,8.64802145957947
2018.6825,4.71838180224101,8.67975616455078
2018.7475,4.75093531608582,8.65641927719116
2018.8125,4.79451990127563,8.67975616455078
2018.8775,4.71909058094025,8.51878762245178
2018.9425,4.66782876423427,8.41051979064941
2019.0075,4.82577877044678,8.4799017906189
2019.0725,4.73931329590934,8.33905973434448
2019.1375,4.74252947171529,8.27300715446472
2019.2025,4.72880992889404,8.26628005504608
2019.2675,4.6659777879715,8.28114402294159
2019.3325,4.65919251875444,8.28918388911656
2019.3975,4.64440200545571,8.3723623411996
2019.4625,4.63291277885437,8.30211612156459
2019.5275,4.63092094659805,8.33272298177083
2019.5925,4.61159718036652,8.21951498304095
2019.6575,4.60167002677917,8.33540646235148
2019.7225,4.67172570228577,8.41056221181696
2019.7875,4.66878765821457,8.36240649223328
2019.8525,4.59636914730072,8.30304718017578
2019.9175,4.63749814033508,8.28954491615295
2019.9825,4.69388393561045,8.21963424682617
2020.0475,4.66487193107605,8.16410570144653
2020.1125,4.73415006910052,8.32610026995341
2020.1775,4.74893062455314,8.32941134770711
2020.2425,4.7663556098938,8.34007938702901
2020.3075,4.54326398032052,8.21024751663208
2020.3725,4.57587780271258,8.24088533719381
2020.4375,4.586587217119,8.25712172190348
2020.5025,4.71725895404816,8.33452292851039
2020.5675,4.74779498577118,8.24493259853787
2020.6325,4.81689850489299,8.20509428448147
2020.6975,4.84302017092705,8.11424994468689
2020.7625,4.73605442047119,8.02881145477295
2020.8275,4.74184316396713,8.04080152511597
2020.8925,4.95340418815613,8.11435426365246
2020.9575,4.90669973691304,8.11259133475167
2021.0225,4.82238471508026,8.03614854812622
2021.0875,4.84640377759933,7.96661958694458
2021.1525,4.82558351755142,7.95646303350275
2021.2175,4.7335692246755,7.89292271931966
2021.2825,4.81691751480103,7.98789564768473
2021.3475,4.98375844955444,8.18766576051712
2021.4125,4.7924273610115,7.87852168083191
2021.4775,4.72868981361389,8.00045379002889
2021.5425,4.85934311813778,8.10009519259135
2021.6075,4.69584403038025,7.8504204750061
2021.6725,4.70783992608388,7.83000469207764
2021.7375,4.8290367827696,7.8353099822998
2021.8025,4.7899631023407,7.97447967529297
2021.8675,4.9101071357727,8.00169062614441
2021.9325,5.07590990066528,8.17015798886617
2021.9975,5.15582203865051,8.11865377426147
2022.0625,5.00333471298218,7.97639215909518
2022.1275,5.05252194404602,8.01794695854187
2022.1925,5.00360838572184,8.07548272609711
2022.2575,5.14330568313599,8.17155583699544
2022.3225,4.90008492022753,8.1331051826477
2022.3875,4.79443345069885,8.15719594955444
2022.4525,4.90033738787581,8.20750455856323
2022.5175,4.9014007128202,8.30226440429687
2022.5825,4.79709482192993,8.19510612989727
2022.6475,4.95837625373494,8.12680786637699
2022.7125,4.95336580276489,7.53681907653809
2022.7775,5.01244149384675,7.70812116657291
2022.8425,5.39873459122398,8.05674164274098
2022.9075,5.9050778388977,8.24105315685272
2022.9725,6.77603608452612,8.00396617121167
2023.0375,5.84510500315527,6.95755113324812
2023.1025,6.14647145992716,6.98079028106726
2023.1675,5.36955742483971,5.64767268534457
2023.2325,5.46116541462694,5.77205638368446
2023.2975,5.1028929228584,6.42715034563355
2023.3625,5.05684838341732,6.52766266215447
2023.4275,5.57308101654053,8.2540695031484
2023.4925,5.56975926671709,8.38443062702815
2023.5575,5.3228121144431,8.23836175961928
2023.6225,5.2485962510109,7.53163142826246
2023.6875,5.36385789028434,6.70412577115572
2023.7525,5.31922300815582,6.4908185695347
2023.8175,5.54680074841143,6.48723281728159
2023.8825,5.93538877687741,6.64048252245049
2023.9475,6.3801382292037,6.51228085274746
2024.0125,5.78634666417556,6.57610290336302
2024.0775,5.20594138383371,5.76188055067691
2024.1425,4.54981353013158,5.41844676062465
2024.2075,4.4485317843055,4.86333503939889
2024.2725,4.06051775536886,4.75459688445532
2024.3375,4.11869512663947,4.25117931542573
2024.4025,NA,NA
2024.4675,NA,NA
