time,Brazil_cropland_natural_vegetation_crop_mask
2018.0325,1.19423076739678
2018.0975,1.18436507762425
2018.1625,1.14155302896644
2018.2275,1.13539854944616
2018.2925,1.14329999844233
2018.3575,1.1117138352784
2018.4225,1.18336309350672
2018.4875,1.20754884837688
2018.5525,1.2040694422192
2018.6175,1.1891406228145
2018.6825,1.18889705690683
2018.7475,1.15187499865338
2018.8125,1.12898268276479
2018.8775,1.11869658007581
2018.9425,1.1354430365663
2019.0075,1.1304878035212
2019.0725,1.18706349011451
2019.1375,1.18383928376531
2019.2025,1.16747058653364
2019.2675,1.1533372077831
2019.3325,1.12911931696263
2019.3975,1.16360486736905
2019.4625,1.1796666649235
2019.5275,1.20815750718553
2019.5925,1.20435347805966
2019.6575,1.23346773997003
2019.7225,1.20654121671526
2019.7875,1.19160638151439
2019.8525,1.21369791486197
2019.9175,1.19840816153961
2019.9825,1.20323809344752
2020.0475,1.21207652882654
2020.1125,1.20991496415365
2020.1775,1.2181632632301
2020.2425,1.22321428368692
2020.3075,1.21681986360839
2020.3725,1.19932666496436
2020.4375,1.18825166463852
2020.5025,1.17084666462739
2020.5675,1.16291833150387
2020.6325,1.15387904598032
2020.6975,1.16031166509787
2020.7625,1.1515683319966
2020.8275,1.13633428457805
2020.8925,1.13589452266125
2020.9575,1.13544166545073
2021.0225,1.13240333215396
2021.0875,1.13229333209991
2021.1525,1.14124499869347
2021.2175,1.14263499863942
2021.2825,1.15002416529258
2021.3475,1.16585106985626
2021.4125,1.15371999851863
2021.4775,1.14421166535219
2021.5425,1.13139595111779
2021.6075,1.11286261797519
2021.6725,1.10245761811166
2021.7375,1.12065285592987
2021.8025,1.11331357032912
2021.8675,1.10028618949936
2021.9325,1.09777023715632
2021.9975,1.10961809414909
2022.0625,1.11427428463527
2022.1275,1.12352583206362
2022.1925,1.11355083217223
2022.2575,1.1029669434958
2022.3225,1.10930749899149
2022.3875,1.11750014595385
2022.4525,1.10647208017826
2022.5175,1.09704676095036
2022.5825,1.09505537771981
2022.6475,1.08627193853005
2022.7125,1.09292817689931
2022.7775,1.06446045401302
2022.8425,1.0583057303565
2022.9075,1.12097373977445
2022.9725,1.23267458207364
2023.0375,1.12583869240504
2023.1025,1.20034561145199
2023.1675,1.19803461807636
2023.2325,1.2363339650866
2023.2975,1.25711087578247
2023.3625,1.27437220049034
2023.4275,2.24778575639817
2023.4925,2.49137431751978
2023.5575,2.76133305730229
2023.6225,2.84093117296367
2023.6875,2.83289974331845
2023.7525,2.59187514487185
2023.8175,2.28761273144776
2023.8825,2.76258562303327
2023.9475,3.10249696860205
2024.0125,4.22900228441049
2024.0775,11.8259381448174
2024.1425,16.3447539221759
2024.2075,20.1948610737463
2024.2725,23.2156308988359
2024.3375,28.7519297139909
2024.4025,NA
2024.4675,NA
