mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
2489.14163433737	880.273420298923	6.27145793445699	387755.757123563	207314.731558025	8.75726740651836	0.698935274837715	0.351242881565644	0.417706506981165
2183.18076778689	857.040631016137	6.24346472243626	311888.192478111	198838.528979306	8.0202203562825	0.674214342610071	0.52896131692849	0.562261896186838
2062.42218211956	884.225412383639	5.91186437163815	340532.001731912	211870.188241791	8.64157702245917	0.723290344849903	0.384013483328757	0.440126122632441
2230.89461929428	796.67916857203	5.52223039696888	352844.530397731	186530.031763067	7.84266275974011	0.691263657858845	0.39040806650722	0.463236748765854
2222.37925089534	893.348879251275	7.18741015123399	346337.771425186	204573.423167653	9.51712714939684	0.712115974515068	0.412329696594499	0.468682642481738
2172.7339248926	933.292458245073	10.5092211423025	222102.617821612	217562.84077945	7.89566128795799	0.636580693440394	0.438655752999464	0.484758069609723
3303.7222319643	825.6521422648	8.43280792302438	528185.14063727	191839.739711252	9.72851302562526	0.677762829666239	0.420573540463709	0.459924305281437
3807.25500767981	855.000361123766	9.01988489146197	566695.509716145	198324.623186071	10.0799289534319	0.688359019996404	0.330955434121045	0.390968513609402
4148.27676801383	997.305768276908	12.2137044835925	730950.941854364	248869.62135511	12.7736526403685	0.684695887756089	0.522835934910735	0.560867117442564
1990.70012595123	790.858262196871	5.48855709878581	279140.740685129	174330.830280979	7.35823992711383	0.706254866955154	0.300938190028138	0.365272782842683
2161.9837667614	1050.77332096951	6.06013772897424	347373.091076578	242125.972190021	7.86150685821259	0.715804988063842	0.421064788662723	0.474137734463657
3710.090079204	981.154918211824	7.33390037268742	580169.75611032	220978.26735901	8.66279786927206	0.687706138240317	0.454956274408703	0.515145844060317
4240.07253279192	873.274729871521	14.9025548153606	671517.001081317	197887.520528186	15.6289563161092	0.686636046381869	0.394335040900827	0.448421350902023
2781.24625767182	847.365326632643	8.09588518491583	434281.909212277	197544.425476773	9.57296797467015	0.690148729760547	0.335041607712408	0.388116662181675
6433.37733834392	914.885350136514	20.7297065544241	1078392.06780231	226208.722664493	22.0835499490203	0.721667395271876	0.393265205932176	0.44994560762588
4128.1529129111	897.622685184036	16.3261547379196	543057.393322713	213872.671523391	12.9604131291628	0.708360718974434	0.363002043594289	0.419244729540641
6869.59068725842	860.181281058947	20.2715813994166	1248287.93846242	206215.05868126	20.317100182616	0.70035468928182	0.330193863619631	0.389797773870655
2698.81156747046	1001.51646324931	7.5195155053468	499990.051927898	240439.214525667	11.3842438047794	0.68447996479719	0.347812465140334	0.400967668035083
2142.34207530267	896.487392108781	7.67689467350666	354276.40159887	207606.257475603	9.40815824894606	0.702202831254739	0.443889476363463	0.500072487312801
3051.62904985586	1054.43432969823	6.49421561616941	444867.784688157	244380.581430578	7.20151242497263	0.731327607921663	0.43150864593271	0.487437084369723
2317.18306996823	885.083800100395	5.74709090319969	351065.794658077	203989.82697347	7.9608442735923	0.680928393436889	0.362919382724615	0.426278613555833
2416.3745326624	901.36414263922	6.0800437599741	387007.735885365	213987.852042256	7.55481772189209	0.711106201768399	0.439982907972755	0.475350728445549
2396.98972166679	970.53464014033	5.42384179752181	302830.582063622	223530.481693976	7.56457246567509	0.690719401876497	0.448230149467843	0.519099951999167
2256.82200651113	887.700219450838	7.60576111924298	505538.842361067	212903.480781231	17.5589790785513	0.677912417985141	0.31499063921047	0.386609848777886
3466.07074177012	970.679996774935	10.8656895589104	469019.39456502	218944.724094049	9.91158760334116	0.673556630223687	0.338270868996149	0.401206296967636
2210.08148292072	888.23102231134	5.67139100264253	344677.356286665	218416.044549485	8.31084433982966	0.7101301474506	0.36029573021643	0.416497524505099
3514.31546106008	872.98106887248	12.2739150992838	511804.291839451	201322.880556998	11.7012452495332	0.709001263532434	0.461143208312745	0.48408661051436
2305.62566327429	804.655289783507	7.54176106948098	494531.065274773	198955.917157878	11.8247912413962	0.704573118554629	0.356754755893458	0.419783024467453
2308.34125124678	929.773492145882	8.15173423895384	381168.118753079	225037.883200819	10.2570879691001	0.719485073635704	0.343470768897226	0.40816547202187
3839.12478598183	845.054951337461	13.9525106025378	642828.423468456	196342.442311146	14.92124652566	0.682603916506307	0.296979493625716	0.359891567576028
2533.14074767582	1006.21831101042	7.00776994574971	443652.58849085	234069.84196621	10.0507281522023	0.695461327623403	0.534527154714577	0.534302984711969
