time	diffusion_coefficient	number_of_branches
2016.75794025546	202.290223268154	0.1
2016.79602576797	215.669974134477	0.1
2016.83411128047	229.066950155351	0.1
2016.87219679297	242.503604420975	0.12
2016.91028230548	206.88264365474	0.14
2016.94836781798	222.096497412017	0.14
2016.98645333049	150.166480050008	0.22
2017.02453884299	166.908182386065	0.24
2017.06262435549	176.175455234712	0.3
2017.100709868	185.767571855764	0.34
2017.1387953805	211.352153261792	0.36
2017.17688089301	253.928598538082	0.36
2017.21496640551	297.456249689123	0.36
2017.25305191801	216.744970791136	0.35
2017.29113743052	238.051084228917	0.39
2017.32922294302	265.650680385267	0.41
2017.36730845553	290.938394388826	0.43
2017.40539396803	313.832883059461	0.44
2017.44347948053	334.574092079942	0.46
2017.48156499304	364.35930822523	0.53
2017.51965050554	415.370173404384	0.53
2017.55773601805	445.458165421216	0.55
2017.59582153055	497.233575451629	0.55
2017.63390704305	550.387732448486	0.57
2017.67199255556	576.177936750906	0.59
2017.71007806806	601.198645233574	0.62
2017.74816358056	630.933986222199	0.67
2017.78624909307	692.938310005324	0.67
2017.82433460557	675.660597272783	0.73
2017.86242011808	689.766789899936	0.77
2017.90050563058	707.698292253431	0.72
2017.93859114308	742.275583043918	0.76
2017.97667665559	806.046235719613	0.73
2018.01476216809	777.082826317221	0.72
2018.0528476806	499.551073444247	0.72
2018.0909331931	606.954884780502	0.71
2018.1290187056	596.127579560846	0.77
2018.16710421811	609.485094978123	0.83
2018.20518973061	662.96697542337	0.85
2018.24327524312	695.059265549877	0.91
2018.28136075562	708.595664716876	0.95
2018.31944626812	610.2865717001	0.94
2018.35753178063	695.436762973755	0.99
2018.39561729313	720.732889920505	1.03
2018.43370280564	847.191021294426	1.03
2018.47178831814	825.380727299832	1.02
2018.50987383064	735.908293279696	1
2018.54795934315	773.692508088602	1.13
2018.58604485565	811.573851002262	1.19
2018.62413036816	759.905799504733	1.24
2018.66221588066	847.317876157965	1.26
2018.70030139316	915.161470373025	1.3
2018.73838690567	1922.26020454509	1.26
2018.77647241817	3326.75902086957	1.26
2018.81455793068	4422.6208820528	1.33
2018.85264344318	5851.63527146076	1.28
2018.89072895568	6751.49013352953	1.38
2018.92881446819	7630.86261453514	1.37
2018.96689998069	6028.96474927682	1.44
2019.0049854932	4962.96719766911	1.49
2019.0430710057	4470.960960441	1.45
2019.0811565182	4163.2771716492	1.47
2019.11924203071	4079.69770971755	1.47
2019.15732754321	4114.41223266479	1.39
2019.19541305571	4057.52074089305	1.37
2019.23349856822	3824.80503576818	1.41
2019.27158408072	3778.3388841387	1.37
2019.30966959323	3729.48225521291	1.36
2019.34775510573	3960.56672194887	1.27
2019.38584061823	4054.73984847285	1.29
2019.42392613074	4253.3172969368	1.28
2019.46201164324	4255.17561859813	1.37
2019.50009715575	4651.83601722068	1.37
2019.53818266825	4899.43466359487	1.32
2019.57626818075	5335.17392245327	1.2
2019.61435369326	5715.39930922275	1.17
2019.65243920576	5845.32871928089	1.21
2019.69052471827	6296.92723422942	1.2
2019.72861023077	7064.00225472526	1.17
2019.76669574327	6553.4426186249	1.21
2019.80478125578	6373.5355352442	1.18
2019.84286676828	7072.77013410016	1.2
2019.88095228079	6472.2974547034	1.25
2019.91903779329	6443.0581856408	1.26
2019.95712330579	7419.39450422417	1.22
2019.9952088183	6555.0377603202	1.12
2020.0332943308	6859.51443743579	1.1
2020.07137984331	7292.14901123389	1.08
2020.10946535581	8838.86629404288	1
2020.14755086831	8265.28783231288	1.06
2020.18563638082	8145.6185780462	1.03
2020.22372189332	7836.80303113063	1.03
2020.26180740583	7702.93888778755	1.03
2020.29989291833	7958.25998766544	1
2020.33797843083	7891.46677675233	0.97
2020.37606394334	7569.72056636911	0.97
2020.41414945584	7406.1055187972	0.92
2020.45223496835	7375.24903932491	0.87
2020.49032048085	7071.28381771061	0.88
2020.52840599335	7202.69894723735	0.85
2020.56649150586	7819.41393433291	0.86
2020.60457701836	8992.25124766438	0.87
2020.64266253086	8122.35942901258	0.81
2020.68074804337	8511.72476137201	0.75
2020.71883355587	9147.16616187867	0.72
2020.75691906838	9725.32946431461	0.73
2020.79500458088	10230.4605416525	0.73
2020.83309009338	13217.0940921749	0.73
2020.87117560589	12592.9694672204	0.61
2020.90926111839	12285.8813191504	0.58
2020.9473466309	12666.2129775022	0.59
2020.9854321434	14845.0902355572	0.57
2021.0235176559	15419.6494486625	0.6
2021.06160316841	15537.1028630363	0.62
2021.09968868091	15768.9980888204	0.62
2021.13777419342	16623.6246583728	0.65
2021.17585970592	17921.4215967972	0.68
2021.21394521842	17238.6386905014	0.66
2021.25203073093	15860.6228476196	0.72
2021.29011624343	16105.7954736451	0.72
2021.32820175594	15590.3733732224	0.78
2021.36628726844	15724.763522529	0.77
2021.40437278094	16339.3653071924	0.77
2021.44245829345	15835.5874100288	0.77
2021.48054380595	16241.4132960285	0.79
2021.51862931846	14685.8305700924	0.85
2021.55671483096	18000.3655856345	0.89
2021.59480034346	18636.6886324251	0.91
2021.63288585597	17565.7620203584	1.05
2021.67097136847	19064.0308797856	1.13
2021.70905688098	26419.1667506359	1.24
2021.74714239348	27390.8385815964	1.25
2021.78522790598	27150.890162206	1.33
2021.82331341849	26483.2306131192	1.41
2021.86139893099	24319.8468047711	1.56
2021.8994844435	23041.0331654729	1.66
2021.937569956	19984.0310477946	1.98
2021.9756554685	21197.2102434072	2.36
2022.01374098101	23631.1052057484	2.81
2022.05182649351	26896.0684944611	3.22
2022.08991200602	27606.7436219991	3.87
2022.12799751852	30844.0502572293	4.55
2022.16608303102	36674.2330117866	5.41
2022.20416854353	46037.2695206384	6.54
2022.24225405603	62261.1693656648	8.09
2022.28033956853	90221.9577806982	10.45
2022.31842508104	147856.456641988	14.47
2022.35651059354	158010.551240695	18.42
2022.39459610605	165640.576498059	20.76
2022.43268161855	188220.123953779	25.02
2022.47076713105	264716.843486955	31.78
2022.50885264356	360359.487566624	42.89
2022.54693815606	533200.981871704	54.75
2022.58502366857	928698.123549524	65.7
2022.62310918107	2315470.30712144	81.98
2022.66119469357	3198300.3338018	98.37
2022.69928020608	4534927.53705666	115.11
2022.73736571858	5186810.52259985	122.63
2022.77545123109	5663186.2720253	125.73
2022.81353674359	5878302.04386806	127.56
2022.85162225609	6218844.42633213	129.15
2022.8897077686	6418818.32341267	129.57
2022.9277932811	6490394.42716962	129.67
2022.96587879361	6555148.87600619	129.97
2023.00396430611	6605853.28264461	130.48
2023.04204981861	6647261.87762672	130.74
2023.08013533112	6693656.29815908	131.09
2023.11822084362	6736091.53784987	131.64
2023.15630635613	6762129.64674028	132.34
2023.19439186863	6756765.76096315	133.05
