node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
521,527,3.45925233699,-65.8671605622669,-3.40561315541041,-65.864820433758,-3.39337424225781,3.45925233699,0,2018.15083069463,2021.61008303162,NA,BR.AM,BR.AM
527,528,0.8485096265794,-65.864820433758,-3.39337424225781,-68.7131330580941,-9.38643039278282,4.3077619635694,3.45925233699,2021.61008303162,2022.4585926582,NA,BR.AM,BR.AC
528,529,0.1034326094973,-68.7131330580941,-9.38643039278282,-68.7030671702066,-9.38326442266245,4.4111945730667,4.3077619635694,2022.4585926582,2022.5620252677,NA,BR.AC,BR.AC
529,537,0.1698159591689,-68.7030671702066,-9.38326442266245,-68.7080876074773,-9.38213610284635,4.5810105322356,4.4111945730667,2022.5620252677,2022.73184122687,NA,BR.AC,BR.AC
537,538,0.01884922130638,-68.7080876074773,-9.38213610284635,-68.7095552617524,-9.38336987434439,4.59985975354198,4.5810105322356,2022.73184122687,2022.75069044817,NA,BR.AC,BR.AC
538,671,0.0008234664444287,-68.7095552617524,-9.38336987434439,-68.7094017394034,-9.38469061420491,4.60068321998641,4.59985975354198,2022.75069044817,2022.75151391462,NA,BR.AC,BR.AC
671,682,0.05953060404086,-68.7094017394034,-9.38469061420491,-64.5921084758047,-4.3238005579674,4.66021382402727,4.60068321998641,2022.75151391462,2022.81104451866,NA,BR.AC,BR.RO
682,683,0.01846451718541,-64.5921084758047,-4.3238005579674,-64.5918541750939,-4.32401433045695,4.67867834121268,4.66021382402727,2022.81104451866,2022.82950903585,NA,BR.RO,BR.RO
537,520,0.09910450260274,-68.7080876074773,-9.38213610284635,-68.7064343865845,-9.38653897309062,4.68011503483834,4.5810105322356,2022.73184122687,2022.83094572947,PP153979_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
683,18,0.001436693625659,-64.5918541750939,-4.32401433045695,-64.5920668301492,-4.32345384704627,4.68011503483834,4.67867834121268,2022.82950903585,2022.83094572947,PP153977_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.RO,BR.RO
521,522,4.760492892592,-65.8671605622669,-3.40561315541041,-65.8836140000957,-3.3967130312652,4.760492892592,0,2018.15083069463,2022.91132358722,NA,BR.AM,BR.AM
538,539,0.1726868988304,-68.7095552617524,-9.38336987434439,-68.7113424863695,-9.38060645100724,4.77254665237238,4.59985975354198,2022.75069044817,2022.923377347,NA,BR.AC,BR.AC
539,540,0.02826562454856,-68.7113424863695,-9.38060645100724,-68.7094454025408,-9.38614749060172,4.80081227692094,4.77254665237238,2022.923377347,2022.95164297155,NA,BR.AC,BR.AC
527,1039,1.345272433811,-65.864820433758,-3.39337424225781,-65.8620854097009,-3.39089472172295,4.804524770801,3.45925233699,2021.61008303162,2022.95535546543,NA,BR.AM,BR.AM
529,530,0.3963951201446,-68.7030671702066,-9.38326442266245,-68.7032971062686,-9.38538496008441,4.8075896932113,4.4111945730667,2022.5620252677,2022.95842038784,NA,BR.AC,BR.AC
522,523,0.05312954715564,-65.8836140000957,-3.3967130312652,-65.8790242685756,-3.39344554699357,4.81362243974764,4.760492892592,2022.91132358722,2022.96445313438,NA,BR.AM,BR.AM
682,1032,0.1587953917723,-64.5921084758047,-4.3238005579674,-64.592418345976,-4.32691142181191,4.81900921579957,4.66021382402727,2022.81104451866,2022.96983991043,NA,BR.RO,BR.RO
671,672,0.2234756172962,-68.7094017394034,-9.38469061420491,-64.5966458515132,-6.45988507185535,4.82415883728261,4.60068321998641,2022.75151391462,2022.97498953192,NA,BR.AC,BR.AM
522,525,0.06426865787691,-65.8836140000957,-3.3967130312652,-63.0578065377823,-7.6942033705778,4.82476155046891,4.760492892592,2022.91132358722,2022.9755922451,NA,BR.AM,BR.AM
1039,7,0.02353546951724,-65.8620854097009,-3.39089472172295,-60.8283518345666,-6.36779264138078,4.82806024031824,4.804524770801,2022.95535546543,2022.97889093495,PP154130_SegL_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24,BR.AM,BR.AM
1039,8,0.02353546951724,-65.8620854097009,-3.39089472172295,-65.8620328296401,-3.39000801921993,4.82806024031824,4.804524770801,2022.95535546543,2022.97889093495,PP154128_SegL_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24,BR.AM,BR.AM
672,673,0.004583366124765,-64.5966458515132,-6.45988507185535,-64.596941581902,-6.46001112356068,4.82874220340737,4.82415883728261,2022.97498953192,2022.97957289804,NA,BR.AM,BR.AM
539,666,0.06679596753775,-68.7113424863695,-9.38060645100724,-68.7171078134889,-9.38053974585327,4.83934261991013,4.77254665237238,2022.923377347,2022.99017331454,NA,BR.AC,BR.AC
525,526,0.01562043466065,-63.0578065377823,-7.6942033705778,-63.058535324384,-7.69411137727203,4.84038198512956,4.82476155046891,2022.9755922451,2022.99121267976,NA,BR.AM,BR.AM
672,679,0.03244228359899,-64.5966458515132,-6.45988507185535,-66.8408333346855,-3.72640011183277,4.8566011208816,4.82415883728261,2022.97498953192,2023.00743181551,NA,BR.AM,BR.AC
523,1,0.04457478687124,-65.8790242685756,-3.39344554699357,-65.8799123254281,-3.3938176677738,4.85819722661888,4.81362243974764,2022.96445313438,2023.00902792125,PP154149_SegL_LACENAM_ILMD_0002AFS_Brazil_Amazonas_2023-01-04,BR.AM,BR.AM
525,6,0.03343567614997,-63.0578065377823,-7.6942033705778,-63.0580114648115,-7.69135836663505,4.85819722661888,4.82476155046891,2022.9755922451,2023.00902792125,PP154151_SegL_LACENAM_ILMD_0002AFS_Brazil_Amazonas_2023-01-04,BR.AM,BR.AM
530,532,0.05789951656242,-68.7032971062686,-9.38538496008441,-68.7014972857043,-9.38368800114305,4.86548920977372,4.8075896932113,2022.95842038784,2023.01631990441,NA,BR.AC,BR.AC
