time,orov_suitability_premid2023
2018.0325,1.19799999892712
2018.0975,1.2028214287545
2018.1625,1.21179999932647
2018.2275,1.20563333394627
2018.2925,1.20949999857694
2018.3575,1.21199999501308
2018.4225,1.24483333372821
2018.4875,1.25303333724538
2018.5525,1.24600000679493
2018.6175,1.24520000070333
2018.6825,1.25116666747878
2018.7475,1.23686666389306
2018.8125,1.24800000339746
2018.8775,1.23775000497699
2018.9425,1.24100000411272
2019.0075,1.24233332897226
2019.0725,1.25955555794968
2019.1375,1.24166666716337
2019.2025,1.25475000155469
2019.2675,1.2578499995172
2019.3325,1.25799999572337
2019.3975,1.25800000379483
2019.4625,1.26133333146572
2019.5275,1.25171428705965
2019.5925,1.27800000086427
2019.6575,1.26742856843131
2019.7225,1.26049999985844
2019.7875,1.27295000068843
2019.8525,1.2905000038445
2019.9175,1.28073333278298
2019.9825,1.28419999703765
2020.0475,1.28486667051911
2020.1125,1.28224999830127
2020.1775,1.28039999529719
2020.2425,1.2769523827093
2020.3075,1.28149999305606
2020.3725,1.28746667305628
2020.4375,1.2795714320881
2020.5025,1.27962500043213
2020.5675,1.27978571105216
2020.6325,1.2864285700378
2020.6975,1.28129167094206
2020.7625,1.28353571259816
2020.8275,1.28649999760091
2020.8925,1.2761666662991
2020.9575,1.27710000351071
2021.0225,1.27365714300956
2021.0875,1.27674999972805
2021.1525,1.26800000201911
2021.2175,1.2727142875748
2021.2825,1.27624999545515
2021.3475,1.25819999948144
2021.4125,1.26380000089606
2021.4775,1.26016666988532
2021.5425,1.25958333785335
2021.6075,1.27016666469475
2021.6725,1.26940000206232
2021.7375,1.26886666566133
2021.8025,1.27245000321418
2021.8675,1.27268571491752
2021.9325,1.26595237744706
2021.9975,1.26665000021458
2022.0625,1.25526666939259
2022.1275,1.26864999495447
2022.1925,1.26160317257283
2022.2575,1.25103333257139
2022.3225,1.26863333210349
2022.3875,1.27666666607062
2022.4525,1.27088500102982
2022.5175,1.26560211638137
2022.5825,1.26111274344688
2022.6475,1.24532424768825
2022.7125,1.24403231127701
2022.7775,1.23469677037129
2022.8425,1.26160685989287
2022.9075,1.30245252554415
2022.9725,1.30883667548526
2023.0375,1.26857310049514
2023.1025,1.26969488779086
2023.1675,1.22843987121012
2023.2325,1.21895423590215
2023.2975,1.23005365544538
2023.3625,1.24964840891577
2023.4275,1.3208989573039
2023.4925,1.47159524137775
2023.5575,1.59926667080985
2023.6225,1.5560633379221
2023.6875,1.50735882792403
2023.7525,1.45837265214222
2023.8175,1.40599999872639
2023.8825,1.50323210405971
2023.9475,1.59205359211261
2024.0125,1.49680093164321
2024.0775,1.32842630638841
2024.1425,1.27162938561193
2024.2075,1.31562584889997
2024.2725,1.31019257553813
2024.3375,1.2706249980256
2024.4025,NA
2024.4675,NA
