time,orov_suitability_cumulative
2018.0325,1.32722771634349
2018.0975,1.31534472839598
2018.1625,1.30738522789695
2018.2275,1.30404963817285
2018.2925,1.30067428561761
2018.3575,1.30820988296311
2018.4225,1.34861011863148
2018.4875,1.35506429995005
2018.5525,1.33596390760646
2018.6175,1.3375171437825
2018.6825,1.34200157517535
2018.7475,1.33712287100213
2018.8125,1.34126140434225
2018.8775,1.33763152032686
2018.9425,1.33739203699637
2019.0075,1.34428969117987
2019.0725,1.3499306870005
2019.1375,1.33976609909996
2019.2025,1.33880844364522
2019.2675,1.33547297817875
2019.3325,1.34252061557514
2019.3975,1.34695056026703
2019.4625,1.34558942862409
2019.5275,1.34016419797298
2019.5925,1.34183517334836
2019.6575,1.34109265213477
2019.7225,1.33944546832158
2019.7875,1.34205208509665
2019.8525,1.3482626734939
2019.9175,1.35021814870886
2019.9825,1.35133815995044
2020.0475,1.34456569464412
2020.1125,1.343335552321
2020.1775,1.33783561766056
2020.2425,1.33732379311699
2020.3075,1.33364482911419
2020.3725,1.33421211891432
2020.4375,1.33395470393003
2020.5025,1.33020738826722
2020.5675,1.32967756441755
2020.6325,1.33440850976315
2020.6975,1.33337779906001
2020.7625,1.32760148469181
2020.8275,1.32466796703791
2020.8925,1.31987962780746
2020.9575,1.32422023263352
2021.0225,1.32697210056694
2021.0875,1.32576733338744
2021.1525,1.32018900995993
2021.2175,1.31649807131823
2021.2825,1.32061240488297
2021.3475,1.31391539114084
2021.4125,1.31756795453687
2021.4775,1.31605402569819
2021.5425,1.3201321596623
2021.6075,1.31739721634579
2021.6725,1.31553218571569
2021.7375,1.32274566314902
2021.8025,1.32470108475281
2021.8675,1.31875629708613
2021.9325,1.32239889239904
2021.9975,1.32621409541946
2022.0625,1.31649113331323
2022.1275,1.31968939995102
2022.1925,1.3106605248775
2022.2575,1.3082674263902
2022.3225,1.31715892697734
2022.3875,1.31706135822027
2022.4525,1.30399921528857
2022.5175,1.30420539353891
2022.5825,1.2982449396748
2022.6475,1.29230278064387
2022.7125,1.29489325718539
2022.7775,1.27943889955768
2022.8425,1.27320938512485
2022.9075,1.28852529816155
2022.9725,1.29727729802085
2023.0375,1.30675594445756
2023.1025,1.30564882341278
2023.1675,1.34559736101177
2023.2325,1.32401110103712
2023.2975,1.34615395081255
2023.3625,1.35161491167009
2023.4275,1.47396185154869
2023.4925,1.52430316515931
2023.5575,1.58845715172174
2023.6225,1.60656005894215
2023.6875,1.60247261283357
2023.7525,1.55602642392361
2023.8175,1.49448628471026
2023.8825,1.57906524588778
2023.9475,1.65049357829505
2024.0125,1.5430879110758
2024.0775,1.39670958658517
2024.1425,1.46011430057821
2024.2075,1.58755078579355
2024.2725,1.61820128951401
2024.3375,1.499958328139
2024.4025,NA
2024.4675,NA
