node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startState,endState
490,491,5.673422562161,-64.8409623248296,-7.01418606631877,-61.9043993709173,-11.1608906910673,5.673422562161,0,2017.01128787997,2022.68471044213,NA,BR.AM,BR.AC
491,339,0.1462352873397,-61.9043993709173,-11.1608906910673,-61.9023105127478,-11.1607057987486,5.8196578495007,5.673422562161,2022.68471044213,2022.83094572947,PP153977_SegS_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31,BR.AC,BR.AC
490,945,5.866523356453,-64.8409623248296,-7.01418606631877,-64.8160096723049,-7.18743670241198,5.866523356453,0,2017.01128787997,2022.87781123642,NA,BR.AM,BR.AM
491,492,0.2067924353469,-61.9043993709173,-11.1608906910673,-61.904857695495,-11.1617384201824,5.8802149975079,5.673422562161,2022.68471044213,2022.89150287748,NA,BR.AC,BR.AC
492,493,0.04047571175725,-61.904857695495,-11.1617384201824,-51.4330028875116,-15.0451968889919,5.92069070926515,5.8802149975079,2022.89150287748,2022.93197858924,NA,BR.AC,BR.AM
945,950,0.05592271030328,-64.8160096723049,-7.18743670241198,-64.8586845445377,-7.15993039107166,5.92244606675628,5.866523356453,2022.87781123642,2022.93373394673,NA,BR.AM,BR.AM
493,13,0.04691234571512,-51.4330028875116,-15.0451968889919,-51.4257855227932,-15.0469606207743,5.96760305498027,5.92069070926515,2022.93197858924,2022.97889093495,PP154128_SegS_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24,BR.AM,BR.AM
950,951,0.05072451993673,-64.8586845445377,-7.15993039107166,-64.8789760735346,-7.1285546129082,5.97317058669301,5.92244606675628,2022.93373394673,2022.98445846666,NA,BR.AM,BR.AM
950,976,0.06238423919037,-64.8586845445377,-7.15993039107166,-68.1901181997668,-5.44187018524605,5.98483030594665,5.92244606675628,2022.93373394673,2022.99611818592,NA,BR.AM,BR.AM
976,338,0.01290973533524,-68.1901181997668,-5.44187018524605,-68.1900137872213,-5.44153703205831,5.99774004128189,5.98483030594665,2022.99611818592,2023.00902792125,PP154149_SegS_LACENAM_ILMD_0002AFS_Brazil_Amazonas_2023-01-04,BR.AM,BR.AM
492,815,0.1258779834051,-61.904857695495,-11.1617384201824,-61.9057013576567,-11.1596868799215,6.006092980913,5.8802149975079,2022.89150287748,2023.01738086088,NA,BR.AC,BR.AC
815,816,0.000786425783474,-61.9057013576567,-11.1596868799215,-61.9038722263955,-11.1595018610127,6.00687940669647,6.006092980913,2023.01738086088,2023.01816728667,NA,BR.AC,BR.AC
815,464,0.005345690505474,-61.9057013576567,-11.1596868799215,-61.9029765286753,-11.1650050955221,6.01143867141847,6.006092980913,2023.01738086088,2023.02272655139,PP153951_SegS_LVM_ILMD_ZDC089_Brazil_Rondonia_2023-01-09,BR.AC,BR.AC
816,817,0.01233504500537,-61.9038722263955,-11.1595018610127,-61.907126833653,-11.1582571173072,6.01921445170184,6.00687940669647,2023.01816728667,2023.03050233167,NA,BR.AC,BR.AC
951,6,0.06018589294498,-64.8789760735346,-7.1285546129082,-64.8714444721953,-7.12512068233042,6.03335647963799,5.97317058669301,2022.98445846666,2023.04464435961,PP154146_SegS_LACENAM_ILMD_0021CSO_Brazil_Amazonas_2023-01-17,BR.AM,BR.AM
816,819,0.04213989832073,-61.9038722263955,-11.1595018610127,-61.9035088887494,-11.1594431331163,6.0490193050172,6.00687940669647,2023.01816728667,2023.06030718499,NA,BR.AC,BR.AC
951,952,0.0763531211003,-64.8789760735346,-7.1285546129082,-64.8758505629927,-7.12724352835783,6.04952370779331,5.97317058669301,2022.98445846666,2023.06081158776,NA,BR.AM,BR.AM
952,953,0.0005932781489102,-64.8758505629927,-7.12724352835783,-64.87551515757,-7.12626222904764,6.05011698594222,6.04952370779331,2023.06081158776,2023.06140486591,NA,BR.AM,BR.AM
817,462,0.03605983615503,-61.907126833653,-11.1582571173072,-61.9068254721211,-11.1551405608125,6.05527428785687,6.01921445170184,2023.03050233167,2023.06656216783,PP153975_SegS_LVM_ILMD_ZCD103_Brazil_Rondonia_2023-01-25,BR.AC,BR.AC
953,954,0.01936339413134,-64.87551515757,-7.12626222904764,-64.8766592909869,-7.12725208194128,6.06948038007356,6.05011698594222,2023.06140486591,2023.08076826004,NA,BR.AM,BR.AM
817,818,0.05068028897809,-61.907126833653,-11.1582571173072,-61.9053996928131,-11.1565729070058,6.06989474067993,6.01921445170184,2023.03050233167,2023.08118262065,NA,BR.AC,BR.AC
819,465,0.0254330650314,-61.9035088887494,-11.1594431331163,-61.9029376062087,-11.1594157670699,6.0744523700486,6.0490193050172,2023.06030718499,2023.08574025002,PP153972_SegS_LVM_ILMD_ZCD117_Brazil_Rondonia_2023-02-01,BR.AC,BR.AC
954,955,0.01675922717924,-64.8766592909869,-7.12725208194128,-64.8753031599052,-7.12790512469004,6.0862396072528,6.06948038007356,2023.08076826004,2023.09752748722,NA,BR.AM,BR.AM
818,463,0.01825625950568,-61.9053996928131,-11.1565729070058,-61.9039660571599,-11.1573328804726,6.08815100018561,6.06989474067993,2023.08118262065,2023.09943888016,PP153969_SegS_LVM_ILMD_ZCD121_Brazil_Rondonia_2023-02-06,BR.AC,BR.AC
976,977,0.1073091409351,-68.1901181997668,-5.44187018524605,-68.1938950254907,-5.44197836077482,6.09213944688175,5.98483030594665,2022.99611818592,2023.10342732685,NA,BR.AM,BR.AM
819,820,0.05623862186413,-61.9035088887494,-11.1594431331163,-61.8995389001896,-11.1599687396856,6.10525792688133,6.0490193050172,2023.06030718499,2023.11654580685,NA,BR.AC,BR.AC
977,337,0.01518963549601,-68.1938950254907,-5.44197836077482,-68.1911620790767,-5.44201978535989,6.10732908237776,6.09213944688175,2023.10342732685,2023.11861696235,PP154143_SegS_LACENAM_ILMD_0044NGF_Brazil_Amazonas_2023-02-13,BR.AM,BR.AM
818,461,0.040174067725,-61.9053996928131,-11.1565729070058,-61.9035311885717,-11.1586268167794,6.11006880840493,6.06989474067993,2023.08118262065,2023.12135668838,PP153966_SegS_LVM_ILMD_ZCD123_Brazil_Rondonia_2023-02-14,BR.AC,BR.AC
953,7,0.06269154849027,-64.87551515757,-7.12626222904764,-64.8831931698292,-7.13201265183634,6.11280853443249,6.05011698594222,2023.06140486591,2023.1240964144,PP154137_SegS_LACENAM_ILMD_0153JPS_Brazil_Amazonas_2023-02-15,BR.AM,BR.AM
977,336,0.02066908755073,-68.1938950254907,-5.44197836077482,-68.1948733625576,-5.44090108789314,6.11280853443248,6.09213944688175,2023.10342732685,2023.1240964144,PP154140_SegS_LACENAM_ILMD_0051JSL_Brazil_Amazonas_2023-02-15,BR.AM,BR.AM
952,9,0.06602455266653,-64.8758505629927,-7.12724352835783,-64.8728033825886,-7.12478114889448,6.11554826045984,6.04952370779331,2023.06081158776,2023.12683614043,PP154131_SegS_LACENAM_ILMD_0165GAS_Brazil_Amazonas_2023-02-16,BR.AM,BR.AM
955,8,0.02930865320704,-64.8753031599052,-7.12790512469004,-64.8771050771893,-7.12836964172681,6.11554826045984,6.0862396072528,2023.09752748722,2023.12683614043,PP154134_SegS_LACENAM_ILMD_0160ISS_Brazil_Amazonas_2023-02-16,BR.AM,BR.AM
954,958,0.05171533821959,-64.8766592909869,-7.12725208194128,-63.1364738718632,-10.1974320982842,6.12119571829315,6.06948038007356,2023.08076826004,2023.13248359826,NA,BR.AM,BR.AC
820,821,0.01904434913977,-61.8995389001896,-11.1599687396856,-61.9003048549089,-11.1563001967269,6.1243022760211,6.10525792688133,2023.11654580685,2023.13559015599,NA,BR.AC,BR.AC
955,956,0.04834336627577,-64.8753031599052,-7.12790512469004,-59.7932503396918,-2.44960943532314,6.13458297352857,6.0862396072528,2023.09752748722,2023.1458708535,NA,BR.AM,BR.RO
958,959,0.01807069646978,-63.1364738718632,-10.1974320982842,-63.1393709217883,-10.1984945791191,6.13926641476293,6.12119571829315,2023.13248359826,2023.15055429473,NA,BR.AC,BR.AC
959,960,0.01073710088755,-63.1393709217883,-10.1984945791191,-63.1383710172525,-10.197409877507,6.15000351565048,6.13926641476293,2023.15055429473,2023.16129139562,NA,BR.AC,BR.AC
821,822,0.02601455293075,-61.9003048549089,-11.1563001967269,-61.8962150735714,-11.1550704314976,6.15031682895185,6.1243022760211,2023.13559015599,2023.16160470892,NA,BR.AC,BR.AC
960,961,0.001056978978715,-63.1383710172525,-10.197409877507,-63.7693810017169,-9.81357442109816,6.1510604946292,6.15000351565048,2023.16129139562,2023.1623483746,NA,BR.AC,BR.AC
961,962,8.248057552129e-05,-63.7693810017169,-9.81357442109816,-63.7688351911873,-9.81329410645249,6.15114297520472,6.1510604946292,2023.1623483746,2023.16243085517,NA,BR.AC,BR.AC
960,487,0.001161183165467,-63.1383710172525,-10.197409877507,-63.1403427669069,-10.1965836581244,6.15116469881595,6.15000351565048,2023.16129139562,2023.16245257879,PP154167_SegS_LACENAC_ILMD_0093_Brazil_Acre_2023-03-01,BR.AC,BR.AC
945,946,0.2858072707296,-64.8160096723049,-7.18743670241198,-62.3886990328533,-9.67095509133843,6.1523306271826,5.866523356453,2022.87781123642,2023.16361850715,NA,BR.AM,BR.RO
946,947,0.0001646195832035,-62.3886990328533,-9.67095509133843,-62.3889366080284,-9.67104092195811,6.1524952467658,6.1523306271826,2023.16361850715,2023.16378312674,NA,BR.RO,BR.RO
822,823,0.003263417889508,-61.8962150735714,-11.1550704314976,-61.8974441280865,-11.1563860229122,6.15358024684136,6.15031682895185,2023.16160470892,2023.16486812681,NA,BR.AC,BR.AC
958,486,0.03270870655038,-63.1364738718632,-10.1974320982842,-63.1348061801078,-10.1973322479179,6.15390442484353,6.12119571829315,2023.13248359826,2023.16519230481,PP154164_SegS_LACENAC_ILMD_0096_Brazil_Acre_2023-03-02,BR.AC,BR.AC
956,10,0.01932145131496,-59.7932503396918,-2.44960943532314,-59.9537404298999,-2.06477204867022,6.15390442484353,6.13458297352857,2023.1458708535,2023.16519230481,PP154017_SegS_LACENRO_ILMD_09_Brazil_Rondonia_2023-03-02,BR.RO,BR.RO
