Human_population,Urban_&_built-up_areas,Elevation,Herbaceous_vegetation,Cultivated_managed_vegetation,Regularly_flooded_vegetation,Culex_q_map,Culicoides_map,A_aegypti,Soil_moisture_AM,Deciduous_broadleaf_trees,Evergreen_broadleaf_trees,Mixed_trees,Grasslands,Shrublands,Savannas,Woody_savannas,Cropland_&_natural_vegetation,Croplands_2019,Banana_harvested_area,Cassava_harvested_area,Cocoa_harvested_area,Coffee_harvested_area,Maize_harvested_area,Soybean_harvested_area,Sugarcane_harvested_area,Cattle_production,Forest_loss_2020-2023,Waterbodies,Precipitation_mean_2023,Annual_mean_temperature_2020
1,0,223,0,0,0,0.148221015930176,0.131999999284744,0.148021012544632,0.423830986022949,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.127900004386902,0,5.26460886001587,26.5850009918213
1,0,216,0,0,0,0.148221015930176,0.131999999284744,0.148021012544632,0.423830986022949,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.188199996948242,0,5.26460886001587,26.5166664123535
1,0,199,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.24258232116699,26.5683326721191
1,0,212,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.144600003957748,0,5.24258232116699,26.5300006866455
1,0,212,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.144600003957748,0,5.24258232116699,26.5300006866455
1,0,209,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.144600003957748,0,5.24258232116699,26.5533332824707
1,0,209,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.144600003957748,0,5.24258232116699,26.5533332824707
1,0,202,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.6366672515869
1,0,202,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.6366672515869
1,0,202,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.6366672515869
1,0,202,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.6366672515869
1,0,204,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.5399990081787
1,0,211,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.24258232116699,26.5216674804688
1,0,211,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.24258232116699,26.5216674804688
1,0,196,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.5399990081787
1,0,202,0,0,0,0.148221015930176,0.18299999833107,0.1472138017416,0.423370212316513,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.238499999046326,0,5.2902889251709,26.5216674804688
1,0,212,0,0,0,0.148221015930176,0.131999999284744,0.1472138017416,0.416045248508453,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.969146728516,0.144600003957748,0,5.24258232116699,26.5533332824707
1,0,157,0,0,0,0.125975832343102,0.143999993801117,0.773183584213257,0.408253580331802,0,100,0,0,0,0,0,0,0,0,0,0.00210466422140598,0.00321647012606263,0,0,0,7.39306926727295,0,0,6.86727857589722,26.9033336639404
1,0,186,17,0,3,0.125975832343102,0.143999993801117,0.811250329017639,0.410793870687485,0,80,0,0,0,0,0,0,0,0,0,0.00210466422140598,0.00321647012606263,0,0,0,7.39306926727295,0,0,6.85096120834351,26.906665802002
1,0,119,0,0,8,0.152558892965317,0.439000010490417,0.843092262744904,0.482116043567657,0,92,0,0,0,0,0,0,0,8.11532974243164,4.72269296646118,0,0,6.92086172103882,0,1.15569877624512,5.92310047149658,0.00219999998807907,0,7.1129264831543,26.9183330535889
1,0,175,0,23,0,0.154798433184624,0.177000001072884,0.76375162601471,0.49097552895546,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.9150009155273
1,0,170,0,0,0,0.154798433184624,0.177000001072884,0.747053980827332,0.512294471263885,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.24095964431763,26.9883327484131
1,0,173,0,0,0,0.154798433184624,0.177000001072884,0.747053980827332,0.512294471263885,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.966667175293
1,0,173,0,0,0,0.154798433184624,0.177000001072884,0.747053980827332,0.49097552895546,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.908332824707
1,0,132,4,0,35,0.13157394528389,0.349000006914139,0.907124876976013,0.466744542121887,0,51,0,0,9,0,0,0,0,0,1.28265416622162,0,0,3.85726714134216,0,1.91932928562164,60.3291168212891,0.00439999997615814,87,6.70094728469849,26.8383331298828
1,0,171,0,9,0,0.154798433184624,0.177000001072884,0.76375162601471,0.49097552895546,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.953332901001
1,0,171,0,9,0,0.154798433184624,0.177000001072884,0.76375162601471,0.49097552895546,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.953332901001
1,0,171,0,9,0,0.154798433184624,0.177000001072884,0.76375162601471,0.49097552895546,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.953332901001
1,0,171,0,9,0,0.154798433184624,0.177000001072884,0.76375162601471,0.49097552895546,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9571876525879,0,0,6.14250993728638,26.953332901001
