time,maize
2018.0325,10.1892166614532
2018.0975,8.25210881233215
2018.1625,7.35959553718567
2018.2275,6.38795471191406
2018.2925,4.17777056694031
2018.3575,4.80738210678101
2018.4225,3.59798955917358
2018.4875,2.65390767653783
2018.5525,4.10275491078695
2018.6175,3.99944472312927
2018.6825,4.10275491078695
2018.7475,2.57051895459493
2018.8125,4.10275491078695
2018.8775,5.2566545009613
2018.9425,4.57403817772865
2019.0075,4.90275231997172
2019.0725,3.22097289562225
2019.1375,4.28294491767883
2019.2025,3.22097289562225
2019.2675,3.0306037902832
2019.3325,2.03355278968811
2019.3975,3.43266046047211
2019.4625,4.72788105010986
2019.5275,4.24187850952148
2019.5925,2.26015275716782
2019.6575,3.29953937530518
2019.7225,4.93432998657227
2019.7875,4.93432998657227
2019.8525,3.538254737854
2019.9175,4.52953181266785
2019.9825,5.06293988227844
2020.0475,5.23428344726562
2020.1125,4.93432998657227
2020.1775,3.22097289562225
2020.2425,3.21451063156128
2020.3075,2.49197886784871
2020.3725,2.16211080551147
2020.4375,2.61626281738281
2020.5025,4.54660086631775
2020.5675,4.39845346212387
2020.6325,4.80738210678101
2020.6975,4.69615762233734
2020.7625,3.45114147663116
2020.8275,2.18742178281148
2020.8925,3.0306037902832
2020.9575,2.94073491096497
2021.0225,2.03131261467934
2021.0875,3.11212464173635
2021.1525,3.36950528621674
2021.2175,3.22097289562225
2021.2825,4.48456680774689
2021.3475,4.48456680774689
2021.4125,4.56804943084717
2021.4775,4.35145556926727
2021.5425,3.26900416612625
2021.6075,4.35145556926727
2021.6725,3.65334451198578
2021.7375,3.65334451198578
2021.8025,4.60729511578878
2021.8675,7.6113795042038
2021.9325,8.40803511937459
2021.9975,7.39871562249733
2022.0625,7.99094899495443
2022.1275,16.0687977472941
2022.1925,15.1002439881506
2022.2575,18.6106769144535
2022.3225,19.1278203030427
2022.3875,20.4006062711988
2022.4525,20.8634125225786
2022.5175,17.4460448804356
2022.5825,16.5310604050756
2022.6475,19.9532152981985
2022.7125,16.7733698237872
2022.7775,17.5688420826153
2022.8425,20.8451787359374
2022.9075,24.4972737035479
2022.9725,33.0631697675618
2023.0375,80.7716376161751
2023.1025,186.814550846794
2023.1675,282.749899258157
2023.2325,241.988779915235
2023.2975,133.61433016975
2023.3625,95.3366109303066
2023.4275,81.7948557535807
2023.4925,81.7948557535807
2023.5575,81.7948557535807
2023.6225,78.1628010015862
2023.6875,71.3054391145706
2023.7525,80.852263915957
2023.8175,139.28478294611
2023.8825,139.26435141105
2023.9475,66.4261771569355
2024.0125,41.4410781507553
2024.0775,124.192174315515
2024.1425,78.6555566247488
2024.2075,118.190718228517
2024.2725,160.897856830045
2024.3375,139.712294834521
2024.4025,NA
2024.4675,NA
