time,orov_suitability_cumulative
2018.0325,1.55346304287837
2018.0975,1.54983224569671
2018.1625,1.54950905722984
2018.2275,1.54274087677399
2018.2925,1.53795561364345
2018.3575,1.54107614019461
2018.4225,1.54258211822663
2018.4875,1.53612291674233
2018.5525,1.53199570447309
2018.6175,1.52746013757802
2018.6825,1.52146666620912
2018.7475,1.52503974667386
2018.8125,1.52576632992386
2018.8775,1.52570316700141
2018.9425,1.52798133434355
2019.0075,1.51291733404994
2019.0725,1.51308816776176
2019.1375,1.51230040503542
2019.2025,1.50586249983807
2019.2675,1.50159716670712
2019.3325,1.50967033354938
2019.3975,1.50073100048304
2019.4625,1.50565100100636
2019.5275,1.49730800068875
2019.5925,1.49280957218082
2019.6575,1.49413416777551
2019.7225,1.4967550008297
2019.7875,1.49742500047386
2019.8525,1.49775916699072
2019.9175,1.49971661886928
2019.9825,1.50123983391623
2020.0475,1.5029660251687
2020.1125,1.49413592981299
2020.1775,1.49942804882356
2020.2425,1.4977436679254
2020.3075,1.49611847686484
2020.3725,1.50189216745893
2020.4375,1.50434275128196
2020.5025,1.49895150147875
2020.5675,1.50371390620087
2020.6325,1.50439659675175
2020.6975,1.50846612092853
2020.7625,1.51199066846569
2020.8275,1.51466216801604
2020.8925,1.51713266890106
2020.9575,1.51548200250665
2021.0225,1.5122895860374
2021.0875,1.51325197820436
2021.1525,1.51609640650735
2021.2175,1.51300502545067
2021.2825,1.51666366815638
2021.3475,1.52043441100599
2021.4125,1.52576504962785
2021.4775,1.52997383578618
2021.5425,1.53029608418054
2021.6075,1.53412774359277
2021.6725,1.53434903304208
2021.7375,1.5362962717532
2021.8025,1.53812768396369
2021.8675,1.54526512083056
2021.9325,1.55357084684713
2021.9975,1.56209309599494
2022.0625,1.5642870345399
2022.1275,1.57015520944812
2022.1925,1.57925637657115
2022.2575,1.58907435813038
2022.3225,1.60357152705785
2022.3875,1.60040371918463
2022.4525,1.5921458807639
2022.5175,1.57790138346859
2022.5825,1.57041461484721
2022.6475,1.5464036780024
2022.7125,1.53063569067673
2022.7775,1.51494783647471
2022.8425,1.53467959631463
2022.9075,1.57311768516136
2022.9725,1.57090357453381
2023.0375,1.54273167164543
2023.1025,1.58486123742013
2023.1675,1.62889128103509
2023.2325,1.62794800062755
2023.2975,1.58671119480951
2023.3625,1.67148506455536
2023.4275,1.66640682756838
2023.4925,1.65968246513443
2023.5575,1.64558615843941
2023.6225,1.63017489947273
2023.6875,1.6116174992199
2023.7525,1.60034488694687
2023.8175,1.60585503187078
2023.8825,1.71073546123715
2023.9475,1.78258358167583
2024.0125,1.77942003695187
2024.0775,1.47706293327081
2024.1425,1.47488570613403
2024.2075,1.47719799013669
2024.2725,1.37539048592764
2024.3375,1.32684197209615
2024.4025,NA
2024.4675,NA
