time,coffee
2018.0325,1.8409735195117
2018.0975,1.75095895994037
2018.1625,1.70298900346896
2018.2275,2.01261622370981
2018.2925,1.87049537642197
2018.3575,1.67194371681849
2018.4225,1.93711411944884
2018.4875,1.60591920484185
2018.5525,1.60319044478548
2018.6175,1.82651075591418
2018.6825,1.65913046344707
2018.7475,1.86776739645684
2018.8125,1.83884516487438
2018.8775,1.73808465712967
2018.9425,2.17127451722745
2019.0075,2.02832386666466
2019.0725,1.71188936445003
2019.1375,1.8754276970636
2019.2025,1.61053314308665
2019.2675,1.47655074280743
2019.3325,1.78782876256132
2019.3975,1.56031538071429
2019.4625,1.7896984693172
2019.5275,1.78128600515926
2019.5925,1.56994437954782
2019.6575,1.55073168733443
2019.7225,1.43805134504271
2019.7875,1.54155199666185
2019.8525,1.76802384004679
2019.9175,1.5413368011629
2019.9825,1.78308600363475
2020.0475,1.79185610709401
2020.1125,1.44729876871398
2020.1775,1.79168139233312
2020.2425,1.55529346946635
2020.3075,1.56287324821826
2020.3725,1.78680070288653
2020.4375,1.59159802999277
2020.5025,1.56662383013065
2020.5675,1.81290780293451
2020.6325,1.60968151599996
2020.6975,1.84021392083648
2020.7625,1.62624821951026
2020.8275,1.62492785580976
2020.8925,1.62945257160573
2020.9575,1.6183402124595
2021.0225,1.84251259465609
2021.0875,1.86182140742329
2021.1525,1.64406374337777
2021.2175,1.95654178208326
2021.2825,2.46920751061976
2021.3475,3.08528410915978
2021.4125,1.98436761489517
2021.4775,1.7731286971749
2021.5425,1.8264871241209
2021.6075,2.08607598406688
2021.6725,1.75436801976652
2021.7375,1.69759733041429
2021.8025,1.94059253805242
2021.8675,1.71344558261226
2021.9325,2.19783189456942
2021.9975,1.63300314510484
2022.0625,1.63366653068051
2022.1275,1.8078841608772
2022.1925,1.91576731356703
2022.2575,2.40490812921496
2022.3225,2.92670155189367
2022.3875,3.48437996210432
2022.4525,3.07378947943443
2022.5175,2.98429494997909
2022.5825,2.6008197956824
2022.6475,2.44197313736583
2022.7125,2.13420733100334
2022.7775,1.74002013243779
2022.8425,1.71864969144885
2022.9075,2.71187621658379
2022.9725,3.87912940137563
2023.0375,8.77493280111436
2023.1025,32.3467567533999
2023.1675,41.0110724469021
2023.2325,21.0155175359279
2023.2975,17.6414257362203
2023.3625,12.0122434393537
2023.4275,1.13234743266655
2023.4925,1.23068955925513
2023.5575,1.55005165218467
2023.6225,1.57021726714891
2023.6875,2.00107956414489
2023.7525,3.69799377583956
2023.8175,5.72565841267852
2023.8825,5.30666716138858
2023.9475,2.04550365990003
2024.0125,1.14443881419872
2024.0775,13.9763387800703
2024.1425,21.3163993397185
2024.2075,19.2897619142895
2024.2725,16.54059931187
2024.3375,2.62767645239018
2024.4025,NA
2024.4675,NA
