time,regularly_flooded_vegetation
2018.0325,2.99056768245535
2018.0975,2.80645894512223
2018.1625,2.66066029541395
2018.2275,2.36631974571029
2018.2925,2.5913045682529
2018.3575,2.40614929434934
2018.4225,2.55715106309797
2018.4875,2.17503411881659
2018.5525,1.87178448703821
2018.6175,1.74210010938409
2018.6825,1.77186569158812
2018.7475,1.61197348398139
2018.8125,1.74602076450186
2018.8775,1.89259037782329
2018.9425,2.00020934948028
2019.0075,1.79419198481257
2019.0725,2.20409791530921
2019.1375,2.66390094281187
2019.2025,2.61416198835386
2019.2675,2.57148872704885
2019.3325,2.19705825765172
2019.3975,2.44356941452896
2019.4625,2.8267691828992
2019.5275,2.73134653312625
2019.5925,2.36020162325975
2019.6575,2.37472612583205
2019.7225,2.84546470640293
2019.7875,3.2002758698712
2019.8525,2.78172501732386
2019.9175,2.37764012835135
2019.9825,2.83698632141009
2020.0475,2.69541620118595
2020.1125,2.2373995451539
2020.1775,2.18374201010939
2020.2425,2.39877511666947
2020.3075,2.20506445034783
2020.3725,2.32955811183788
2020.4375,2.3841569235024
2020.5025,2.42119579261915
2020.5675,2.57085064105882
2020.6325,2.25216191500303
2020.6975,2.44238849733239
2020.7625,2.61814522933626
2020.8275,2.41083486418923
2020.8925,2.1250821436393
2020.9575,1.63949428193139
2021.0225,1.82833251766303
2021.0875,2.29631563821834
2021.1525,2.30721620329518
2021.2175,2.3158792779696
2021.2825,2.60011069143414
2021.3475,3.10041187444058
2021.4125,2.80576883137
2021.4775,2.52734857825318
2021.5425,2.17495782774587
2021.6075,2.40534057874256
2021.6725,2.51155870000187
2021.7375,2.45308900532572
2021.8025,3.11350886285509
2021.8675,3.82961860165451
2021.9325,3.74941554655561
2021.9975,3.71544822497922
2022.0625,3.84408014281222
2022.1275,4.19542692058455
2022.1925,3.53988544758969
2022.2575,4.42716779498009
2022.3225,4.93239991080168
2022.3875,4.75046790471962
2022.4525,4.98187668022981
2022.5175,4.4719620599937
2022.5825,4.16395224559615
2022.6475,4.09221643662818
2022.7125,3.1406322142868
2022.7775,2.69867292631088
2022.8425,3.06585507421068
2022.9075,3.14694248404633
2022.9725,3.04002153950938
2023.0375,2.28843848466182
2023.1025,1.27988280242514
2023.1675,1.18315336858621
2023.2325,1.18422586120918
2023.2975,1.15810529321281
2023.3625,1.02754691632375
2023.4275,1.07286654116903
2023.4925,1.0844520582592
2023.5575,1.08101385447245
2023.6225,1.07948434331479
2023.6875,1.07843906889633
2023.7525,1.16372963120429
2023.8175,1.13877844899341
2023.8825,1.22256829070245
2023.9475,3.22257904921401
2024.0125,3.8119211633393
2024.0775,2.16465845445217
2024.1425,1.79055270673159
2024.2075,1.38513362076707
2024.2725,1.37214617991018
2024.3375,1
2024.4025,NA
2024.4675,NA
