time,elevation
2018.0325,75.7916666666667
2018.0975,77.2083333333333
2018.1625,83.525
2018.2275,80.9166666666667
2018.2925,81.35
2018.3575,82.2222222222222
2018.4225,82.9204545454545
2018.4875,83.8392857142857
2018.5525,84.0833333333333
2018.6175,82.8
2018.6825,84.4166666666667
2018.7475,84.375
2018.8125,84.0869565217391
2018.8775,84.172619047619
2018.9425,84.6496212121212
2019.0075,84.9583333333333
2019.0725,84.4772727272727
2019.1375,84.4225
2019.2025,81.435618729097
2019.2675,82.0348484848485
2019.3325,82.5604395604396
2019.3975,82.634460547504
2019.4625,83.0228571428571
2019.5275,76.6666666666667
2019.5925,78.1590909090909
2019.6575,80.1590909090909
2019.7225,78.815
2019.7875,80.691904047976
2019.8525,80.8530701754386
2019.9175,79.411544227886
2019.9825,75.3035714285714
2020.0475,77.8787878787879
2020.1125,77.0227272727273
2020.1775,79.1509090909091
2020.2425,80.8241626794258
2020.3075,79.8946078431373
2020.3725,80.9875
2020.4375,76.0166666666667
2020.5025,77.2
2020.5675,79.1709401709402
2020.6325,79.2051282051282
2020.6975,73.6704545454545
2020.7625,77.6080586080586
2020.8275,79.8974358974359
2020.8925,77.5727272727273
2020.9575,80.4607843137255
2021.0225,80.1743295019157
2021.0875,80.0636363636364
2021.1525,79.6
2021.2175,78.2851458885942
2021.2825,76.7254901960784
2021.3475,79.6308189655172
2021.4125,78.8549019607843
2021.4775,78.0509803921569
2021.5425,78.5666666666667
2021.6075,77.85625
2021.6725,75.86
2021.7375,75.41
2021.8025,75.04
2021.8675,74.2333333333333
2021.9325,74.875
2021.9975,73.90625
2022.0625,73.3690476190476
2022.1275,77.08635666837
2022.1925,80.3247863247863
2022.2575,79.9555555555555
2022.3225,77.2628458498024
2022.3875,79.0333646616541
2022.4525,79.0144440712126
2022.5175,80.4785714285714
2022.5825,82.7211538461538
2022.6475,87.9504787302999
2022.7125,103.634453781513
2022.7775,107.115211651478
2022.8425,76.0157915352423
2022.9075,57.031452358927
2022.9725,71.2486430485012
2023.0375,133.892021571893
2023.1025,182.375257681262
2023.1675,217.736342941175
2023.2325,223.608777120316
2023.2975,189.181244058128
2023.3625,166.488888888889
2023.4275,148.5
2023.4925,148.8
2023.5575,160.306636155606
2023.6225,175.545989537925
2023.6875,188.797142857143
2023.7525,198.086244781367
2023.8175,201.356754047607
2023.8825,182.377536881978
2023.9475,96.9627246758819
2024.0125,52.5449616717734
2024.0775,345.173602043379
2024.1425,306.162014715147
2024.2075,308.431602983194
2024.2725,447.834161964432
2024.3375,442.11433447099
2024.4025,NA
2024.4675,NA
