time,orov_suitability_pre2024
2018.0325,1.43454167495171
2018.0975,1.43012499436736
2018.1625,1.44600000977516
2018.2275,1.41566666960716
2018.2925,1.41280000209808
2018.3575,1.41480000019073
2018.4225,1.41670833279689
2018.4875,1.40241666634878
2018.5525,1.40133333206177
2018.6175,1.38899999856949
2018.6825,1.38074999302626
2018.7475,1.38087499638399
2018.8125,1.37979999780655
2018.8775,1.38824999518692
2018.9425,1.36324999928474
2019.0075,1.38437499975165
2019.0725,1.3952500000596
2019.1375,1.38900000043213
2019.2025,1.37666666383545
2019.2675,1.37266666690509
2019.3325,1.36872499994934
2019.3975,1.38008333245913
2019.4625,1.38575000315905
2019.5275,1.37312499806285
2019.5925,1.36445833618442
2019.6575,1.3745999943465
2019.7225,1.37960000187159
2019.7875,1.37700000032783
2019.8525,1.38137499863903
2019.9175,1.38509999625385
2019.9825,1.38544999957085
2020.0475,1.38462499901652
2020.1125,1.39387499541044
2020.1775,1.38337500020862
2020.2425,1.37965000458062
2020.3075,1.38049999872843
2020.3725,1.39537499845028
2020.4375,1.38266665985187
2020.5025,1.37567499913275
2020.5675,1.38462499777476
2020.6325,1.38229166157544
2020.6975,1.37212499976158
2020.7625,1.39062499813735
2020.8275,1.38662499189377
2020.8925,1.38887499794364
2020.9575,1.39599999412894
2021.0225,1.37479999065399
2021.0875,1.39949999563396
2021.1525,1.38729999512434
2021.2175,1.3836666683356
2021.2825,1.38712499290705
2021.3475,1.37783334155877
2021.4125,1.38362499698997
2021.4775,1.38416666289171
2021.5425,1.39824999272823
2021.6075,1.40812499076128
2021.6725,1.41312499344349
2021.7375,1.42091665913661
2021.8025,1.41399999558926
2021.8675,1.42833333214124
2021.9325,1.43389999866486
2021.9975,1.44302380971965
2022.0625,1.44962499663234
2022.1275,1.44912499561906
2022.1925,1.47508333623409
2022.2575,1.48795832817753
2022.3225,1.47189999222755
2022.3875,1.47149999936422
2022.4525,1.46945833042264
2022.5175,1.47911666582028
2022.5825,1.42868885584176
2022.6475,1.42460681244054
2022.7125,1.41183955553141
2022.7775,1.41498974221639
2022.8425,1.43034285314026
2022.9075,1.45141878174269
2022.9725,1.45899023068831
2023.0375,1.41662924493045
2023.1025,1.39048741341376
2023.1675,1.39128171635678
2023.2325,1.40173679027313
2023.2975,1.38604440574387
2023.3625,1.51999999086062
2023.4275,1.59166665871938
2023.4925,1.59166665871938
2023.5575,1.59166665871938
2023.6225,1.58561110827658
2023.6875,1.52892856299877
2023.7525,1.51521479957148
2023.8175,1.52873949355939
2023.8825,1.5985792221785
2023.9475,1.65736109737551
2024.0125,1.65703411139614
2024.0775,1.42150441565575
2024.1425,1.4300094154078
2024.2075,1.42901407915203
2024.2725,1.33298798757042
2024.3375,1.33804081836525
2024.4025,NA
2024.4675,NA
