time,Brazil_annual_mean_temp_2020_crop_mask
2018.0325,27.9032627856858
2018.0975,27.9003270371021
2018.1625,27.8934128497252
2018.2275,27.894087817602
2018.2925,27.897684349145
2018.3575,27.8960635150943
2018.4225,27.9036254929318
2018.4875,27.9097151145116
2018.5525,27.9138743815829
2018.6175,27.9184867486288
2018.6825,27.917122215783
2018.7475,27.9169995075398
2018.8125,27.9178473792124
2018.8775,27.9174524862984
2018.9425,27.9123024714919
2019.0075,27.9066175267167
2019.0725,27.9064737425952
2019.1375,27.9104057517131
2019.2025,27.915725170815
2019.2675,27.9225176576053
2019.3325,27.9123409154592
2019.3975,27.9065379384564
2019.4625,27.9061719184206
2019.5275,27.9097907578644
2019.5925,27.9112175069334
2019.6575,27.9200034777312
2019.7225,27.9184435474476
2019.7875,27.9201690833445
2019.8525,27.9163575614725
2019.9175,27.9190005642483
2019.9825,27.9279735732407
2020.0475,27.9246394019217
2020.1125,27.9216785246778
2020.1775,27.918771341736
2020.2425,27.9176709344997
2020.3075,27.9180383443892
2020.3725,27.9165826016851
2020.4375,27.9072577803919
2020.5025,27.9067482674519
2020.5675,27.9065390980683
2020.6325,27.9120551028075
2020.6975,27.9136126173559
2020.7625,27.9192813779628
2020.8275,27.9199680989825
2020.8925,27.9144176275923
2020.9575,27.9072841511196
2021.0225,27.902805456679
2021.0875,27.9100161163553
2021.1525,27.9085429794404
2021.2175,27.9112197077289
2021.2825,27.9140324537764
2021.3475,27.9164330314967
2021.4125,27.9141942346302
2021.4775,27.9222855595576
2021.5425,27.9225728243363
2021.6075,27.9226891459762
2021.6725,27.9157772940628
2021.7375,27.9035662264924
2021.8025,27.9052111111322
2021.8675,27.9109056641475
2021.9325,27.9323202872273
2021.9975,27.9250093547776
2022.0625,27.921842020888
2022.1275,27.9274529252129
2022.1925,27.921119028921
2022.2575,27.923321567566
2022.3225,27.9402138320753
2022.3875,27.9441265491728
2022.4525,27.9494547533358
2022.5175,27.9348528865662
2022.5825,27.9178569445688
2022.6475,27.8885211501653
2022.7125,27.8948114391375
2022.7775,27.8830734640243
2022.8425,27.9007724102371
2022.9075,27.9499660992394
2022.9725,27.9115214637083
2023.0375,27.8434937587333
2023.1025,27.870404561712
2023.1675,27.8488040513356
2023.2325,27.9081936620698
2023.2975,28.096507206534
2023.3625,28.227353483112
2023.4275,28.389019873041
2023.4925,28.2988618563174
2023.5575,28.2182335335622
2023.6225,28.1152348340887
2023.6875,27.9982558755156
2023.7525,27.8634592482321
2023.8175,27.7344822561877
2023.8825,27.9274675640534
2023.9475,28.2261237023757
2024.0125,28.2277567984827
2024.0775,26.4963495786619
2024.1425,26.0832724631147
2024.2075,26.1706716026975
2024.2725,24.6781948385856
2024.3375,26.9198261554106
2024.4025,NA
2024.4675,NA
