time,cassava
2018.0325,7.68424604375293
2018.0975,7.80968233046756
2018.1625,7.89167511085237
2018.2275,7.99468542726416
2018.2925,8.12813162339361
2018.3575,7.79561915424832
2018.4225,8.31597853936255
2018.4875,7.80267310343269
2018.5525,7.40005410655667
2018.6175,7.22957068937751
2018.6825,6.85698963420088
2018.7475,6.65908137042332
2018.8125,6.67331560872219
2018.8775,6.78885940364997
2018.9425,6.97197180740039
2019.0075,6.15743961294492
2019.0725,5.96118202294906
2019.1375,6.32205524595011
2019.2025,5.74921869881948
2019.2675,5.64760224443674
2019.3325,5.57991065001488
2019.3975,5.6988972042799
2019.4625,5.81176524970929
2019.5275,5.38309191344182
2019.5925,5.02124139618306
2019.6575,4.92075465754668
2019.7225,5.05107913726568
2019.7875,5.29278302548329
2019.8525,5.21271475781997
2019.9175,5.48469675175349
2019.9825,5.72515090077548
2020.0475,6.09007369458108
2020.1125,5.37433639456828
2020.1775,5.84728282405649
2020.2425,5.57526210620006
2020.3075,5.69003579023338
2020.3725,5.79606477169196
2020.4375,5.9113932218353
2020.5025,5.57417754159371
2020.5675,5.91270754842815
2020.6325,6.09434992292381
2020.6975,6.06356252576907
2020.7625,6.00093614981572
2020.8275,6.15961275237799
2020.8925,6.35364501119228
2020.9575,6.38371384163698
2021.0225,6.60116810373465
2021.0875,6.79666110673405
2021.1525,6.8034551800972
2021.2175,6.70231309446344
2021.2825,6.95480804020166
2021.3475,6.95196658037468
2021.4125,6.96820582900445
2021.4775,7.14304726099968
2021.5425,7.16378634575229
2021.6075,7.16676454779725
2021.6725,7.312616025533
2021.7375,6.4052841550375
2021.8025,6.82273670793176
2021.8675,6.69948349673924
2021.9325,7.19697097141789
2021.9975,7.14963199018813
2022.0625,7.22467332593166
2022.1275,7.15222829873442
2022.1925,7.66739318872725
2022.2575,8.32608854119476
2022.3225,9.04968572244574
2022.3875,9.18874125963757
2022.4525,8.60884043777574
2022.5175,7.78997197471186
2022.5825,7.90281139461004
2022.6475,7.14442722938229
2022.7125,6.75994741051104
2022.7775,5.91530845438206
2022.8425,6.1633810913444
2022.9075,7.77415627667196
2022.9725,9.13515004647417
2023.0375,16.6728762324274
2023.1025,33.0259765503416
2023.1675,39.3396548417461
2023.2325,33.8395532944677
2023.2975,28.6523984392913
2023.3625,23.0644884080467
2023.4275,21.0051954967289
2023.4925,20.6885634906038
2023.5575,20.3085722962889
2023.6225,20.2078204558651
2023.6875,19.5980096931202
2023.7525,19.0356271947583
2023.8175,20.9862223931362
2023.8825,19.0826968045574
2023.9475,10.8657663809522
2024.0125,7.02959708051797
2024.0775,22.6101757682121
2024.1425,31.2827173019065
2024.2075,33.6004310016086
2024.2725,24.3997213579403
2024.3375,21.1163460297218
2024.4025,NA
2024.4675,NA
