time,Brazil_woody_savannas_crop_mask
2018.0325,1.12749094094919
2018.0975,1.10379528923743
2018.1625,1.0893387676797
2018.2275,1.08312280680004
2018.2925,1.0791929822219
2018.3575,1.06949122788613
2018.4225,1.07002604183637
2018.4875,1.07663194462657
2018.5525,1.07403780094946
2018.6175,1.06936426117658
2018.6825,1.06462199325414
2018.7475,1.06261904770825
2018.8125,1.06375420876224
2018.8775,1.06125
2018.9425,1.06311666667461
2019.0075,1.06510000010331
2019.0725,1.06498333334923
2019.1375,1.06125
2019.2025,1.06125
2019.2675,1.06311666667461
2019.3325,1.06303333332141
2019.3975,1.0748083332181
2019.4625,1.08140000005563
2019.5275,1.08338333348433
2019.5925,1.06772500008345
2019.6575,1.06133333345254
2019.7225,1.07008333305518
2019.7875,1.08438333292802
2019.8525,1.08445833305518
2019.9175,1.07782333338261
2019.9825,1.07983333349228
2020.0475,1.07699166675409
2020.1125,1.06498333334923
2020.1775,1.06693333347638
2020.2425,1.06156666696072
2020.3075,1.07088333368301
2020.3725,1.07160833348831
2020.4375,1.06474999984105
2020.5025,1.07220833331347
2020.5675,1.08254166682561
2020.6325,1.08166666686535
2020.6975,1.06792500019073
2020.7625,1.07237500031789
2020.8275,1.07053333361944
2020.8925,1.07966666698456
2020.9575,1.07613333364328
2021.0225,1.07653333365917
2021.0875,1.08150000035763
2021.1525,1.08896666705608
2021.2175,1.08700000007947
2021.2825,1.09446666677793
2021.3475,1.10225000003974
2021.4125,1.1104000005126
2021.4775,1.10388333410025
2021.5425,1.10690000067155
2021.6075,1.10592500070731
2021.6725,1.10150000095367
2021.7375,1.10379333392779
2021.8025,1.12333666743835
2021.8675,1.13387500057618
2021.9325,1.14698333456403
2021.9975,1.12207500158037
2022.0625,1.11342000059287
2022.1275,1.12306227269769
2022.1925,1.11011651476973
2022.2575,1.12280040362942
2022.3225,1.13076227221538
2022.3875,1.14458904089636
2022.4525,1.16797670637759
2022.5175,1.17962791193154
2022.5825,1.17868065520949
2022.6475,1.13789828559881
2022.7125,1.1035896075625
2022.7775,1.07558481685817
2022.8425,1.06040224351675
2022.9075,1.0716617260795
2022.9725,1.11158885056682
2023.0375,1.17269972586513
2023.1025,1.1220317896966
2023.1675,1.06660212780756
2023.2325,1.06518177679735
2023.2975,1.03297163927348
2023.3625,1
2023.4275,1
2023.4925,1
2023.5575,1
2023.6225,1
2023.6875,1
2023.7525,1
2023.8175,1.00055185185538
2023.8825,1.00025563725654
2023.9475,1.03970626270957
2024.0125,1.05478845220644
2024.0775,3.91731289355295
2024.1425,3.00835926903631
2024.2075,4.33649636138636
2024.2725,7.555296983926
2024.3375,14.879029779079
2024.4025,NA
2024.4675,NA
