time,Brazil_cropland_natural_vegetation_crop_mask
2018.0325,1.272844200117
2018.0975,1.26846014200777
2018.1625,1.26288043254096
2018.2275,1.24930701548593
2018.2925,1.24904385763302
2018.3575,1.2703771909078
2018.4225,1.2870399284487
2018.4875,1.28022569231689
2018.5525,1.2552663210741
2018.6175,1.24654638972069
2018.6825,1.2520274889633
2018.7475,1.26537414655393
2018.8125,1.25586700038075
2018.8775,1.22691666394472
2018.9425,1.2424916634957
2019.0075,1.23559999684493
2019.0725,1.23884166349967
2019.1375,1.25775833020608
2019.2025,1.26198333084583
2019.2675,1.3044666637977
2019.3325,1.31319166382154
2019.3975,1.31712499628464
2019.4625,1.28560832937558
2019.5275,1.28551666259766
2019.5925,1.27335832903783
2019.6575,1.28108332832654
2019.7225,1.30925832827886
2019.7875,1.31939999560515
2019.8525,1.29613332947095
2019.9175,1.27585832965374
2019.9825,1.28172499587138
2020.0475,1.28951666235924
2020.1125,1.30245832900206
2020.1775,1.31939166208108
2020.2425,1.34194999535878
2020.3075,1.32680832862854
2020.3725,1.34624166202545
2020.4375,1.34041666209698
2020.5025,1.3109499959151
2020.5675,1.29733332931995
2020.6325,1.29575832943122
2020.6975,1.28782499631246
2020.7625,1.29450832943122
2020.8275,1.30303332924843
2020.8925,1.30287499606609
2020.9575,1.28999999602636
2021.0225,1.26337499638398
2021.0875,1.2948666626215
2021.1525,1.32558332908154
2021.2175,1.3146283288002
2021.2825,1.31102999536196
2021.3475,1.32297499537468
2021.4125,1.34520499535402
2021.4775,1.31783332894246
2021.5425,1.32108332892259
2021.6075,1.31586618727162
2021.6725,1.34979285438572
2021.7375,1.40739832915862
2021.8025,1.41093809069622
2021.8675,1.40078809143532
2021.9325,1.36775833095113
2021.9975,1.37203833087285
2022.0625,1.36533999737104
2022.1275,1.36002166467905
2022.1925,1.36826899146492
2022.2575,1.34355237923444
2022.3225,1.36087651328143
2022.3875,1.38259003546523
2022.4525,1.38506894923812
2022.5175,1.39918022855952
2022.5825,1.39303357665519
2022.6475,1.30939819827452
2022.7125,1.33087597224323
2022.7775,1.28821944091587
2022.8425,1.35298305824901
2022.9075,1.56803248297436
2022.9725,1.41469129580576
2023.0375,1.15809726221183
2023.1025,1.27682232767301
2023.1675,1.421175589882
2023.2325,1.46367898784558
2023.2975,1.54529010455583
2023.3625,1.96491502656161
2023.4275,2.64572331102689
2023.4925,2.58655021649694
2023.5575,2.48915580237101
2023.6225,2.36262525462857
2023.6875,2.20315239450294
2023.7525,1.98582631632047
2023.8175,1.78450122484769
2023.8825,2.62399331946081
2023.9475,3.11830412994103
2024.0125,2.85976046627426
2024.0775,13.2675931841992
2024.1425,13.0690289712888
2024.2075,17.6340346635333
2024.2725,27.3903445543991
2024.3375,33.8771345216392
2024.4025,NA
2024.4675,NA
