time,mixed_trees
2018.0325,1.57780027943071
2018.0975,1.47964904310276
2018.1625,1.74543471229753
2018.2275,1.90932421162092
2018.2925,1.9690146042468
2018.3575,2.06671254651093
2018.4225,1.89533714396111
2018.4875,1.83427531180026
2018.5525,1.80710566303852
2018.6175,1.84596085801991
2018.6825,1.7091477655304
2018.7475,1.60494636919497
2018.8125,1.45128702100124
2018.8775,1.56915751351045
2018.9425,1.74568513597211
2019.0075,1.52838818018899
2019.0725,1.59872623581352
2019.1375,1.71796562527226
2019.2025,1.60280438483263
2019.2675,1.4242032138523
2019.3325,1.51720546631731
2019.3975,1.42619356687374
2019.4625,1.43251653711942
2019.5275,1.33549446552815
2019.5925,1.33377417027417
2019.6575,1.27417868338558
2019.7225,1.37165561834883
2019.7875,1.34683882993593
2019.8525,1.38467715369314
2019.9175,1.31480868399716
2019.9825,1.47691032620202
2020.0475,1.40037290525952
2020.1125,1.26615923508637
2020.1775,1.37248875929682
2020.2425,1.41915277777778
2020.3075,1.49420655601422
2020.3725,1.51204551406404
2020.4375,1.52695996732026
2020.5025,1.6685593769766
2020.5675,1.63826367614502
2020.6325,1.44670945635779
2020.6975,1.47077664889681
2020.7625,1.52557516693546
2020.8275,1.46363063325563
2020.8925,1.44665551937357
2020.9575,1.31872509435009
2021.0225,1.3571449612479
2021.0875,1.34689790469123
2021.1525,1.33827621242071
2021.2175,1.45845895941972
2021.2825,1.74302112782994
2021.3475,1.5006144246558
2021.4125,1.58320947554624
2021.4775,1.73930277504099
2021.5425,1.70909034993215
2021.6075,1.50079518920479
2021.6725,1.44122831455363
2021.7375,1.56607324072753
2021.8025,1.75615131496471
2021.8675,1.70533715608723
2021.9325,1.63466720667486
2021.9975,1.64379624096298
2022.0625,1.53091540979451
2022.1275,1.60943173966057
2022.1925,1.67009386188418
2022.2575,1.87571382236258
2022.3225,2.40288439177764
2022.3875,2.62325683365117
2022.4525,2.19609824669868
2022.5175,2.11400702756598
2022.5825,1.8853681390316
2022.6475,1.56016267857098
2022.7125,1.67373669231518
2022.7775,1.64024937763201
2022.8425,1.86745572314262
2022.9075,1.95905072007001
2022.9725,2.30598927113905
2023.0375,4.21869531810088
2023.1025,12.3744531100286
2023.1675,16.6691140640308
2023.2325,10.1839646092269
2023.2975,9.36537580558252
2023.3625,13.7679669079377
2023.4275,2.08941412953092
2023.4925,2.39972912272039
2023.5575,2.70681450792428
2023.6225,3.00977878804086
2023.6875,2.74668377095197
2023.7525,3.36519001645014
2023.8175,3.77796634642959
2023.8825,4.27624328263422
2023.9475,3.50844033844678
2024.0125,1.87171422165831
2024.0775,17.261681709926
2024.1425,14.1720289273001
2024.2075,14.108669134433
2024.2725,22.925226670435
2024.3375,36.047574455503
2024.4025,NA
2024.4675,NA
