time,coffee
2018.0325,1.01412091311067
2018.0975,1.01322606780256
2018.1625,1.00946132745594
2018.2275,1.00967423804104
2018.2925,1.00924841687083
2018.3575,1.00644949202736
2018.4225,1.00645467343202
2018.4875,1.00644949202736
2018.5525,1.00651406650771
2018.6175,1.00644949202736
2018.6825,1.00644949202736
2018.7475,1.00644949202736
2018.8125,1.00645385955492
2018.8775,1.00661172865269
2018.9425,1.00644949202736
2019.0075,1.0070263525325
2019.0725,1.00967423804104
2019.1375,1.00770918185784
2019.2025,1.00657643310963
2019.2675,1.00644949202736
2019.3325,1.00650079180135
2019.3975,1.00858377758414
2019.4625,1.00967423804104
2019.5275,1.00645167579114
2019.5925,1.00697140457729
2019.6575,1.00984065808977
2019.7225,1.00967423804104
2019.7875,1.0092251226306
2019.8525,1.00731248998394
2019.9175,1.01412091311067
2019.9825,1.00844321819022
2020.0475,1.01001731337359
2020.1125,1.0080618650342
2020.1775,1.00812073948327
2020.2425,1.00967423804104
2020.3075,1.00838659300158
2020.3725,1.00967423804104
2020.4375,1.00872226478532
2020.5025,1.00997120526154
2020.5675,1.00939519144595
2020.6325,1.00967423804104
2020.6975,1.0133758468243
2020.7625,1.01179699925706
2020.8275,1.01412091311067
2020.8925,1.01412091311067
2020.9575,1.01412091311067
2021.0225,1.0131378864559
2021.0875,1.01412091311067
2021.1525,1.01412091311067
2021.2175,1.01718140331407
2021.2825,1.01615822012536
2021.3475,1.01882788414756
2021.4125,1.01882788414756
2021.4775,1.01882788414756
2021.5425,1.01816087880482
2021.6075,1.01882788414756
2021.6725,1.02042149566114
2021.7375,1.01882788414756
2021.8025,1.01882788414756
2021.8675,1.02170656621456
2021.9325,1.02437791237608
2021.9975,1.0271332077682
2022.0625,1.0271332077682
2022.1275,1.02876303220789
2022.1925,1.05134334120279
2022.2575,1.06248910437959
2022.3225,1.06671610592554
2022.3875,1.11424952629022
2022.4525,1.11530964979902
2022.5175,1.10400514739255
2022.5825,1.11543749505654
2022.6475,1.11596458572894
2022.7125,1.08858060752883
2022.7775,1.1811606518502
2022.8425,1.20135141124373
2022.9075,1.21887897086107
2022.9725,1.33755489025312
2023.0375,1.55386820476151
2023.1025,28.2621491341155
2023.1675,32.8774933038898
2023.2325,20.0653668240393
2023.2975,18.4622189187298
2023.3625,14.3146617625441
2023.4275,1.11367906133334
2023.4925,1.11367906133334
2023.5575,1.11367906133334
2023.6225,1.11367906133334
2023.6875,1.11367906133334
2023.7525,1.22963464283384
2023.8175,4.06962348680752
2023.8825,5.2123790759359
2023.9475,2.03146657938538
2024.0125,1.13653217910111
2024.0775,13.7548442977866
2024.1425,21.0509938496274
2024.2075,19.5594530589198
2024.2725,15.9993471238909
2024.3375,2.52161094079493
2024.4025,NA
2024.4675,NA
