time,evergreen_broadleaf
2018.0325,88.3212483584695
2018.0975,89.4987761703406
2018.1625,90.0188267930965
2018.2275,90.5323162588432
2018.2925,89.8367285684004
2018.3575,89.6445623996922
2018.4225,89.4769984328453
2018.4875,91.2055318156987
2018.5525,92.752635582841
2018.6175,92.4277482469108
2018.6825,92.4859453992608
2018.7475,92.901563871734
2018.8125,93.2476854089329
2018.8775,92.385005507561
2018.9425,91.8660049452598
2019.0075,93.0178248217888
2019.0725,92.1960677950898
2019.1375,91.5004684414463
2019.2025,91.5006780209894
2019.2675,90.8337460336244
2019.3325,91.7617483263973
2019.3975,91.9905046705992
2019.4625,91.9330601295068
2019.5275,91.7247347153612
2019.5925,92.2251207365007
2019.6575,91.6913722563935
2019.7225,90.1344681236107
2019.7875,90.0018718126648
2019.8525,90.411625934629
2019.9175,91.2710974919742
2019.9825,90.1017688412433
2020.0475,91.6109721897226
2020.1125,92.7730045150934
2020.1775,92.0226979829694
2020.2425,91.0403034996813
2020.3075,92.10004987227
2020.3725,91.9916085261333
2020.4375,92.2539936877578
2020.5025,92.5007445304201
2020.5675,91.944827460475
2020.6325,92.5658717112381
2020.6975,91.5909720302361
2020.7625,91.402797759499
2020.8275,91.3840336456992
2020.8925,91.6658586782952
2020.9575,93.1624038817189
2021.0225,92.5698327044759
2021.0875,91.379461076467
2021.1525,90.3623498777434
2021.2175,91.061734308655
2021.2825,90.1599751418886
2021.3475,89.6931671666109
2021.4125,89.4136691117379
2021.4775,89.4247582872727
2021.5425,90.3966170687327
2021.6075,89.7033266939848
2021.6725,89.4693968238502
2021.7375,88.7338076687316
2021.8025,86.8394046219495
2021.8675,86.1707253165942
2021.9325,85.8110057555795
2021.9975,84.781847934014
2022.0625,84.3890691984065
2022.1275,84.7621746667086
2022.1925,84.4725950105688
2022.2575,83.1014006630306
2022.3225,80.2315709344226
2022.3875,78.492149843546
2022.4525,78.7550566747903
2022.5175,82.1502948159354
2022.5825,83.6750938568856
2022.6475,85.9971774104336
2022.7125,86.2521811237314
2022.7775,88.6803797450351
2022.8425,85.5072388549586
2022.9075,80.9325827542842
2022.9725,83.7080526157042
2023.0375,82.8562747443764
2023.1025,70.6526657670557
2023.1675,59.658916128243
2023.2325,72.5089391174933
2023.2975,75.5856697222471
2023.3625,45.2007604942196
2023.4275,51.0462921902731
2023.4925,53.6077507764244
2023.5575,59.4500143822577
2023.6225,64.3583965322411
2023.6875,72.6108822797437
2023.7525,79.6986455674264
2023.8175,86.3931006282312
2023.8825,72.5742620735655
2023.9475,57.7710209669666
2024.0125,63.5041179823935
2024.0775,46.6185991472277
2024.1425,49.5393362879918
2024.2075,42.0792220577089
2024.2725,15.5834602619207
2024.3375,4.5152728854761
2024.4025,NA
2024.4675,NA
