time,forest_loss
2018.0325,1.01978605629224
2018.0975,1.02122476005655
2018.1625,1.01896152264506
2018.2275,1.01921564904469
2018.2925,1.01336203932235
2018.3575,1.01186893723456
2018.4225,1.01143590314401
2018.4875,1.01217263575094
2018.5525,1.01134550989462
2018.6175,1.01116126486118
2018.6825,1.01104009914116
2018.7475,1.01431552089444
2018.8125,1.01647997443292
2018.8775,1.01339535783474
2018.9425,1.01295577677893
2019.0075,1.01370151183561
2019.0725,1.01203633241213
2019.1375,1.011757207983
2019.2025,1.00987470894555
2019.2675,1.00900011862649
2019.3325,1.00997601225393
2019.3975,1.00875079511675
2019.4625,1.00768983107483
2019.5275,1.00957373532215
2019.5925,1.00840484451825
2019.6575,1.00765447659171
2019.7225,1.00656162636808
2019.7875,1.00862346604524
2019.8525,1.00905009346433
2019.9175,1.0078356375241
2019.9825,1.01144315377022
2020.0475,1.01676752077931
2020.1125,1.01737033271277
2020.1775,1.0136960179924
2020.2425,1.01332972908959
2020.3075,1.0111182474161
2020.3725,1.00832518577444
2020.4375,1.00765785625786
2020.5025,1.00863177327244
2020.5675,1.00919616050489
2020.6325,1.00901327311252
2020.6975,1.0087111270618
2020.7625,1.00670122802053
2020.8275,1.00714736698382
2020.8925,1.00638121993906
2020.9575,1.00584240386803
2021.0225,1.00851015281752
2021.0875,1.00809155933326
2021.1525,1.00920976151314
2021.2175,1.01110371110111
2021.2825,1.0114681702163
2021.3475,1.01328090082874
2021.4125,1.01743500349856
2021.4775,1.01419429244769
2021.5425,1.00944548073674
2021.6075,1.01157708948092
2021.6725,1.01016339841143
2021.7375,1.01356208319699
2021.8025,1.01630880343307
2021.8675,1.0162495905283
2021.9325,1.01486340311816
2021.9975,1.01638633915528
2022.0625,1.01938336461948
2022.1275,1.02171281624388
2022.1925,1.02819203745694
2022.2575,1.02919254538494
2022.3225,1.02706665826045
2022.3875,1.02940089916899
2022.4525,1.0294498754992
2022.5175,1.02823089704275
2022.5825,1.02566824856938
2022.6475,1.02621611791526
2022.7125,1.02367059043585
2022.7775,1.02295808038668
2022.8425,1.02313597588705
2022.9075,1.02176369824383
2022.9725,1.02301682555844
2023.0375,1.02833155737422
2023.1025,1.03507277830869
2023.1675,1.03014833719481
2023.2325,1.02309590896118
2023.2975,1.02698314732271
2023.3625,1.00622516070765
2023.4275,1.00798699977237
2023.4925,1.01393766959335
2023.5575,1.02288630488261
2023.6225,1.03065422150059
2023.6875,1.0369399141607
2023.7525,1.04304676784437
2023.8175,1.05477860095344
2023.8825,1.04127330851319
2023.9475,1.02211565393635
2024.0125,1.01703078031884
2024.0775,1.01942246585119
2024.1425,1.0193618290272
2024.2075,1.02694738952284
2024.2725,1.02085090740121
2024.3375,1.01477655530706
2024.4025,NA
2024.4675,NA
