time,maize
2018.0325,38.013705377691
2018.0975,38.1577700948802
2018.1625,36.5105014179712
2018.2275,36.8183424707672
2018.2925,36.6227360666426
2018.3575,34.7618900533308
2018.4225,39.4628913123988
2018.4875,35.5080916757385
2018.5525,34.3132014130809
2018.6175,33.6176318567643
2018.6825,32.0410361174865
2018.7475,29.7895261799165
2018.8125,28.6419704728656
2018.8775,32.0535611186822
2018.9425,32.1440174105565
2019.0075,29.054543895483
2019.0725,28.0572429035107
2019.1375,29.4488431670467
2019.2025,26.5204818784396
2019.2675,24.9501177393595
2019.3325,24.4253481203318
2019.3975,25.3980709413489
2019.4625,26.4547857242823
2019.5275,24.0619828966856
2019.5925,22.0899649228028
2019.6575,21.3949062904914
2019.7225,21.5341276733478
2019.7875,23.0895608832439
2019.8525,22.7139975983302
2019.9175,24.1918265353441
2019.9825,25.5082758693269
2020.0475,26.9178219297755
2020.1125,23.429293094933
2020.1775,26.2096087517625
2020.2425,24.8216607381304
2020.3075,25.7351120422199
2020.3725,26.2575485147039
2020.4375,26.3523113518159
2020.5025,25.723993963937
2020.5675,28.2284225831543
2020.6325,28.8801402640456
2020.6975,27.4446497094035
2020.7625,26.5477073204319
2020.8275,27.7844360816081
2020.8925,28.5831747504586
2020.9575,28.3430738864938
2021.0225,29.1135808656017
2021.0875,29.9275800178164
2021.1525,30.2021991979593
2021.2175,29.5516098601766
2021.2825,30.8066802581208
2021.3475,30.7901020602494
2021.4125,31.2282045672053
2021.4775,31.3306605095466
2021.5425,31.5051018610421
2021.6075,29.697670698347
2021.6725,29.0653419675439
2021.7375,26.1196713572338
2021.8025,28.353379832752
2021.8675,27.3307255421554
2021.9325,31.203139003226
2021.9975,32.2919366846817
2022.0625,33.583230334603
2022.1275,34.1132140252013
2022.1925,37.1888514800958
2022.2575,42.0405603363423
2022.3225,47.8398766923479
2022.3875,53.1666471706032
2022.4525,50.4281051930128
2022.5175,42.8773364643303
2022.5825,42.5875476685512
2022.6475,37.6185686924312
2022.7125,36.9982397283236
2022.7775,31.1101561749076
2022.8425,32.7765465048319
2022.9075,36.5985314691392
2022.9725,42.7372367926469
2023.0375,89.3587655109717
2023.1025,186.511836039312
2023.1675,281.891211799766
2023.2325,241.166171854547
2023.2975,137.116311921979
2023.3625,101.23720158678
2023.4275,84.7863148391129
2023.4925,86.9948136366971
2023.5575,88.4195285499797
2023.6225,94.195915638883
2023.6875,99.7988354487978
2023.7525,109.958618327122
2023.8175,147.848903424052
2023.8825,136.326095922305
2023.9475,64.5810367283973
2024.0125,41.3963019491016
2024.0775,122.166964005574
2024.1425,89.6735866558854
2024.2075,124.934947220818
2024.2725,166.706292859691
2024.3375,139.761071521784
2024.4025,NA
2024.4675,NA
