time,Brazil_annual_mean_temp_2020_crop_mask
2018.0325,27.8928643387633
2018.0975,27.8775892598288
2018.1625,27.8713853101194
2018.2275,27.8784524372646
2018.2925,27.8612124703147
2018.3575,27.8706663131714
2018.4225,27.8804545836015
2018.4875,27.8957777023315
2018.5525,27.8993752002716
2018.6175,27.8858330590384
2018.6825,27.8883333206177
2018.7475,27.8915278911591
2018.8125,27.8972728035667
2018.8775,27.8960001309713
2018.9425,27.8985069592794
2019.0075,27.8842120083896
2019.0725,27.8860371329568
2019.1375,27.8891428763216
2019.2025,27.8903750419617
2019.2675,27.8940071254582
2019.3325,27.8825651267906
2019.3975,27.8824869766537
2019.4625,27.8944140463164
2019.5275,27.8975956845189
2019.5925,27.8889444986979
2019.6575,27.8911447725798
2019.7225,27.8929999775357
2019.7875,27.8994097312291
2019.8525,27.9028679736249
2019.9175,27.8945201599237
2019.9825,27.9122023582458
2020.0475,27.9032443841927
2020.1125,27.8962123177268
2020.1775,27.8906445596732
2020.2425,27.8890936444377
2020.3075,27.890749597082
2020.3725,27.8926578521729
2020.4375,27.8923005643098
2020.5025,27.8832576058128
2020.5675,27.8831248994459
2020.6325,27.8868979348077
2020.6975,27.8916878389276
2020.7625,27.8959122563268
2020.8275,27.8962998106366
2020.8925,27.8852961648394
2020.9575,27.8837564688463
2021.0225,27.8830996498917
2021.0875,27.8704630630185
2021.1525,27.8704511647806
2021.2175,27.8708878113673
2021.2825,27.872948719905
2021.3475,27.87201636591
2021.4125,27.8770421363495
2021.4775,27.8902019067244
2021.5425,27.8858684793219
2021.6075,27.897155376581
2021.6725,27.8847406293962
2021.7375,27.8696667406294
2021.8025,27.8781321426918
2021.8675,27.886298430823
2021.9325,27.8878003078349
2021.9975,27.8845913717192
2022.0625,27.9082557126588
2022.1275,27.9165488060075
2022.1925,27.8984684792865
2022.2575,27.9013891220093
2022.3225,27.9155274884454
2022.3875,27.9202327126292
2022.4525,27.9289200293173
2022.5175,27.9148423396836
2022.5825,27.8949048631455
2022.6475,27.8763275146484
2022.7125,27.86814639912
2022.7775,27.8531842709548
2022.8425,27.877669191903
2022.9075,27.900562239733
2022.9725,27.8872678084217
2023.0375,27.8535080343317
2023.1025,27.8699012576087
2023.1675,27.8622674739882
2023.2325,27.8916755496911
2023.2975,28.1125598455514
2023.3625,28.3013257633556
2023.4275,28.5467220942179
2023.4925,28.4420833587646
2023.5575,28.2980360303606
2023.6225,27.9033782900875
2023.6875,27.7617409020804
2023.7525,27.7143880631968
2023.8175,27.7053857726612
2023.8825,27.9005098969223
2023.9475,28.2047141217384
2024.0125,28.2291849809404
2024.0775,26.4712142259393
2024.1425,26.0826046445493
2024.2075,26.498195116002
2024.2725,24.9564738557131
2024.3375,27.072470080468
2024.4025,NA
2024.4675,NA
