time,Brazil_precipitation_mean_2023_crop_mask
2018.0325,6.81967063369094
2018.0975,6.82863829897921
2018.1625,6.83450249736477
2018.2275,6.82161953546051
2018.2925,6.81683073754299
2018.3575,6.81849566719586
2018.4225,6.80856502477139
2018.4875,6.81071724804148
2018.5525,6.79881915525882
2018.6175,6.80080998061507
2018.6825,6.80376222502325
2018.7475,6.8023627272925
2018.8125,6.79929880142327
2018.8775,6.78920492659864
2018.9425,6.78037104799066
2019.0075,6.79336459171204
2019.0725,6.78168059932996
2019.1375,6.78631003021059
2019.2025,6.77892949860437
2019.2675,6.79185138455459
2019.3325,6.79501903845961
2019.3975,6.81024984727587
2019.4625,6.80892339946542
2019.5275,6.81849225115776
2019.5925,6.82285687519444
2019.6575,6.81615134439582
2019.7225,6.81228248374803
2019.7875,6.81656873394194
2019.8525,6.84392673494702
2019.9175,6.82623312245097
2019.9825,6.8363929090954
2020.0475,6.8418118069399
2020.1125,6.83690727193015
2020.1775,6.83949466168502
2020.2425,6.83763640322761
2020.3075,6.86335655415247
2020.3725,6.86295795808898
2020.4375,6.86036613636357
2020.5025,6.87466311373597
2020.5675,6.8776630082244
2020.6325,6.86649741358984
2020.6975,6.89669666326046
2020.7625,6.8806397787465
2020.8275,6.8964821601633
2020.8925,6.89129798964092
2020.9575,6.91348397070453
2021.0225,6.90572532322861
2021.0875,6.8898918973813
2021.1525,6.89159710551254
2021.2175,6.90004944212296
2021.2825,6.86904382621708
2021.3475,6.90218246243492
2021.4125,6.89995972806783
2021.4775,6.89218984336229
2021.5425,6.91705216109185
2021.6075,6.9215838531426
2021.6725,6.8868419973662
2021.7375,6.90417510566636
2021.8025,6.87923569191921
2021.8675,6.85280401948637
2021.9325,6.86170495201525
2021.9975,6.87590200454474
2022.0625,6.86363469191014
2022.1275,6.87173590294719
2022.1925,6.82598393241436
2022.2575,6.79127327043053
2022.3225,6.76401182386873
2022.3875,6.7196128876897
2022.4525,6.61755998252445
2022.5175,6.62276572924031
2022.5825,6.6642157218017
2022.6475,6.65356672551623
2022.7125,6.63312290368274
2022.7775,6.63241158956516
2022.8425,6.88152971594175
2022.9075,7.07456159989218
2022.9725,6.96364317850922
2023.0375,6.20832428349509
2023.1025,5.41867358005031
2023.1675,5.25027817196091
2023.2325,5.26295689347107
2023.2975,5.29367685779342
2023.3625,5.96851861735659
2023.4275,6.03966082028592
2023.4925,6.0531012604087
2023.5575,6.06293599326647
2023.6225,6.06945363389741
2023.6875,6.0936997106799
2023.7525,6.14638449443439
2023.8175,6.17220877001563
2023.8825,6.14918021234211
2023.9475,6.31045482783896
2024.0125,6.58105624624398
2024.0775,5.38412843530945
2024.1425,4.92811735805951
2024.2075,4.94957690693264
2024.2725,4.76893147765597
2024.3375,4.17295687317416
2024.4025,NA
2024.4675,NA
