time,banana
2018.0325,5.70398874412412
2018.0975,5.49049791089003
2018.1625,6.60806550765815
2018.2275,6.85818645924853
2018.2925,6.91120144680927
2018.3575,6.5689686557912
2018.4225,7.09612014794515
2018.4875,7.06005211979565
2018.5525,6.29564229276582
2018.6175,5.93877996433641
2018.6825,5.44310882626121
2018.7475,5.27271286494472
2018.8125,5.45565624562177
2018.8775,5.29077101602157
2018.9425,5.38355292276541
2019.0075,4.90957620837291
2019.0725,4.59630101031065
2019.1375,5.17464529770613
2019.2025,4.66759072734912
2019.2675,4.81270929926634
2019.3325,4.84482152738174
2019.3975,4.73879813061158
2019.4625,4.93396568852663
2019.5275,4.6411210694313
2019.5925,4.27289412289858
2019.6575,4.33839607230822
2019.7225,4.4905295372208
2019.7875,4.60211232558886
2019.8525,4.60669534047445
2019.9175,4.56194244025151
2019.9825,4.79153148585558
2020.0475,5.18149483883665
2020.1125,4.55100861877203
2020.1775,4.95748556122326
2020.2425,4.58012624315421
2020.3075,4.66033770115886
2020.3725,4.81671820145845
2020.4375,5.05740770610174
2020.5025,4.79903194282452
2020.5675,4.97115261967693
2020.6325,5.03759558436984
2020.6975,5.36785898536444
2020.7625,5.36066069507599
2020.8275,5.44541745477915
2020.8925,5.71384056661526
2020.9575,5.8101261010766
2021.0225,6.17164568215609
2021.0875,6.20406167204891
2021.1525,6.18743867063239
2021.2175,6.31929163559407
2021.2825,6.33290368911198
2021.3475,6.12274193901727
2021.4125,6.19870628109716
2021.4775,6.59909813559055
2021.5425,6.6073467375102
2021.6075,6.84781252525869
2021.6725,7.73672688744655
2021.7375,7.19148797990362
2021.8025,7.58778489835824
2021.8675,7.25788862602484
2021.9325,7.04033241220935
2021.9975,6.88110792576854
2022.0625,7.06296502943092
2022.1275,7.05634367253706
2022.1925,7.51930735708251
2022.2575,7.54755044630017
2022.3225,7.91469902020792
2022.3875,8.15089646026391
2022.4525,7.63509347811466
2022.5175,7.37377731019836
2022.5825,7.3573940460034
2022.6475,6.66618409531213
2022.7125,6.06927184185421
2022.7775,5.7143272238447
2022.8425,5.92603093719107
2022.9075,7.11579643670333
2022.9725,8.32834604791102
2023.0375,10.1227590033224
2023.1025,14.1473289794943
2023.1675,15.9922188993909
2023.2325,12.4431677437718
2023.2975,9.81792446256786
2023.3625,21.5989174274218
2023.4275,23.4418535942388
2023.4925,22.9205504769176
2023.5575,21.5831461673177
2023.6225,20.2295472482201
2023.6875,18.2204491584276
2023.7525,15.6286867828758
2023.8175,13.0165761934937
2023.8825,10.8722072656254
2023.9475,8.00016432062585
2024.0125,7.76706287632455
2024.0775,9.89392894225171
2024.1425,22.9581709738001
2024.2075,23.7895655557121
2024.2725,4.93290350049608
2024.3375,4.54405801257716
2024.4025,NA
2024.4675,NA
