time,pop_2000_scaled_log
2018.0325,17.3527173913043
2018.0975,17.2875
2018.1625,16.2677536231884
2018.2275,16.189649122807
2018.2925,15.730701754386
2018.3575,15.590350877193
2018.4225,16.6086805555556
2018.4875,17.0109375
2018.5525,16.1618556701031
2018.6175,15.7505154639175
2018.6825,16.1463917525773
2018.7475,16.1304421768707
2018.8125,16.5902356902357
2018.8775,15.3121666666667
2018.9425,15.5338333333333
2019.0075,15.5075
2019.0725,14.4245
2019.1375,14.441
2019.2025,14.3331666666667
2019.2675,14.2631666666667
2019.3325,13.4823333333333
2019.3975,13.8423333333333
2019.4625,13.6523333333333
2019.5275,12.7258333333333
2019.5925,12.8325
2019.6575,13.6285
2019.7225,12.7643333333333
2019.7875,12.837
2019.8525,13.0283333333333
2019.9175,13.3186666666667
2019.9825,12.8786666666667
2020.0475,13.4838333333333
2020.1125,13.6335
2020.1775,13.1821666666667
2020.2425,13.2231666666667
2020.3075,13.1615
2020.3725,13.3081666666667
2020.4375,14.3045
2020.5025,14.0535
2020.5675,13.906
2020.6325,14.2423333333333
2020.6975,13.685
2020.7625,14.327
2020.8275,14.9811666666667
2020.8925,14.8843333333333
2020.9575,15.507
2021.0225,14.4906666666667
2021.0875,15.1626666666667
2021.1525,14.7268333333333
2021.2175,14.8211666666667
2021.2825,14.8678333333333
2021.3475,14.977
2021.4125,15.4558333333333
2021.4775,16.339
2021.5425,15.1986904761905
2021.6075,15.6308333333333
2021.6725,17.1695909090909
2021.7375,17.019510989011
2021.8025,17.3853863636364
2021.8675,18.1769848484848
2021.9325,18.6090714285714
2021.9975,19.4341601731602
2022.0625,19.3164004329004
2022.1275,17.8770454545455
2022.1925,18.6372913752914
2022.2575,19.0846282606283
2022.3225,19.8114228164309
2022.3875,21.0025955326036
2022.4525,22.3625550372083
2022.5175,19.8915195974763
2022.5825,17.2847706613811
2022.6475,13.4384548042933
2022.7125,15.5131074999775
2022.7775,14.2798911433522
2022.8425,17.742363702905
2022.9075,25.0758260782818
2022.9725,18.7701118853434
2023.0375,13.9775798525621
2023.1025,31.3775489301104
2023.1675,39.4576732430835
2023.2325,29.8614785576197
2023.2975,21.2532594922666
2023.3625,44.2992153679654
2023.4275,67.186478021978
2023.4925,64.1689977930566
2023.5575,59.3996872988123
2023.6225,55.0658691338074
2023.6875,47.9788517733556
2023.7525,39.3845420015641
2023.8175,32.2486922544056
2023.8825,76.9513402522273
2023.9475,104.22083722954
2024.0125,96.2007475676554
2024.0775,48.3186618311116
2024.1425,60.0349856679528
2024.2075,75.8370146206956
2024.2725,77.4521107014926
2024.3375,53.317304293098
2024.4025,NA
2024.4675,NA
