time,pop_2020_raw
2018.0325,1.93871044592252
2018.0975,1.75001472810453
2018.1625,1.69630676920431
2018.2275,1.62440036324894
2018.2925,1.62440036324894
2018.3575,1.61399641633034
2018.4225,1.61391043238756
2018.4875,1.57517513632774
2018.5525,1.47231750190258
2018.6175,1.48526531209548
2018.6825,1.52011045725907
2018.7475,1.51113868605855
2018.8125,1.47143797328075
2018.8775,1.47045693374597
2018.9425,1.48158422407384
2019.0075,1.48504370518706
2019.0725,1.54954788867723
2019.1375,1.56529715341149
2019.2025,1.49499263751965
2019.2675,1.4714247988803
2019.3325,1.52687056911188
2019.3975,1.49641459438241
2019.4625,1.47126407921314
2019.5275,1.46150639165814
2019.5925,1.47134616790892
2019.6575,1.44998389886071
2019.7225,1.45419419450419
2019.7875,1.47548920521513
2019.8525,1.42469584776766
2019.9175,1.45174042599929
2019.9825,1.45654080775413
2020.0475,1.40893473687271
2020.1125,1.39212207210561
2020.1775,1.42784735354639
2020.2425,1.45593654861053
2020.3075,1.51518276621672
2020.3725,1.54807746964729
2020.4375,1.51177603224612
2020.5025,1.62516755557486
2020.5675,1.62484849045674
2020.6325,1.59406885401242
2020.6975,1.63714084012567
2020.7625,1.72256902925288
2020.8275,1.82332153680424
2020.8925,1.96711135804817
2020.9575,1.98071880713105
2021.0225,1.95756598102202
2021.0875,1.91320686875246
2021.1525,2.01865469132151
2021.2175,2.01022939918897
2021.2825,1.92461839187276
2021.3475,1.99900493983712
2021.4125,2.01591622905853
2021.4775,2.10116893997511
2021.5425,1.87516018833433
2021.6075,1.8897691860795
2021.6725,2.05471301746779
2021.7375,2.47911954540351
2021.8025,2.72864138210813
2021.8675,3.1661119635229
2021.9325,4.01210460173673
2021.9975,4.34608024537167
2022.0625,5.63281410797076
2022.1275,7.0198776970307
2022.1925,10.2237325576941
2022.2575,11.2434344042815
2022.3225,19.6988057678808
2022.3875,30.7693578204299
2022.4525,28.9198944667033
2022.5175,27.0785689089708
2022.5825,23.5063425486268
2022.6475,24.4011935114693
2022.7125,21.6324155279755
2022.7775,43.926303860415
2022.8425,113.951646511672
2022.9075,185.425338716763
2022.9725,240.697926012218
2023.0375,156.187379466954
2023.1025,98.3582066237133
2023.1675,102.673222158164
2023.2325,94.2363783538984
2023.2975,175.852900899088
2023.3625,1112.71651374362
2023.4275,3746.52723451455
2023.4925,3612.00809397995
2023.5575,2733.47167705455
2023.6225,917.931406737585
2023.6875,503.904528906992
2023.7525,303.447658160321
2023.8175,266.200246593808
2023.8825,1204.69600695494
2023.9475,2407.57495538533
2024.0125,1936.9717304332
2024.0775,268.95803461219
2024.1425,150.211058506495
2024.2075,264.844017035341
2024.2725,225.222758870551
2024.3375,209.025092150674
2024.4025,NA
2024.4675,NA
