time,Brazil_savannas_crop_mask
2018.0325,1.34458333232265
2018.0975,1.34139492762262
2018.1625,1.34657608620498
2018.2275,1.33992982370812
2018.2925,1.35598245524524
2018.3575,1.39338596306349
2018.4225,1.37888888621496
2018.4875,1.41545138590866
2018.5525,1.41283504721225
2018.6175,1.40482817482703
2018.6825,1.40477663012305
2018.7475,1.40880952197678
2018.8125,1.41858585615351
2018.8775,1.35768333176772
2018.9425,1.36496666689714
2019.0075,1.34903333425522
2019.0725,1.28913333396117
2019.1375,1.31226666649183
2019.2025,1.27908333341281
2019.2675,1.30926666617394
2019.3325,1.29934999922911
2019.3975,1.31993333260218
2019.4625,1.33051666557789
2019.5275,1.3347666656971
2019.5925,1.32251666526
2019.6575,1.30891666571299
2019.7225,1.32284999847412
2019.7875,1.31963333249092
2019.8525,1.30979999939601
2019.9175,1.29639999989669
2019.9825,1.321099999547
2020.0475,1.3305999994278
2020.1125,1.30418333272139
2020.1775,1.33184999883175
2020.2425,1.34526666561762
2020.3075,1.35301666557789
2020.3725,1.35368333200614
2020.4375,1.35093333244324
2020.5025,1.33626666665077
2020.5675,1.33593333343665
2020.6325,1.3183000010252
2020.6975,1.31195000151793
2020.7625,1.35280000110467
2020.8275,1.33069166878859
2020.8925,1.36113333443801
2020.9575,1.35421666781108
2021.0225,1.33380000094573
2021.0875,1.38843333323797
2021.1525,1.38151666661104
2021.2175,1.40673333187898
2021.2825,1.39456666529179
2021.3475,1.39079999923706
2021.4125,1.35960000077883
2021.4775,1.34568333367507
2021.5425,1.34685000042121
2021.6075,1.31508333404859
2021.6725,1.33455000030994
2021.7375,1.34428333449364
2021.8025,1.34208333452543
2021.8675,1.38676666736603
2021.9325,1.38110833368699
2021.9975,1.40230000066757
2022.0625,1.40818333407243
2022.1275,1.39351666708787
2022.1925,1.37252857219605
2022.2575,1.38596666701635
2022.3225,1.55059307430627
2022.3875,1.72238981395089
2022.4525,1.6510455716929
2022.5175,1.48654134763599
2022.5825,1.37664638582687
2022.6475,1.35629683460275
2022.7125,1.38590805094341
2022.7775,1.35944545663041
2022.8425,1.54473401978056
2022.9075,1.61558284603959
2022.9725,1.55451264513494
2023.0375,2.43484532945396
2023.1025,9.18258282265812
2023.1675,14.8030164601336
2023.2325,10.7213770218748
2023.2975,5.09062534844389
2023.3625,5.67607090085934
2023.4275,4.89302514929999
2023.4925,4.74586209832203
2023.5575,4.57968120699983
2023.6225,4.33657872211642
2023.6875,4.00068783748568
2023.7525,3.46538203598475
2023.8175,2.96840724684518
2023.8825,3.14179090781661
2023.9475,2.82483797775837
2024.0125,2.03695630134666
2024.0775,8.00798264054644
2024.1425,7.61498389746018
2024.2075,22.5096263478091
2024.2725,32.8925493081487
2024.3375,32.013955044313
2024.4025,NA
2024.4675,NA
