time,forest_loss
2018.0325,1.00470000008257
2018.0975,1.00421363633888
2018.1625,1.00307499998598
2018.2275,1.00391999999993
2018.2925,1.00300000004548
2018.3575,1.00354285716146
2018.4225,1.00309999997262
2018.4875,1.00327999997729
2018.5525,1.002587499941
2018.6175,1.00225000005836
2018.6825,1.00202857148127
2018.7475,1.00238333339803
2018.8125,1.00302000008523
2018.8775,1.00288142864592
2018.9425,1.00235500004201
2019.0075,1.00256833337868
2019.0725,1.00267142858918
2019.1375,1.00276833341147
2019.2025,1.00236666672269
2019.2675,1.00154999998813
2019.3325,1.00194428575092
2019.3975,1.00222954550642
2019.4625,1.00193928576742
2019.5275,1.00195222219271
2019.5925,1.00242076924892
2019.6575,1.00221249997816
2019.7225,1.00206527776027
2019.7875,1.00181746031047
2019.8525,1.0021041666746
2019.9175,1.00162250001449
2019.9825,1.00193500003952
2020.0475,1.00229583333324
2020.1125,1.00219107143182
2020.1775,1.00220357148819
2020.2425,1.0020083333311
2020.3075,1.00206666663289
2020.3725,1.00180625000939
2020.4375,1.00221249996684
2020.5025,1.0023683333459
2020.5675,1.00246346158831
2020.6325,1.00209583337164
2020.6975,1.00177000000513
2020.7625,1.00167291669792
2020.8275,1.00195272732526
2020.8925,1.00197999999052
2020.9575,1.00183928576631
2021.0225,1.00167666670556
2021.0875,1.0018291666626
2021.1525,1.0018242857685
2021.2175,1.00288888887088
2021.2825,1.00208194439377
2021.3475,1.00213968252103
2021.4125,1.00255833339214
2021.4775,1.00246250006603
2021.5425,1.00208111107349
2021.6075,1.00170375005109
2021.6725,1.0019285714786
2021.7375,1.00303484848407
2021.8025,1.0031874999501
2021.8675,1.00305500002711
2021.9325,1.00311333336867
2021.9975,1.004930000077
2022.0625,1.00488750007935
2022.1275,1.00834285714331
2022.1925,1.01140303035477
2022.2575,1.01394511487955
2022.3225,1.01522916669928
2022.3875,1.01868104849751
2022.4525,1.01298809497218
2022.5175,1.01077857146333
2022.5825,1.01057428572842
2022.6475,1.01270416637453
2022.7125,1.01312174099376
2022.7775,1.01734624966048
2022.8425,1.01830736353708
2022.9075,1.01637415838894
2022.9725,1.02226596415786
2023.0375,1.02729350853617
2023.1025,1.03440561550333
2023.1675,1.02943360008614
2023.2325,1.02095860363303
2023.2975,1.02660929855006
2023.3625,1.00415909095424
2023.4275,1.00083333335351
2023.4925,1.00083333335351
2023.5575,1.00095000002087
2023.6225,1.0214741897603
2023.6875,1.03021213471245
2023.7525,1.04305232831964
2023.8175,1.05446249027211
2023.8825,1.03931858303323
2023.9475,1.02274371052902
2024.0125,1.01699120886885
2024.0775,1.01930056255954
2024.1425,1.0192711085313
2024.2075,1.02899398589453
2024.2725,1.02079902050279
2024.3375,1.01549071209101
2024.4025,NA
2024.4675,NA
