time,cassava
2018.0325,2.57684379816055
2018.0975,2.53633213043213
2018.1625,2.33059291044871
2018.2275,2.30274923642476
2018.2925,2.30274923642476
2018.3575,2.08674926757813
2018.4225,1.85280586878459
2018.4875,1.82547211647034
2018.5525,1.810391664505
2018.6175,1.86956663131714
2018.6825,1.69909411668777
2018.7475,1.81814702749252
2018.8125,1.94591158628464
2018.8775,2.07789055506388
2018.9425,2.07106260458628
2019.0075,2.12178215384483
2019.0725,2.28086966673533
2019.1375,1.8320910351617
2019.2025,1.94303092360497
2019.2675,1.806605219841
2019.3325,1.48975159724553
2019.3975,1.89830898841222
2019.4625,2.07789055506388
2019.5275,1.98929286003113
2019.5925,1.67291422486305
2019.6575,1.90084606011709
2019.7225,1.88160198926926
2019.7875,1.83739840984344
2019.8525,1.86956663131714
2019.9175,2.08242442210515
2019.9825,2.12294240395228
2020.0475,2.08374025424321
2020.1125,2.11653121312459
2020.1775,1.88887975613276
2020.2425,2.07584985097249
2020.3075,1.84795073270798
2020.3725,1.75375601649284
2020.4375,1.83053538203239
2020.5025,1.8126455783844
2020.5675,1.83346048593521
2020.6325,1.89531427224477
2020.6975,1.87716475129128
2020.7625,2.07547362645467
2020.8275,1.80276169379552
2020.8925,1.92708693444729
2020.9575,1.82043626904488
2021.0225,1.64673433303833
2021.0875,1.67291422486305
2021.1525,1.66976800560951
2021.2175,1.82091373024565
2021.2825,1.73988314270973
2021.3475,1.68250671029091
2021.4125,1.96550222237905
2021.4775,1.68250671029091
2021.5425,1.87823593616486
2021.6075,1.75905994393609
2021.6725,1.79901933670044
2021.7375,2.24884691238403
2021.8025,2.58189183473587
2021.8675,2.70654646555583
2021.9325,2.70654646555583
2021.9975,2.90944740772247
2022.0625,2.44749588767688
2022.1275,3.68970170617104
2022.1925,3.55981969833374
2022.2575,4.32033877819777
2022.3225,4.49319859743118
2022.3875,4.62942425693784
2022.4525,4.68900862549033
2022.5175,3.74785093285821
2022.5825,3.43972849051158
2022.6475,3.84243575334549
2022.7125,3.55172992348671
2022.7775,4.08803268484831
2022.8425,5.11174264240575
2022.9075,5.5437008168528
2022.9725,6.89238795537693
2023.0375,15.7577253399867
2023.1025,31.9142183532632
2023.1675,38.5666584633291
2023.2325,34.1782801350978
2023.2975,27.8433047731717
2023.3625,22.3688513040543
2023.4275,21.9434051513672
2023.4925,21.9434051513672
2023.5575,21.9434051513672
2023.6225,16.7075538635254
2023.6875,16.7075538635254
2023.7525,13.8365170718634
2023.8175,18.6336813632931
2023.8825,19.4182899016587
2023.9475,11.0097074777546
2024.0125,7.03214861370052
2024.0775,22.9436383631889
2024.1425,31.2416459231835
2024.2075,34.3232432140717
2024.2725,23.5620537087274
2024.3375,21.0139445257313
2024.4025,NA
2024.4675,NA
