time,95%HPD_lower_value,95%HPD_higher_value
2018.0325,76.2068965517241,101
2018.0975,87.7666666666667,101
2018.1625,86.4545454545455,101
2018.2275,81.5357142857143,101
2018.2925,89.6818181818182,101
2018.3575,84.0689655172414,101
2018.4225,84.1818181818182,101
2018.4875,80.0869565217391,101
2018.5525,86.304347826087,101
2018.6175,83.4090909090909,101
2018.6825,77.7727272727273,101
2018.7475,80.5,101
2018.8125,85.6666666666667,101
2018.8775,88.2758620689655,101
2018.9425,84.3333333333333,101
2019.0075,83.304347826087,101
2019.0725,79.1923076923077,101
2019.1375,80.6,101
2019.2025,83.8461538461538,101
2019.2675,80.2307692307692,101
2019.3325,80.7307692307692,101
2019.3975,77.3793103448276,101
2019.4625,77.7857142857143,101
2019.5275,77.3076923076923,101
2019.5925,79,101
2019.6575,78.04,101
2019.7225,82.5,101
2019.7875,82.3870967741936,101
2019.8525,82.5555555555556,101
2019.9175,83.4230769230769,101
2019.9825,83.0625,101
2020.0475,86.2285714285714,101
2020.1125,84.4827586206897,101
2020.1775,82.195652173913,101
2020.2425,84.4594594594595,101
2020.3075,82.8529411764706,101
2020.3725,83.525,101
2020.4375,82.2352941176471,101
2020.5025,82.5,101
2020.5675,83.4736842105263,101
2020.6325,85.15,101
2020.6975,84.6744186046512,101
2020.7625,82.5,101
2020.8275,83.4385964912281,101
2020.8925,83.4130434782609,101
2020.9575,86.7894736842105,101
2021.0225,88,101
2021.0875,84.3061224489796,101
2021.1525,87.18,101
2021.2175,94.421052631579,101
2021.2825,94.5652173913043,101
2021.3475,94.1935483870968,101
2021.4125,94.0416666666667,101
2021.4775,94.4857142857143,101
2021.5425,94.4074074074074,101
2021.6075,95.4,101
2021.6725,94.8571428571429,101
2021.7375,96.2279411764706,101
2021.8025,96.0208333333333,101
2021.8675,97.0731707317073,101
2021.9325,96.7608695652174,101
2021.9975,94.9722222222222,101
2022.0625,96.4038461538462,101
2022.1275,93.8046272493573,101
2022.1925,97.1967213114754,101
2022.2575,96.4202898550725,101
2022.3225,98,101
2022.3875,91.1440677966102,101
2022.4525,87.2538699690402,101
2022.5175,85.822695035461,101
2022.5825,87.1261682242991,101
2022.6475,80.6666666666667,101
2022.7125,81.7990867579909,101
2022.7775,79.184331797235,92.2843951985226
2022.8425,79.9802371541502,99.3929961089494
2022.9075,83.3294117647059,100.156862745098
2022.9725,86.8828869723105,95.2682502896871
2023.0375,84.5478784403666,93.7852589641435
2023.1025,84.5697674418603,91.0327896995709
2023.1675,78.605700712589,86.7997802197803
2023.2325,75.5668168168169,83.0605564648116
2023.2975,79.0665212649945,91.5970149253732
2023.3625,78.6350364963504,90.4655493482309
2023.4275,34.3333333333333,101
2023.4925,26,101
2023.5575,17.6666666666667,101
2023.6225,12.1111111111111,101
2023.6875,15.2857142857143,99.7077625570776
2023.7525,36.1929824561404,97.4042553191489
2023.8175,30.5853658536585,95.9415807560137
2023.8825,27.6129032258065,77.3845327604726
2023.9475,54.3724660280693,63.5596090068077
2024.0125,54.2398833121397,70.157057263529
2024.0775,42.1683168316838,58.482159713045
2024.1425,9.04773384763732,69.267503035208
2024.2075,8.88921901528016,23.8943594646276
2024.2725,4.33901192504259,23.1845161290324
2024.3375,1.37078651685393,7.38333333333333
2024.4025,NA,NA
2024.4675,NA,NA
