time,95%HPD_lower_value,95%HPD_higher_value
2018.0325,1.63969102076122,1.94311201572418
2018.0975,1.70090067386627,1.94311201572418
2018.1625,1.71184542349407,1.94311201572418
2018.2275,1.66991525888443,1.94311201572418
2018.2925,1.61890057155064,1.94311201572418
2018.3575,1.64275517314672,1.94311201572418
2018.4225,1.67506890637534,1.94311201572418
2018.4875,1.69111399991172,1.94311201572418
2018.5525,1.70320549181529,1.94311201572418
2018.6175,1.71265835421426,1.94311201572418
2018.6825,1.7254195412,1.94311201572418
2018.7475,1.69670946399371,1.94311201572418
2018.8125,1.66853133440018,1.94311201572418
2018.8775,1.7171588614583,1.94311201572418
2018.9425,1.70596180856228,1.94311201572418
2019.0075,1.71145068854094,1.94311201572418
2019.0725,1.72804733365774,1.94311201572418
2019.1375,1.71606802940369,1.94311201572418
2019.2025,1.73527419567108,1.94311201572418
2019.2675,1.67079618573189,1.94311201572418
2019.3325,1.71060736179352,1.94311201572418
2019.3975,1.74659943580627,1.94311201572418
2019.4625,1.74580525159836,1.94311201572418
2019.5275,1.74225368670055,1.94311201572418
2019.5925,1.74326786398888,1.94311201572418
2019.6575,1.73866609334946,1.94311201572418
2019.7225,1.74728744138371,1.94311201572418
2019.7875,1.7470932536655,1.94311201572418
2019.8525,1.71132908264796,1.94311201572418
2019.9175,1.72190694014231,1.94311201572418
2019.9825,1.73416786723667,1.94311201572418
2020.0475,1.73492010150637,1.94311201572418
2020.1125,1.72749236226082,1.94311201572418
2020.1775,1.73540998697281,1.94447736229215
2020.2425,1.733806617558,1.94311201572418
2020.3075,1.73092917601268,1.94311201572418
2020.3725,1.7214782725681,1.94311201572418
2020.4375,1.71021352572875,1.94311201572418
2020.5025,1.67909703084401,1.94311201572418
2020.5675,1.66400328874588,1.94311201572418
2020.6325,1.65383105278015,1.94311201572418
2020.6975,1.63465188940366,1.94311201572418
2020.7625,1.57564743359884,1.94311201572418
2020.8275,1.60734702150027,1.94311201572418
2020.8925,1.55118112638593,1.94311201572418
2020.9575,1.57406913489103,1.94311201572418
2021.0225,1.52854912281036,1.94311201572418
2021.0875,1.52415783107281,1.94311201572418
2021.1525,1.52166816405952,1.94311201572418
2021.2175,1.53751337257299,1.94311201572418
2021.2825,1.51152301952243,1.94311201572418
2021.3475,1.50603104914938,1.94311201572418
2021.4125,1.49829043149948,1.94311201572418
2021.4775,1.52009062965711,1.94311201572418
2021.5425,1.52393926680088,1.94311201572418
2021.6075,1.48382281760375,1.94311201572418
2021.6725,1.47308093474971,1.94311201572418
2021.7375,1.43842531740665,1.94311201572418
2021.8025,1.38478988326258,1.94311201572418
2021.8675,1.32940875821643,1.94311201572418
2021.9325,1.31673389342096,1.94311201572418
2021.9975,1.31735472753644,1.94311201572418
2022.0625,1.29218809625932,1.94311201572418
2022.1275,1.2217505350709,1.85555332899094
2022.1925,1.23843662813306,1.85555332899094
2022.2575,1.23978674504906,1.85555332899094
2022.3225,1.24437246152333,1.7783672577805
2022.3875,1.28687753189694,1.77518657326698
2022.4525,1.25026760888951,1.73086222338265
2022.5175,1.23772403384958,1.79246946010325
2022.5825,1.29342907220125,1.83791243284941
2022.6475,1.23787192148822,1.79823310838805
2022.7125,1.31332503874665,1.81349977615633
2022.7775,1.4975204787947,1.76733336945375
2022.8425,1.43142766771572,1.84400054773218
2022.9075,1.53132030420005,1.87682674378157
2022.9725,1.67075524730667,1.84000476795857
2023.0375,1.57789111110781,1.72190514348731
2023.1025,1.63352072818412,1.70980858034905
2023.1675,1.52848397338537,1.59611602810318
2023.2325,1.49601373240246,1.55377572947551
2023.2975,1.50415964929175,1.65741687770708
2023.3625,1.57065583915375,1.68941558746777
2023.4275,1.54812121888002,1.91083688160469
2023.4925,1.47758340835571,1.92339450662786
2023.5575,1.41814635055406,1.90872178254304
2023.6225,1.42110734229738,1.90167468984922
2023.6875,1.49894295237502,1.89876024384756
2023.7525,1.49138363003731,1.87475314097745
2023.8175,1.59796552215562,1.87690631270409
2023.8825,1.78403932411408,1.93686559303733
2023.9475,1.86471538116826,1.92961219739278
2024.0125,1.77862334958688,1.84412115857277
2024.0775,1.73535955444279,1.83645343338715
2024.1425,1.60229239927979,1.82180081195487
2024.2075,1.64383029299999,1.75667127875695
2024.2725,1.64205976392048,1.82920904888047
2024.3375,1.79015357238906,1.84656673669815
2024.4025,NA,NA
2024.4675,NA,NA
