time,forest_loss
2018.0325,1.00220063321163
2018.0975,1.00146916957666
2018.1625,1.00065993343453
2018.2275,1.00038391240726
2018.2925,1.00031688093308
2018.3575,1.00049485339925
2018.4225,1.00047431818418
2018.4875,1.00078144165684
2018.5525,1.00104078961895
2018.6175,1.00108957070434
2018.6825,1.00134100554755
2018.7475,1.00118813799688
2018.8125,1.00125548961908
2018.8775,1.00086279155954
2018.9425,1.00083715691408
2019.0075,1.00090940367361
2019.0725,1.00116743618396
2019.1375,1.00165501113744
2019.2025,1.00092459088242
2019.2675,1.00058157720323
2019.3325,1.00054351759981
2019.3975,1.00048468305908
2019.4625,1.00060548702628
2019.5275,1.00086072767638
2019.5925,1.00060812887374
2019.6575,1.00078305398305
2019.7225,1.00100375491106
2019.7875,1.00095451815386
2019.8525,1.00092973611389
2019.9175,1.00067260232441
2019.9825,1.00098065163291
2020.0475,1.0009861377902
2020.1125,1.0007904498372
2020.1775,1.00054082786321
2020.2425,1.00060405410119
2020.3075,1.00097484264338
2020.3725,1.0009252761246
2020.4375,1.00066820400812
2020.5025,1.0005235168675
2020.5675,1.0003952825618
2020.6325,1.00087105222557
2020.6975,1.00098572741989
2020.7625,1.00101621629011
2020.8275,1.00164684154097
2020.8925,1.00080971610785
2020.9575,1.00101155771236
2021.0225,1.00109636818787
2021.0875,1.00029068645829
2021.1525,1.00035529361385
2021.2175,1.00039831544538
2021.2825,1.00095008890623
2021.3475,1.00082228472492
2021.4125,1.00039347443104
2021.4775,1.0003822395949
2021.5425,1.00027683622239
2021.6075,1.00023034207543
2021.6725,1.00018220969908
2021.7375,1.00023708933773
2021.8025,1.00063101721106
2021.8675,1.00264775799594
2021.9325,1.00518705706149
2021.9975,1.00565653350806
2022.0625,1.00753451656718
2022.1275,1.00745689953462
2022.1925,1.00680956518831
2022.2575,1.01870575803123
2022.3225,1.01982229238356
2022.3875,1.01590450250669
2022.4525,1.0246284568945
2022.5175,1.03401617405383
2022.5825,1.02686254978197
2022.6475,1.0246752740968
2022.7125,1.03365623173906
2022.7775,1.04400747820629
2022.8425,1.0258671408935
2022.9075,1.01225063814813
2022.9725,1.01401157084227
2023.0375,1.0337203939466
2023.1025,1.03169133732476
2023.1675,1.04250153206939
2023.2325,1.03094846419085
2023.2975,1.0420137574301
2023.3625,1.0488498717851
2023.4275,1.01331158227111
2023.4925,1.02079376001741
2023.5575,1.02291307439408
2023.6225,1.03295188105259
2023.6875,1.03904968019836
2023.7525,1.0405668150976
2023.8175,1.03603386195994
2023.8825,1.02303681922844
2023.9475,1.01641362541564
2024.0125,1.02295559222857
2024.0775,1.02108824965949
2024.1425,1.02282151883705
2024.2075,1.02009239378134
2024.2725,1.01618158461874
2024.3375,1.01297157338058
2024.4025,NA
2024.4675,NA
