time,cassava
2018.0325,2.2845703087355
2018.0975,1.31924319146336
2018.1625,1.30001321114027
2018.2275,1.34991043070216
2018.2925,1.47685257702163
2018.3575,1.43504169892382
2018.4225,1.35435539362607
2018.4875,1.4347534104685
2018.5525,1.32715084513998
2018.6175,1.61951360745706
2018.6825,1.55445588563575
2018.7475,1.24905090058375
2018.8125,1.72148718304104
2018.8775,2.1157772118395
2018.9425,1.56333412155073
2019.0075,1.65338101481479
2019.0725,2.1081666630892
2019.1375,2.03199858618718
2019.2025,1.46464981541589
2019.2675,1.44680259729977
2019.3325,1.57981023837846
2019.3975,1.89938063835652
2019.4625,2.08099258027703
2019.5275,2.08070448686429
2019.5925,1.69810320918435
2019.6575,2.10288613100847
2019.7225,2.39682950554551
2019.7875,2.12247833498516
2019.8525,1.49153252715675
2019.9175,1.51035274699353
2019.9825,1.63361261588129
2020.0475,1.62370259113778
2020.1125,1.17251219480565
2020.1775,1.35705307195509
2020.2425,1.32572480610291
2020.3075,1.52724831632537
2020.3725,1.3614549460953
2020.4375,1.5041647004234
2020.5025,1.40466506686392
2020.5675,1.51775017741181
2020.6325,1.59258449619415
2020.6975,1.44472083384683
2020.7625,1.36685851671975
2020.8275,1.71557341449601
2020.8925,1.3094384809406
2020.9575,1.41150628127654
2021.0225,1.2671391977488
2021.0875,1.24125578497137
2021.1525,1.27786499186404
2021.2175,1.22607735983565
2021.2825,1.04282130650679
2021.3475,1.02768633262884
2021.4125,1.03405058684674
2021.4775,1.11461698703582
2021.5425,1.06129557626038
2021.6075,1.15014900047416
2021.6725,1.15387108241293
2021.7375,1.07322652966673
2021.8025,1.04886161074079
2021.8675,1.07779725226585
2021.9325,1.13268950513285
2021.9975,1.12408928857676
2022.0625,1.1043299200463
2022.1275,1.19580811949909
2022.1925,1.18843161239874
2022.2575,1.35612572271581
2022.3225,1.39098074050148
2022.3875,1.47360559927564
2022.4525,2.14090509616931
2022.5175,2.74319211532192
2022.5825,3.55578716641356
2022.6475,4.36245497752221
2022.7125,9.09856302646871
2022.7775,13.0271985338841
2022.8425,7.10698212580231
2022.9075,5.32876016095164
2022.9725,5.81404487866938
2023.0375,14.0512623245361
2023.1025,13.4954919629324
2023.1675,21.5854777575192
2023.2325,25.7069432201454
2023.2975,19.8500715052277
2023.3625,14.7808701763892
2023.4275,2.50039185392103
2023.4925,2.90107650789907
2023.5575,3.40853374946763
2023.6225,4.41898376974969
2023.6875,6.59949869444154
2023.7525,8.80362693562905
2023.8175,12.2901752108963
2023.8825,12.2839737723588
2023.9475,6.60777302316898
2024.0125,10.1615929044261
2024.0775,14.5097594180798
2024.1425,26.4518918061256
2024.2075,32.5088142283468
2024.2725,35.4856725342344
2024.3375,25.0194435406242
2024.4025,NA
2024.4675,NA
