time,herbaceous_vegetation
2018.0325,2.4393550149054
2018.0975,1.74614276712575
2018.1625,1.73293373293373
2018.2275,1.92152274992855
2018.2925,1.48166123877586
2018.3575,1.32998136123136
2018.4225,1.38353122320514
2018.4875,1.10373763683722
2018.5525,1.11068398727466
2018.6175,1.27857811847887
2018.6825,1.26466053615122
2018.7475,1.4789210065297
2018.8125,1.41697548425809
2018.8775,1.23034226275292
2018.9425,1.55744122053047
2019.0075,1.55305559864436
2019.0725,1.67497487883685
2019.1375,1.81635599264856
2019.2025,1.53740464152675
2019.2675,1.37681845229035
2019.3325,1.31270656054837
2019.3975,1.3541474558136
2019.4625,1.27402570474954
2019.5275,1.33216508584742
2019.5925,1.22854101623256
2019.6575,1.30500385895319
2019.7225,1.21381303031118
2019.7875,1.24896685091333
2019.8525,1.20156364987067
2019.9175,1.32775452586998
2019.9825,1.25129339112603
2020.0475,1.32314904944589
2020.1125,1.21262520291768
2020.1775,1.13325859605296
2020.2425,1.16271964125004
2020.3075,1.24080660617524
2020.3725,1.28792458967547
2020.4375,1.15810162060269
2020.5025,1.19797101078318
2020.5675,1.3669639692449
2020.6325,1.3200977158718
2020.6975,1.23354558399905
2020.7625,1.21387608173823
2020.8275,1.2364512677136
2020.8925,1.47956497801639
2020.9575,1.50084553977872
2021.0225,1.38284195614028
2021.0875,1.43589879498265
2021.1525,1.59250564024137
2021.2175,1.53934018104948
2021.2825,1.48714974376798
2021.3475,1.65851244858105
2021.4125,1.86589611782737
2021.4775,1.60803839440254
2021.5425,1.6591793919394
2021.6075,1.36403401574112
2021.6725,1.3686383571101
2021.7375,1.40488397218853
2021.8025,1.33800000837705
2021.8675,1.31247421610505
2021.9325,1.29217497744539
2021.9975,1.24910723562052
2022.0625,1.14770551288328
2022.1275,1.05771617872407
2022.1925,1.08138392748746
2022.2575,1.05272934571137
2022.3225,1.04698608031205
2022.3875,1.08389543525771
2022.4525,1.04939479247409
2022.5175,1.05339907595941
2022.5825,1.08853983710445
2022.6475,1.12085788188815
2022.7125,1.25602854366643
2022.7775,1.32432939889118
2022.8425,1.23455015694508
2022.9075,1.22425702339896
2022.9725,1.19311505780417
2023.0375,1.3324347060509
2023.1025,1.34337203911397
2023.1675,1.4775784445103
2023.2325,1.49003251858054
2023.2975,1.47940144505353
2023.3625,1.19688227951723
2023.4275,1.12756205603187
2023.4925,1.1476765851267
2023.5575,1.1307769507902
2023.6225,1.17286049043064
2023.6875,1.20101971645583
2023.7525,1.28017680947883
2023.8175,1.57595412078218
2023.8825,1.74124852969614
2023.9475,1.45646623571379
2024.0125,1.65020786164379
2024.0775,2.06556069560787
2024.1425,3.39901531387703
2024.2075,5.46184591734311
2024.2725,2.52083568537539
2024.3375,1.30367276546077
2024.4025,NA
2024.4675,NA
