time,elevation
2018.0325,85.2727272727273
2018.0975,81.3333333333333
2018.1625,83.9772727272727
2018.2275,85.3
2018.2925,85.125
2018.3575,86.1458333333333
2018.4225,85
2018.4875,84.4642857142857
2018.5525,85
2018.6175,86.0384615384615
2018.6825,86.3703703703704
2018.7475,85.7222222222222
2018.8125,85.98
2018.8775,84.7727272727273
2018.9425,85
2019.0075,86
2019.0725,86.2857142857143
2019.1375,85
2019.2025,84.1647727272727
2019.2675,83.1252747252747
2019.3325,83.1935483870968
2019.3975,84.5714285714286
2019.4625,83.3333333333333
2019.5275,84.5
2019.5925,85
2019.6575,85.4167567567568
2019.7225,83.6421568627451
2019.7875,86
2019.8525,86
2019.9175,86
2019.9825,88
2020.0475,88.7307692307692
2020.1125,89.3611111111111
2020.1775,89
2020.2425,90
2020.3075,91.5
2020.3725,90.6666666666667
2020.4375,91.1083333333333
2020.5025,107.232404181185
2020.5675,112.692190669371
2020.6325,115.620689655172
2020.6975,120.443548387097
2020.7625,123.333333333333
2020.8275,125.307692307692
2020.8925,125.32
2020.9575,128.000620347395
2021.0225,132.387912087912
2021.0875,132.47590738423
2021.1525,135.205624355005
2021.2175,134.864718614719
2021.2825,141.293846153846
2021.3475,144.377142857143
2021.4125,145.780357142857
2021.4775,146.365546218487
2021.5425,147.30834914611
2021.6075,149.210227272727
2021.6725,161.316091954023
2021.7375,160.907852564103
2021.8025,164.049571603427
2021.8675,163.453929539295
2021.9325,164.754310344828
2021.9975,171.128489326765
2022.0625,173.086798336798
2022.1275,178.009340659341
2022.1925,179.271428571429
2022.2575,183.746031746032
2022.3225,186.387005649718
2022.3875,189.057142857143
2022.4525,185.71130952381
2022.5175,178.885764944276
2022.5825,177.333333333333
2022.6475,179.168915774779
2022.7125,175.758030168589
2022.7775,186.250195836887
2022.8425,163.943898809524
2022.9075,95.2796489563566
2022.9725,83.8716903577571
2023.0375,152.826872492518
2023.1025,152.0660404944
2023.1675,219.092379618671
2023.2325,248.623043897701
2023.2975,181.26477423698
2023.3625,179.114017018776
2023.4275,72.7381500987492
2023.4925,67.2841623036649
2023.5575,84.5068669527897
2023.6225,101.069097010372
2023.6875,144.151294498382
2023.7525,177.268691465853
2023.8175,170.544634296672
2023.8825,110.480580036893
2023.9475,40.239750706306
2024.0125,146.425690642514
2024.0775,259.464741602585
2024.1425,288.510633966544
2024.2075,482.865670667026
2024.2725,474.909541724614
2024.3375,523.36936627774
2024.4025,NA
2024.4675,NA
