time,orov_suitability_premid2023
2018.0325,1.48865613304732
2018.0975,1.47834491898184
2018.1625,1.46671024925816
2018.2275,1.46528579555912
2018.2925,1.47670201118847
2018.3575,1.47759721308119
2018.4225,1.4804731403374
2018.4875,1.48166040888677
2018.5525,1.47382571745175
2018.6175,1.48217933720005
2018.6825,1.48079182697194
2018.7475,1.47681863443041
2018.8125,1.4770182901747
2018.8775,1.4826627200571
2018.9425,1.47720730195791
2019.0075,1.47268843785173
2019.0725,1.47652038992637
2019.1375,1.47407236654802
2019.2025,1.46799490018575
2019.2675,1.46356464236502
2019.3325,1.45970091992182
2019.3975,1.46097781066617
2019.4625,1.46264626130064
2019.5275,1.4609521772606
2019.5925,1.45864011260717
2019.6575,1.46213135047459
2019.7225,1.46387121424958
2019.7875,1.46262090339501
2019.8525,1.4584889964326
2019.9175,1.45546366333603
2019.9825,1.45552597857006
2020.0475,1.45696734387562
2020.1125,1.45344692826037
2020.1775,1.45297254094118
2020.2425,1.45262710149252
2020.3075,1.45762208458484
2020.3725,1.45767845383749
2020.4375,1.46266326757894
2020.5025,1.46217734602224
2020.5675,1.46046545403332
2020.6325,1.45909273444161
2020.6975,1.46242784104923
2020.7625,1.46173960816525
2020.8275,1.46236432616869
2020.8925,1.45974831575829
2020.9575,1.46133531260002
2021.0225,1.45973267438722
2021.0875,1.45756615492646
2021.1525,1.45793187722183
2021.2175,1.45966727189922
2021.2825,1.46168231938649
2021.3475,1.46203649443743
2021.4125,1.46164934485425
2021.4775,1.46337769548431
2021.5425,1.46182696139909
2021.6075,1.46419891172576
2021.6725,1.46460913136175
2021.7375,1.46515350214795
2021.8025,1.46462011152516
2021.8675,1.46341405659301
2021.9325,1.46416599503343
2021.9975,1.46478760011868
2022.0625,1.46245265796322
2022.1275,1.4594956760831
2022.1925,1.45784372477819
2022.2575,1.45335325400637
2022.3225,1.44883557439632
2022.3875,1.44168751902334
2022.4525,1.43442654018641
2022.5175,1.43076151890325
2022.5825,1.42222152494634
2022.6475,1.40835218757487
2022.7125,1.40116013831249
2022.7775,1.37498758635971
2022.8425,1.35957923934313
2022.9075,1.36079171705308
2022.9725,1.37059694128782
2023.0375,1.39688670035012
2023.1025,1.3754552664048
2023.1675,1.38559521923704
2023.2325,1.36215753700982
2023.2975,1.37725161865865
2023.3625,1.36497846986837
2023.4275,1.38169200317297
2023.4925,1.43018856939105
2023.5575,1.44863387857028
2023.6225,1.46792554962251
2023.6875,1.51583185210364
2023.7525,1.54659664350274
2023.8175,1.61246929557518
2023.8825,1.66036820890986
2023.9475,1.53993819268493
2024.0125,1.40759699703472
2024.0775,1.34594164796819
2024.1425,1.35174028394476
2024.2075,1.34327398373786
2024.2725,1.44432398395396
2024.3375,1.40355400825074
2024.4025,NA
2024.4675,NA
