time,mixed_trees
2018.0325,1
2018.0975,1
2018.1625,1.00641025641026
2018.2275,1.00653594771242
2018.2925,1
2018.3575,1
2018.4225,1.0024154589372
2018.4875,1.01002805049088
2018.5525,1
2018.6175,1.07556935817805
2018.6825,1.02244897959184
2018.7475,1
2018.8125,1
2018.8775,1.00867768595041
2018.9425,1.02370509607352
2019.0075,1.00360158966716
2019.0725,1.10052630691826
2019.1375,1.01776960784314
2019.2025,1.00388888888889
2019.2675,1.00267094017094
2019.3325,1.01313340443775
2019.3975,1
2019.4625,1.00090334236676
2019.5275,1.00950226244344
2019.5925,1.01266496381439
2019.6575,1.01554273504274
2019.7225,1.04745053658097
2019.7875,1.01742063560437
2019.8525,1.00354424305874
2019.9175,1.01125342610162
2019.9825,1.00924731182796
2020.0475,1.00212765957447
2020.1125,1.0073693026977
2020.1775,1.00114416475973
2020.2425,1
2020.3075,1.00324385055338
2020.3725,1.00147275405007
2020.4375,1.01415584415584
2020.5025,1
2020.5675,1.01179615705932
2020.6325,1.02731951188347
2020.6975,1.01934161490683
2020.7625,1.00673374613003
2020.8275,1.00665204678363
2020.8925,1.00128726287263
2020.9575,1.00137254901961
2021.0225,1.00051724137931
2021.0875,1.00102040816327
2021.1525,1.00104166666667
2021.2175,1.00061224489796
2021.2825,1
2021.3475,1.01431203931204
2021.4125,1.0152733686067
2021.4775,1.00084210526316
2021.5425,1.0025
2021.6075,1.00263157894737
2021.6725,1
2021.7375,1.00066176470588
2021.8025,1
2021.8675,1
2021.9325,1
2021.9975,1.00143048128342
2022.0625,1.00408507223114
2022.1275,1.0344790451235
2022.1925,1.02630414746544
2022.2575,1.03323623404278
2022.3225,1.06598892433103
2022.3875,1.08008942993389
2022.4525,1.1836911238786
2022.5175,1.39065688786696
2022.5825,1.59256899259696
2022.6475,1.72767572682378
2022.7125,2.871792198597
2022.7775,3.71897763884434
2022.8425,2.20999436220074
2022.9075,1.68721105770846
2022.9725,1.77825066838695
2023.0375,3.83442002160409
2023.1025,4.2191870838234
2023.1675,7.10501659322402
2023.2325,9.30967461365453
2023.2975,5.66425706215897
2023.3625,4.40521551596097
2023.4275,1.36271021650549
2023.4925,1.50827756944674
2023.5575,1.42783365545622
2023.6225,1.50889411932444
2023.6875,1.64993703357415
2023.7525,1.82557432611268
2023.8175,2.10976218754382
2023.8825,3.77536802178535
2023.9475,2.52730092090238
2024.0125,7.23995923985703
2024.0775,14.1252643456116
2024.1425,16.8027164799941
2024.2075,20.4013877979796
2024.2725,22.6627111173142
2024.3375,27.6523319592036
2024.4025,NA
2024.4675,NA
