time,cattle
2018.0325,8.26735806987997
2018.0975,7.26365581249845
2018.1625,7.18272320658733
2018.2275,7.20006724272245
2018.2925,7.38451451111322
2018.3575,7.85403244484354
2018.4225,8.19459616597052
2018.4875,8.24279891421398
2018.5525,8.57582514362191
2018.6175,9.06268318269564
2018.6825,8.83856645019687
2018.7475,8.36463593274542
2018.8125,9.04400150200888
2018.8775,9.41298366105918
2018.9425,9.2771130371512
2019.0075,9.43414218409
2019.0725,9.81944068777027
2019.1375,9.97189411566872
2019.2025,9.40144442888322
2019.2675,10.0165102988324
2019.3325,10.6996671996297
2019.3975,11.5410810588712
2019.4625,11.9322085729563
2019.5275,12.0532587427251
2019.5925,11.5836791153612
2019.6575,12.0047006426076
2019.7225,12.420476881663
2019.7875,12.2788082200826
2019.8525,11.3069893547121
2019.9175,11.0303880926468
2019.9825,11.2562861657261
2020.0475,11.4951922341965
2020.1125,11.3425807729982
2020.1775,11.4125447745909
2020.2425,11.38440938296
2020.3075,11.1748690955067
2020.3725,10.7344134683462
2020.4375,10.3776781282578
2020.5025,9.83868661371918
2020.5675,9.92468443845378
2020.6325,10.1127707513388
2020.6975,11.322998190606
2020.7625,12.6220588216795
2020.8275,12.9978364896141
2020.8925,13.082570164953
2020.9575,14.5096298322512
2021.0225,14.1364130914655
2021.0875,13.0784463181336
2021.1525,13.2698592423077
2021.2175,13.3784561474162
2021.2825,15.3007403136463
2021.3475,15.5674560582638
2021.4125,15.5216509140245
2021.4775,16.0165916824091
2021.5425,16.4300630227365
2021.6075,17.0328579107843
2021.6725,18.118084471155
2021.7375,20.7422817814292
2021.8025,25.8891810406306
2021.8675,34.4894401408485
2021.9325,41.7742530631866
2021.9975,46.6613121608494
2022.0625,52.8252311022521
2022.1275,71.760164379185
2022.1925,97.9430009077901
2022.2575,129.720688596918
2022.3225,142.893447702815
2022.3875,181.635598716226
2022.4525,259.514701033633
2022.5175,334.894084899629
2022.5825,438.605288326302
2022.6475,605.000261989581
2022.7125,1309.93235162379
2022.7775,2114.77507153469
2022.8425,1416.11387153324
2022.9075,637.035309720634
2022.9725,561.105386691845
2023.0375,1775.56347784705
2023.1025,1945.53958697611
2023.1675,3383.70001173293
2023.2325,4119.41227982913
2023.2975,3308.67372573766
2023.3625,2641.40047395895
2023.4275,208.426138147793
2023.4925,238.760536860074
2023.5575,284.953780907573
2023.6225,365.717353463872
2023.6875,535.816421436304
2023.7525,704.044913257575
2023.8175,850.900735964776
2023.8825,830.4156617509
2023.9475,336.472814265227
2024.0125,947.48287544969
2024.0775,1344.85839222189
2024.1425,2865.66744079102
2024.2075,3062.61215882699
2024.2725,2448.69702103926
2024.3375,2540.20275404036
2024.4025,NA
2024.4675,NA
