time,banana
2018.0325,1.47579028397276
2018.0975,1.50649889413861
2018.1625,1.44957284912085
2018.2275,1.60185736167578
2018.2925,1.34833185769091
2018.3575,1.29545150288829
2018.4225,1.49004701872667
2018.4875,1.6319278305769
2018.5525,1.27625872420102
2018.6175,1.23131013944529
2018.6825,1.23361925292177
2018.7475,1.2951964711993
2018.8125,1.41586835207763
2018.8775,1.60324724341884
2018.9425,1.50917619836261
2019.0075,1.45348795352738
2019.0725,1.46344568343898
2019.1375,1.5128392788125
2019.2025,1.63332957597794
2019.2675,1.5409368024932
2019.3325,1.31557234614885
2019.3975,1.30236904226634
2019.4625,1.36897802435286
2019.5275,1.33784595436075
2019.5925,1.27922010835864
2019.6575,1.39559140170062
2019.7225,1.35538198499946
2019.7875,1.23852045913661
2019.8525,1.18197253561911
2019.9175,1.25449385581356
2019.9825,1.28983752250793
2020.0475,1.2342626119125
2020.1125,1.06607007520479
2020.1775,1.1382121060516
2020.2425,1.14315976532147
2020.3075,1.2773263666004
2020.3725,1.12457566231153
2020.4375,1.16274819411004
2020.5025,1.23874111625323
2020.5675,1.20753604423432
2020.6325,1.2158366498271
2020.6975,1.19532411746846
2020.7625,1.17203013095118
2020.8275,1.19185139411688
2020.8925,1.134219492461
2020.9575,1.14628222193037
2021.0225,1.06265868365765
2021.0875,1.04270792015961
2021.1525,1.06076774368684
2021.2175,1.06457362483934
2021.2825,1.03844174683094
2021.3475,1.00347498896387
2021.4125,1.03607917686303
2021.4775,1.0582225520244
2021.5425,1.08596892620165
2021.6075,1.07749808174358
2021.6725,1.0344961053035
2021.7375,1.02391841474663
2021.8025,1.05589770449354
2021.8675,1.03682621768589
2021.9325,1.02062467736057
2021.9975,1.02717970989498
2022.0625,1.02496640187833
2022.1275,1.03041972111881
2022.1925,1.0526863055144
2022.2575,1.06413524753687
2022.3225,1.13607318600527
2022.3875,1.15777215347202
2022.4525,1.30137613004567
2022.5175,1.68924202768607
2022.5825,2.00678453624686
2022.6475,2.05263287185261
2022.7125,3.94005530970818
2022.7775,5.43309970572949
2022.8425,2.90514504426604
2022.9075,2.99535968085807
2022.9725,3.98619886436613
2023.0375,6.78534206098615
2023.1025,6.19465237755093
2023.1675,8.69086726085361
2023.2325,5.98621403305133
2023.2975,5.47249478607477
2023.3625,6.65552693385836
2023.4275,3.01668966125681
2023.4925,3.54430038843134
2023.5575,3.99518978372435
2023.6225,5.16950051363154
2023.6875,7.96364903748902
2023.7525,11.3749550494698
2023.8175,17.5671928864969
2023.8825,15.745291277106
2023.9475,6.94941636881477
2024.0125,6.56917905429046
2024.0775,9.22203957637852
2024.1425,20.411812471051
2024.2075,16.608032010385
2024.2725,8.53610316063115
2024.3375,3.6269157837104
2024.4025,NA
2024.4675,NA
