time,Brazil_woody_savannas_crop_mask
2018.0325,1.07219298053206
2018.0975,1.09221014337263
2018.1625,1.0524358963355
2018.2275,1.0187037035271
2018.2925,1.02588383778177
2018.3575,1.03319444369387
2018.4225,1.05505555470785
2018.4875,1.05134166618188
2018.5525,1.04957316997575
2018.6175,1.04793478181397
2018.6825,1.05324489713526
2018.7475,1.06214779735361
2018.8125,1.07799382489405
2018.8775,1.09920605789531
2018.9425,1.0862134475457
2019.0075,1.05986885060378
2019.0725,1.0340970137226
2019.1375,1.03415441074792
2019.2025,1.02770138829947
2019.2675,1.03679398060949
2019.3325,1.04127489039392
2019.3975,1.05132489244646
2019.4625,1.05411381876566
2019.5275,1.04252156659669
2019.5925,1.05375095555609
2019.6575,1.06184073810224
2019.7225,1.06307427256868
2019.7875,1.05897101215694
2019.8525,1.04574372584675
2019.9175,1.0332759843505
2019.9825,1.03283333210108
2020.0475,1.03713829644183
2020.1125,1.02739184304332
2020.1775,1.01522631532268
2020.2425,1.01688020763298
2020.3075,1.02646563475075
2020.3725,1.03290034225307
2020.4375,1.03223618936823
2020.5025,1.03709833236535
2020.5675,1.02673166594903
2020.6325,1.0222276179677
2020.6975,1.0225416658322
2020.7625,1.02814499890804
2020.8275,1.02342333229383
2020.8925,1.01784333237012
2020.9575,1.01395666591326
2021.0225,1.01151285658564
2021.0875,1.01430333272616
2021.1525,1.01683499920368
2021.2175,1.0052999997139
2021.2825,1.00625999975204
2021.3475,1.00413999986649
2021.4125,1.00482535700287
2021.4775,1.00721904743285
2021.5425,1.00497619027183
2021.6075,1.00620833327373
2021.6725,1.01028511869765
2021.7375,1.00779007912628
2021.8025,1.00406833318869
2021.8675,1.0023555554284
2021.9325,1.00282666651408
2021.9975,1.00488750005762
2022.0625,1.00734040403306
2022.1275,1.00584041808135
2022.1925,1.00370999994874
2022.2575,1.00834265070646
2022.3225,1.00686764345137
2022.3875,1.00391333325704
2022.4525,1.01304744589505
2022.5175,1.01265436223118
2022.5825,1.01234137803745
2022.6475,1.01332979228991
2022.7125,1.03143807129322
2022.7775,1.0482610442041
2022.8425,1.04340750469674
2022.9075,1.07174510483881
2022.9725,1.09101568462092
2023.0375,1.10072160585347
2023.1025,1.0694844740071
2023.1675,1.04403159102111
2023.2325,1.02659809565362
2023.2975,1.04567835240758
2023.3625,1.03337879267555
2023.4275,1.00786071436746
2023.4925,1.00495000004768
2023.5575,1.00340416669846
2023.6225,1.00187166670958
2023.6875,1.00073478263357
2023.7525,1.00053157894235
2023.8175,1.00520683855321
2023.8825,1.0070282769337
2023.9475,1.04929157192514
2024.0125,1.93756730049782
2024.0775,4.11873433672714
2024.1425,3.76487876122697
2024.2075,5.63757282800865
2024.2725,7.71848234196804
2024.3375,12.8585594671889
2024.4025,NA
2024.4675,NA
