time,cattle
2018.0325,5.59676399230957
2018.0975,5.58997170130412
2018.1625,5.64193630218506
2018.2275,5.61732149124146
2018.2925,5.61732149124146
2018.3575,5.68784006436666
2018.4225,5.69937086105347
2018.4875,5.69937086105347
2018.5525,5.69937086105347
2018.6175,5.69937086105347
2018.6825,5.69937086105347
2018.7475,5.69937086105347
2018.8125,5.69937086105347
2018.8775,5.69937086105347
2018.9425,5.9116485118866
2019.0075,5.70365905761719
2019.0725,5.69937086105347
2019.1375,5.69937086105347
2019.2025,5.88050909042358
2019.2675,5.99637813568115
2019.3325,5.79227031980242
2019.3975,5.96687475840251
2019.4625,5.89664815721058
2019.5275,5.69937086105347
2019.5925,5.86728278795878
2019.6575,5.9162722826004
2019.7225,7.08669005121504
2019.7875,6.88103713194529
2019.8525,6.01213366644723
2019.9175,5.92290054048811
2019.9825,5.89463257789612
2020.0475,6.43980394601822
2020.1125,7.19760016600291
2020.1775,6.3467170715332
2020.2425,6.3581326007843
2020.3075,6.33080215454102
2020.3725,6.30519247055054
2020.4375,5.95344867706299
2020.5025,6.12864295641581
2020.5675,6.0337148308754
2020.6325,6.0492206454277
2020.6975,6.13162819544474
2020.7625,6.15176164309184
2020.8275,6.16477791468302
2020.8925,6.26398077011108
2020.9575,6.22788534561793
2021.0225,6.13126790523529
2021.0875,5.97680762154715
2021.1525,6.18319048200335
2021.2175,6.42616329874311
2021.2825,7.78473300933838
2021.3475,9.08484286921365
2021.4125,11.8985238154729
2021.4775,12.6222946643829
2021.5425,13.4224680264791
2021.6075,14.0949777603149
2021.6725,14.8378200531006
2021.7375,15.6532869338989
2021.8025,16.8936867872874
2021.8675,18.7921952610256
2021.9325,19.5258080164591
2021.9975,20.8119529724121
2022.0625,21.244434817632
2022.1275,22.7112878163656
2022.1925,22.7561794916789
2022.2575,32.3652570724487
2022.3225,110.49218616145
2022.3875,154.557638406754
2022.4525,188.412148225307
2022.5175,199.429171494075
2022.5825,209.639939069748
2022.6475,222.720941134862
2022.7125,653.72195133183
2022.7775,2260.52550457862
2022.8425,1248.29332950734
2022.9075,383.359140689971
2022.9725,375.150945048305
2023.0375,1698.97111819078
2023.1025,1896.37066072643
2023.1675,3395.59829758389
2023.2325,4130.81097732457
2023.2975,3084.60086962964
2023.3625,2550.94477675558
2023.4275,183.979383890656
2023.4925,234.580176671346
2023.5575,246.414137734307
2023.6225,321.515746596314
2023.6875,495.959970253249
2023.7525,622.215029152491
2023.8175,801.440579482487
2023.8825,873.119505458408
2023.9475,323.094345556177
2024.0125,968.136631111531
2024.0775,1350.03030811325
2024.1425,2888.6085731009
2024.2075,3138.87854646801
2024.2725,2422.85300718149
2024.3375,2539.28407796224
2024.4025,NA
2024.4675,NA
