time,Soil_Moisture_Americas_PM
2018.0325,1.48888513445854
2018.0975,1.48888513445854
2018.1625,1.48888513445854
2018.2275,1.48888513445854
2018.2925,1.48888513445854
2018.3575,1.48888513445854
2018.4225,1.4882177233696
2018.4875,1.48888513445854
2018.5525,1.48888513445854
2018.6175,1.48888513445854
2018.6825,1.48888513445854
2018.7475,1.48888513445854
2018.8125,1.48794860144456
2018.8775,1.48888513445854
2018.9425,1.48794860144456
2019.0075,1.48888513445854
2019.0725,1.48888513445854
2019.1375,1.48861791193485
2019.2025,1.48163997754455
2019.2675,1.47900505860647
2019.3325,1.48432045181592
2019.3975,1.4829632639885
2019.4625,1.48828550303976
2019.5275,1.48271753106798
2019.5925,1.47645708322525
2019.6575,1.47141419475277
2019.7225,1.47094861293832
2019.7875,1.47329525450865
2019.8525,1.47620808333158
2019.9175,1.47268137335777
2019.9825,1.4701608300209
2020.0475,1.4703634262085
2020.1125,1.47070686817169
2020.1775,1.46844621641295
2020.2425,1.46417292654514
2020.3075,1.4617296397686
2020.3725,1.45386147002379
2020.4375,1.45246778726578
2020.5025,1.45585012010166
2020.5675,1.45463391966545
2020.6325,1.4547828491245
2020.6975,1.45346164107323
2020.7625,1.45570666183318
2020.8275,1.45140802008765
2020.8925,1.44017778150737
2020.9575,1.4253186006099
2021.0225,1.42172266276819
2021.0875,1.42519935965538
2021.1525,1.41450988352299
2021.2175,1.41370710730553
2021.2825,1.40253403215181
2021.3475,1.39863504138258
2021.4125,1.3940050914174
2021.4775,1.38626807928085
2021.5425,1.38604879975319
2021.6075,1.3851158618927
2021.6725,1.37713629206022
2021.7375,1.3722362101078
2021.8025,1.36997722503212
2021.8675,1.3662533806903
2021.9325,1.36725119352341
2021.9975,1.36200909502804
2022.0625,1.36221200600266
2022.1275,1.36379497647285
2022.1925,1.3650299012661
2022.2575,1.37228886286418
2022.3225,1.38031628330549
2022.3875,1.38750758767128
2022.4525,1.38950184413365
2022.5175,1.39616920522281
2022.5825,1.38950184413365
2022.6475,1.37911266514233
2022.7125,1.35964639151409
2022.7775,1.34246843453032
2022.8425,1.36177297162199
2022.9075,1.38485039767433
2022.9725,1.38944440793412
2023.0375,1.34823407392573
2023.1025,1.34695259282458
2023.1675,1.30932383697707
2023.2325,1.28816890066236
2023.2975,1.33403795200084
2023.3625,1.34372300649565
2023.4275,1.42097079160983
2023.4925,1.40990255856955
2023.5575,1.38154095588022
2023.6225,1.35530950762332
2023.6875,1.33520392704416
2023.7525,1.32096255934093
2023.8175,1.30796131604596
2023.8825,1.27831775512204
2023.9475,1.31745841465212
2024.0125,1.33611724497131
2024.0775,1.32100178291718
2024.1425,1.25166729799195
2024.2075,1.23435691851742
2024.2725,1.2605046148461
2024.3375,1.22455251108659
2024.4025,NA
2024.4675,NA
