time,Brazil_savannas_crop_mask
2018.0325,1.0278947353363
2018.0975,1.0153623180113
2018.1625,1.01358974285615
2018.2275,1
2018.2925,1.00803030259681
2018.3575,1.009814814285
2018.4225,1.00736111071375
2018.4875,1
2018.5525,1.00646341428524
2018.6175,1.00768115900565
2018.6825,1.00721088396449
2018.7475,1.01799999902833
2018.8125,1.03435184999749
2018.8775,1.0398303008802
2018.9425,1.04339181052314
2019.0075,1.02896174707048
2019.0725,1.01977611833544
2019.1375,1.01558823445264
2019.2025,1.00736111071375
2019.2675,1.01177777714199
2019.3325,1.02225541005403
2019.3975,1.0355569601059
2019.4625,1.04179674571123
2019.5275,1.0365803901822
2019.5925,1.04020689438129
2019.6575,1.04612962713948
2019.7225,1.04935144661129
2019.7875,1.03994202682937
2019.8525,1.02963440700244
2019.9175,1.02241576939928
2019.9825,1.02070609207222
2020.0475,1.0242446795423
2020.1125,1.01503546018127
2020.1775,1.00725263118744
2020.2425,1.01214583267768
2020.3075,1.01657388226683
2020.3725,1.02422336638998
2020.4375,1.02155333216985
2020.5025,1.01854999899864
2020.5675,1.0118366660277
2020.6325,1.01670761814572
2020.6975,1.0118366660277
2020.7625,1.01854999899864
2020.8275,1.01837333234151
2020.8925,1.01784333237012
2020.9575,1.01395666591326
2021.0225,1.01006999945641
2021.0875,1.0105999994278
2021.1525,1.01430999922752
2021.2175,1.0052999997139
2021.2825,1.00423999977112
2021.3475,1.00211999988556
2021.4125,1.00211999988556
2021.4775,1.00264999985695
2021.5425,1.0035333331426
2021.6075,1.0035333331426
2021.6725,1.00637261870362
2021.7375,1.00264999985695
2021.8025,1.00238499987125
2021.8675,1.0023555554284
2021.9325,1.00282666651408
2021.9975,1.0017666665713
2022.0625,1
2022.1275,1.00314752925985
2022.1925,1.00379333321253
2022.2575,1.01056014803521
2022.3225,1.01160769242507
2022.3875,1.01423843116386
2022.4525,1.03789359655774
2022.5175,1.06823864581089
2022.5825,1.11195416581539
2022.6475,1.16584870065915
2022.7125,1.39664479017171
2022.7775,1.63571319533388
2022.8425,1.23750771964866
2022.9075,1.17564374074092
2022.9725,1.25672969872605
2023.0375,2.08049232428396
2023.1025,3.01079854650701
2023.1675,5.39612082775598
2023.2325,9.15577664509142
2023.2975,2.62488911613226
2023.3625,2.3911503397339
2023.4275,1.20774769289386
2023.4925,1.30943926793318
2023.5575,1.3814230507402
2023.6225,1.46845815404476
2023.6875,1.5733395401477
2023.7525,1.68489252214732
2023.8175,1.88772667203125
2023.8825,2.46826038333713
2023.9475,2.28724878224321
2024.0125,4.68005873603905
2024.0775,9.34929257597424
2024.1425,14.6005109282245
2024.2075,27.1099608024477
2024.2725,36.4173988788664
2024.3375,37.005442441889
2024.4025,NA
2024.4675,NA
