time,orov_suitability_pre2024
2018.0325,1.33051140760643
2018.0975,1.31605652624714
2018.1625,1.29908077265017
2018.2275,1.30014815183333
2018.2925,1.3078510149034
2018.3575,1.30776713362171
2018.4225,1.31926018824042
2018.4875,1.32530125370249
2018.5525,1.31489529974508
2018.6175,1.32113659808925
2018.6825,1.31767993548087
2018.7475,1.31284667932816
2018.8125,1.31522513603762
2018.8775,1.32591242807833
2018.9425,1.32563099837181
2019.0075,1.31963037110801
2019.0725,1.31968905820108
2019.1375,1.31509349058468
2019.2025,1.30651875327652
2019.2675,1.30735000393713
2019.3325,1.30297266899682
2019.3975,1.3056918356022
2019.4625,1.30858085399556
2019.5275,1.30216879835149
2019.5925,1.30071786037648
2019.6575,1.30784211980182
2019.7225,1.31094034950733
2019.7875,1.30818055377344
2019.8525,1.30526654152096
2019.9175,1.29812203310678
2019.9825,1.2968369544955
2020.0475,1.29920106664638
2020.1125,1.29503067668599
2020.1775,1.29445877047354
2020.2425,1.29575969947332
2020.3075,1.30346400977806
2020.3725,1.30188793801795
2020.4375,1.30759318356331
2020.5025,1.30661623043686
2020.5675,1.30417468140162
2020.6325,1.30581145547415
2020.6975,1.31114712564079
2020.7625,1.31100194035495
2020.8275,1.31280288825267
2020.8925,1.31004596216835
2020.9575,1.31247086309392
2021.0225,1.30990280983324
2021.0875,1.30618259543461
2021.1525,1.30584103889492
2021.2175,1.30764813467385
2021.2825,1.30898445823795
2021.3475,1.30792392645516
2021.4125,1.31020848201614
2021.4775,1.31588775603182
2021.5425,1.31554485149139
2021.6075,1.31932103881488
2021.6725,1.32274345584523
2021.7375,1.32765692590054
2021.8025,1.32866362757283
2021.8675,1.33017538622602
2021.9325,1.33530966408651
2021.9975,1.33622612040304
2022.0625,1.33863664164995
2022.1275,1.34009982382922
2022.1925,1.34345388684523
2022.2575,1.34607465344684
2022.3225,1.34237953357796
2022.3875,1.34278042942981
2022.4525,1.34661393217992
2022.5175,1.34581747899173
2022.5825,1.34370795499568
2022.6475,1.33635622116516
2022.7125,1.34818106744435
2022.7775,1.34144797234393
2022.8425,1.31601349154714
2022.9075,1.31816280014676
2022.9725,1.3411581937269
2023.0375,1.35204267124329
2023.1025,1.32902673020507
2023.1675,1.35430312724547
2023.2325,1.32015072857926
2023.2975,1.33263428001267
2023.3625,1.35006590276279
2023.4275,1.38710789756182
2023.4925,1.4480961414312
2023.5575,1.46630036319464
2023.6225,1.49439031468612
2023.6875,1.53663216104767
2023.7525,1.54686919450911
2023.8175,1.60461972889126
2023.8825,1.64358997655536
2023.9475,1.60107933729038
2024.0125,1.49791997502036
2024.0775,1.43397119753874
2024.1425,1.39939987773889
2024.2075,1.39888636060534
2024.2725,1.45602231583489
2024.3375,1.41351616807822
2024.4025,NA
2024.4675,NA
