time,orov_suitability_cumulative
2018.0325,1.46337456460062
2018.0975,1.46416594589102
2018.1625,1.45094551793658
2018.2275,1.45172037669906
2018.2925,1.45011970205138
2018.3575,1.45085000513052
2018.4225,1.4556925970923
2018.4875,1.45648167045166
2018.5525,1.44773432410795
2018.6175,1.44916993161474
2018.6825,1.4502214330597
2018.7475,1.44771141553664
2018.8125,1.45241989092852
2018.8775,1.45702849017851
2018.9425,1.4550064368729
2019.0075,1.45509360289313
2019.0725,1.45674900921126
2019.1375,1.4552282956708
2019.2025,1.44882292131445
2019.2675,1.44883274252689
2019.3325,1.44724706661373
2019.3975,1.4490293289386
2019.4625,1.45297965076249
2019.5275,1.45296389879466
2019.5925,1.45226219706502
2019.6575,1.45767401785447
2019.7225,1.46130106603538
2019.7875,1.45760281242615
2019.8525,1.45282389930548
2019.9175,1.45052805096445
2019.9825,1.45391918827426
2020.0475,1.45355677096295
2020.1125,1.44820555082495
2020.1775,1.45092900570361
2020.2425,1.45271704296123
2020.3075,1.4572009249756
2020.3725,1.45800904927224
2020.4375,1.46198220851996
2020.5025,1.46157797164797
2020.5675,1.46011030895476
2020.6325,1.46185691869777
2020.6975,1.45962567892068
2020.7625,1.45909853949267
2020.8275,1.46259562264552
2020.8925,1.45998928944223
2020.9575,1.46205253049065
2021.0225,1.4608833859508
2021.0875,1.46022600363314
2021.1525,1.46090612895796
2021.2175,1.45861792371495
2021.2825,1.45595187654252
2021.3475,1.45369638864389
2021.4125,1.454731504502
2021.4775,1.45589529973015
2021.5425,1.45514746899805
2021.6075,1.45739133493285
2021.6725,1.45847540072339
2021.7375,1.45870748963362
2021.8025,1.45864680126404
2021.8675,1.45672023017301
2021.9325,1.456157961902
2021.9975,1.45385566362505
2022.0625,1.45158889815612
2022.1275,1.45031687866169
2022.1925,1.44745693797074
2022.2575,1.44015931899578
2022.3225,1.43500857209237
2022.3875,1.43241195385253
2022.4525,1.43214387422644
2022.5175,1.43075533066999
2022.5825,1.43297025918202
2022.6475,1.43476134805829
2022.7125,1.46187489575918
2022.7775,1.4802846780191
2022.8425,1.44684722852649
2022.9075,1.44386695756749
2022.9725,1.4702652813497
2023.0375,1.49442520799635
2023.1025,1.48407220740684
2023.1675,1.51820916671121
2023.2325,1.51553477986181
2023.2975,1.5111782264621
2023.3625,1.50174364524779
2023.4275,1.47665916533412
2023.4925,1.53458496373536
2023.5575,1.55061535573724
2023.6225,1.5749737615675
2023.6875,1.61628089463127
2023.7525,1.62740446570406
2023.8175,1.70140410688091
2023.8825,1.77716313627878
2023.9475,1.7559008574592
2024.0125,1.62222794759308
2024.0775,1.50446018332456
2024.1425,1.48481861346013
2024.2075,1.43358759275684
2024.2725,1.52266791888306
2024.3375,1.44546845995964
2024.4025,NA
2024.4675,NA
