time,evergreen_broadleaf
2018.0325,96.4670139097152
2018.0975,96.8375821406067
2018.1625,96.9711082595565
2018.2275,97.0373061717734
2018.2925,98.7560859298804
2018.3575,98.763921951362
2018.4225,98.3283366478738
2018.4875,97.4542690507352
2018.5525,97.6290782961402
2018.6175,96.9062965185413
2018.6825,96.587134008323
2018.7475,96.8346236836721
2018.8125,97.0929454534143
2018.8775,97.7324691154307
2018.9425,97.2360594945072
2019.0075,96.1186776590203
2019.0725,95.7025490330715
2019.1375,95.9608728199053
2019.2025,96.828916252158
2019.2675,96.5513327307246
2019.3325,96.5016481448966
2019.3975,95.443722325665
2019.4625,95.2797013430087
2019.5275,95.0303567745089
2019.5925,95.3124186574652
2019.6575,95.7595679686227
2019.7225,96.7609924047591
2019.7875,96.9439029724894
2019.8525,97.1503733051038
2019.9175,97.394809986373
2019.9825,97.5224522898348
2020.0475,98.041190963544
2020.1125,97.9920154179816
2020.1775,97.9435144097525
2020.2425,98.7026028345328
2020.3075,97.939973076354
2020.3725,98.0014020312661
2020.4375,97.6915117706226
2020.5025,98.0199661449557
2020.5675,98.0985850762541
2020.6325,98.2189653950425
2020.6975,98.5076431764524
2020.7625,98.4875664496561
2020.8275,98.1151915847315
2020.8925,98.4981087181331
2020.9575,98.7225159454788
2021.0225,98.8012029576045
2021.0875,98.6685717113423
2021.1525,98.7607249725994
2021.2175,99.4603585241489
2021.2825,99.5635839655185
2021.3475,99.3828110841496
2021.4125,99.1307788931038
2021.4775,99.2956175574649
2021.5425,99.1216627030728
2021.6075,99.0527757949534
2021.6725,99.5955881795732
2021.7375,99.9597132520134
2021.8025,100.063279270489
2021.8675,100.000688278321
2021.9325,100.043943503487
2021.9975,100.05132828147
2022.0625,100.201817619501
2022.1275,100.189679854974
2022.1925,100.207595166015
2022.2575,100.096432910206
2022.3225,100.371448875241
2022.3875,99.8977658917447
2022.4525,98.7636413947018
2022.5175,98.6590771949647
2022.5825,98.4499426220057
2022.6475,96.6136001325377
2022.7125,92.7738979276291
2022.7775,85.8921312364087
2022.8425,88.3336270465114
2022.9075,92.8160265127075
2022.9725,91.4303933500166
2023.0375,89.7205835414626
2023.1025,88.6937660045879
2023.1675,81.4783995027413
2023.2325,79.4451296366341
2023.2975,85.4404042101412
2023.3625,84.5815280794899
2023.4275,89.2867013255288
2023.4925,82.8147723166314
2023.5575,78.6307713666752
2023.6225,77.5469215628179
2023.6875,78.4553516850852
2023.7525,83.3363614219099
2023.8175,77.10464459031
2023.8825,55.5146100766585
2023.9475,58.4282084790857
2024.0125,62.8103418694939
2024.0775,51.0706724923518
2024.1425,43.4555122193532
2024.2075,14.6001396364967
2024.2725,13.8445943740186
2024.3375,3.72352929980314
2024.4025,NA
2024.4675,NA
