node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
834,835,0.042952658827,-69.5389911803028,-8.94960809476938,-69.5392289852538,-8.94659220857462,6.25844677979753,6.21549412097053,2023.79703032034,2023.83998297917,NA
835,836,0.01912715943498,-69.5392289852538,-8.94659220857462,-68.6748951939814,-9.0660921201769,6.27757393923251,6.25844677979753,2023.83998297917,2023.85911013861,NA
491,492,0.8942921995995,-60.02685840711,-3.10651782154959,-60.0244019892269,-3.10199130286617,6.2827166636615,5.388424464062,2022.96996066344,2023.86425286304,NA
835,838,0.04388533641966,-69.5392289852538,-8.94659220857462,-70.768557914905,-8.15347242686145,6.30233211621719,6.25844677979753,2023.83998297917,2023.88386831559,NA
492,493,0.02196045502053,-60.0244019892269,-3.10199130286617,-60.0255430608966,-3.10147734432531,6.30467711868203,6.2827166636615,2023.86425286304,2023.88621331806,NA
493,650,0.001228825077535,-60.0255430608966,-3.10147734432531,-60.0263751954664,-3.10153520094453,6.30590594375956,6.30467711868203,2023.88621331806,2023.88744214313,NA
650,732,0.001077074013429,-60.0263751954664,-3.10153520094453,-60.0245825230968,-3.10159143173267,6.306983017773,6.30590594375956,2023.88744214313,2023.88851921715,NA
838,341,0.007351386482499,-70.768557914905,-8.15347242686145,-70.7708001502551,-8.15341826030862,6.30968350269969,6.30233211621719,2023.88386831559,2023.89121970207,PQ064642_SegS_LACENAC_ILMD_1279_Brazil_Acre_2023-11-22
836,837,0.03238151940813,-68.6748951939814,-9.0660921201769,-68.6748135565128,-9.06593852601499,6.30995545864064,6.27757393923251,2023.85911013861,2023.89149165801,NA
838,839,0.007817506636816,-70.768557914905,-8.15347242686145,-70.7694624057759,-8.15591811120334,6.31014962285401,6.30233211621719,2023.88386831559,2023.89168582223,NA
837,340,0.005207496113761,-68.6748135565128,-9.06593852601499,-68.675186124542,-9.06554656203719,6.3151629547544,6.30995545864064,2023.89149165801,2023.89669915413,PQ064633_SegS_LACENAC_ILMD_0733_Brazil_Acre_2023-11-24
650,651,0.01718355421076,-60.0263751954664,-3.10153520094453,-60.0263217473407,-3.10110938605594,6.32308949797032,6.30590594375956,2023.88744214313,2023.90462569734,NA
493,494,0.01877602981758,-60.0255430608966,-3.10147734432531,-60.0290749106719,-3.099363633612,6.32345314849961,6.30467711868203,2023.88621331806,2023.90498934787,NA
957,961,0.07430818699485,-67.8076640983992,-9.97336872421565,-67.806283416206,-9.97261548679644,6.32475387405571,6.25044568706086,2023.83198188643,2023.90629007343,NA
732,733,0.0193117832776,-60.0245825230968,-3.10159143173267,-60.022552941375,-3.10272370992936,6.32629480105059,6.306983017773,2023.88851921715,2023.90783100042,NA
651,660,0.003263952280821,-60.0263217473407,-3.10110938605594,-60.0249911188039,-3.10113083146783,6.32635345025115,6.32308949797032,2023.90462569734,2023.90788964963,NA
660,661,0.0006284580244071,-60.0249911188039,-3.10113083146783,-60.0257995195329,-3.10057315252496,6.32698190827555,6.32635345025115,2023.90788964963,2023.90851810765,NA
836,338,0.05128764565891,-68.6748951939814,-9.0660921201769,-68.6739078016153,-9.06839703990877,6.32886158489142,6.27757393923251,2023.85911013861,2023.91039778427,PQ064636_SegS_LACENAC_ILMD_0779_Brazil_Acre_2023-11-29
961,468,0.004107710835713,-67.806283416206,-9.97261548679644,-67.8058950092782,-9.97157889862002,6.32886158489142,6.32475387405571,2023.90629007343,2023.91039778427,PQ064606_SegS_LACENAC_ILMD_0044_Brazil_Acre_2023-11-29
957,958,0.07867068802484,-67.8076640983992,-9.97336872421565,-68.5025417499066,-10.6539746829596,6.3291163750857,6.25044568706086,2023.83198188643,2023.91065257446,NA
661,662,0.002790509721764,-60.0257995195329,-3.10057315252496,-60.0249816767282,-3.10455594559049,6.32977241799732,6.32698190827555,2023.90851810765,2023.91130861737,NA
661,667,0.003542932043619,-60.0257995195329,-3.10057315252496,-60.0245220095331,-3.10150820491408,6.33052484031917,6.32698190827555,2023.90851810765,2023.91206103969,NA
958,464,0.00248493583308,-68.5025417499066,-10.6539746829596,-68.5034703497079,-10.6553945711118,6.33160131091878,6.3291163750857,2023.91065257446,2023.91313751029,PQ064621_SegS_LACENAC_ILMD_0543_Brazil_Acre_2023-11-30
733,314,0.005306509868319,-60.022552941375,-3.10272370992936,-60.0214697597593,-3.10148026278748,6.33160131091891,6.32629480105059,2023.90783100042,2023.91313751029,PP154122_SegS_LACENAM_ILMD_2847DPS_Brazil_Amazonas_2023-11-30
660,167,0.005247860667768,-60.0249911188039,-3.10113083146783,-60.0220276775838,-3.09794681295329,6.33160131091891,6.32635345025115,2023.90788964963,2023.91313751029,PP154125_SegS_LACENAM_ILMD_2846GSM_Brazil_Amazonas_2023-11-30
667,174,0.001076470599742,-60.0245220095331,-3.10150820491408,-60.0232853834771,-3.1018500546206,6.33160131091891,6.33052484031917,2023.91206103969,2023.91313751029,PP154119_SegS_LACENAM_ILMD_2848DCS_Brazil_Amazonas_2023-11-30
834,952,0.1177989946822,-69.5389911803028,-8.94960809476938,-69.5417501063194,-8.94863691464993,6.33329311565273,6.21549412097053,2023.79703032034,2023.91482931503,NA
733,734,0.008729473593769,-60.022552941375,-3.10272370992936,-60.0228760939741,-3.10453587206725,6.33502427464436,6.32629480105059,2023.90783100042,2023.91656047402,NA
732,807,0.02863488370916,-60.0245825230968,-3.10159143173267,-60.0257380064346,-3.09810725216581,6.33561790148215,6.306983017773,2023.88851921715,2023.91715410086,NA
492,811,0.05294481403145,-60.0244019892269,-3.10199130286617,-60.0243666524082,-3.09991076632172,6.33566147769295,6.2827166636615,2023.86425286304,2023.91719767707,NA
651,652,0.01388987491921,-60.0263217473407,-3.10110938605594,-60.0261689932602,-3.09880621066779,6.33697937288953,6.32308949797032,2023.90462569734,2023.91851557226,NA
811,320,0.001419285280907,-60.0243666524082,-3.09991076632172,-60.0235636428327,-3.1010314437377,6.33708076297386,6.33566147769295,2023.91719767707,2023.91861696235,PP154113_SegS_LACENAM_ILMD_2883KSA_Brazil_Amazonas_2023-12-02
652,158,0.0001013900843218,-60.0261689932602,-3.09880621066779,-60.0256810587228,-3.09925228600065,6.33708076297386,6.33697937288953,2023.91851557226,2023.91861696235,PP154116_SegS_LACENAM_ILMD_2876RCS_Brazil_Amazonas_2023-12-02
494,495,0.01425983866452,-60.0290749106719,-3.099363633612,-60.0295294347999,-3.10131231144524,6.33771298716413,6.32345314849961,2023.90498934787,2023.91924918654,NA
961,962,0.01479736615877,-67.806283416206,-9.97261548679644,-67.8067773876693,-9.973105494759,6.33955124021448,6.32475387405571,2023.90629007343,2023.92108743959,NA
662,173,0.0100480710039,-60.0249816767282,-3.10455594559049,-60.0231690608316,-3.10618510875475,6.33982048900122,6.32977241799732,2023.91130861737,2023.92135668838,PP154110_SegS_LACENAM_ILMD_2885RSM_Brazil_Amazonas_2023-12-03
734,735,0.0061061189438,-60.0228760939741,-3.10453587206725,-60.0246971494731,-3.10159398672636,6.34113039358816,6.33502427464436,2023.91656047402,2023.92266659296,NA
962,963,0.001714653587377,-67.8067773876693,-9.973105494759,-67.8063838780228,-9.97327985670884,6.34126589380186,6.33955124021448,2023.92108743959,2023.92280209318,NA
734,805,0.006751163496264,-60.0228760939741,-3.10453587206725,-60.0269506273491,-3.10447780518372,6.34177543814063,6.33502427464436,2023.91656047402,2023.92331163751,NA
958,959,0.01286274207863,-68.5025417499066,-10.6539746829596,-68.5014882590036,-10.6534003573589,6.34197911716433,6.3291163750857,2023.91065257446,2023.92351531654,NA
811,812,0.006477317660968,-60.0243666524082,-3.09991076632172,-60.0235316527135,-3.10043443917182,6.34213879535392,6.33566147769295,2023.91719767707,2023.92367499473,NA
807,808,0.006792430279928,-60.0257380064346,-3.09810725216581,-60.0260738543939,-3.09850452347617,6.34241033176208,6.33561790148215,2023.91715410086,2023.92394653114,NA
495,496,0.004837969496419,-60.0295294347999,-3.10131231144524,-60.0239460461364,-3.10428086310142,6.34255095666055,6.33771298716413,2023.91924918654,2023.92408715603,NA
952,457,0.009267099375708,-69.5417501063194,-8.94863691464993,-69.5402168958287,-8.94976278798481,6.34256021502844,6.33329311565273,2023.91482931503,2023.9240964144,PQ065488_SegS_LVM_ILMD_ZDC-594_Brazil_Rondonia_2023-12-04
805,311,0.000784776887942,-60.0269506273491,-3.10447780518372,-60.0267556098188,-3.10330723287986,6.34256021502857,6.34177543814063,2023.92331163751,2023.9240964144,PP154107_SegS_LACENAM_ILMD_2892TBT_Brazil_Amazonas_2023-12-04
808,319,0.0001498832664882,-60.0260738543939,-3.09850452347617,-60.0258063910567,-3.09868753117604,6.34256021502857,6.34241033176208,2023.92394653114,2023.9240964144,PP154104_SegS_LACENAM_ILMD_2893AMM_Brazil_Amazonas_2023-12-04
495,500,0.005857516020692,-60.0295294347999,-3.10131231144524,-60.0218443023213,-3.10483551852697,6.34357050318482,6.33771298716413,2023.91924918654,2023.92510670256,NA
963,964,0.002697537942367,-67.8063838780228,-9.97327985670884,-67.8073795360561,-9.97485353477214,6.34396343174422,6.34126589380186,2023.92280209318,2023.92549963112,NA
494,531,0.02155402884033,-60.0290749106719,-3.099363633612,-60.0293697245177,-3.10230603642849,6.34500717733994,6.32345314849961,2023.90498934787,2023.92654337671,NA
808,809,0.003765743146384,-60.0260738543939,-3.09850452347617,-60.025804247046,-3.09697550866431,6.34617607490847,6.34241033176208,2023.92394653114,2023.92771227428,NA
531,609,0.001803725587465,-60.0293697245177,-3.10230603642849,-60.0300378583674,-3.10290682021274,6.3468109029274,6.34500717733994,2023.92654337671,2023.9283471023,NA
807,315,0.01242176560113,-60.0257380064346,-3.09810725216581,-60.0247792432774,-3.09917985021828,6.34803966708328,6.33561790148215,2023.91715410086,2023.92957586646,PP154101_SegS_LACENAM_ILMD_2922CVM_Brazil_Amazonas_2023-12-06
531,532,0.003233510462276,-60.0293697245177,-3.10230603642849,-60.0298753309789,-3.10351686606977,6.34824068780222,6.34500717733994,2023.92654337671,2023.92977688718,NA
667,668,0.01849310741298,-60.0245220095331,-3.10150820491408,-60.0243797713798,-3.10319908730252,6.34901794773215,6.33052484031917,2023.91206103969,2023.93055414711,NA
809,810,0.003080259486378,-60.025804247046,-3.09697550866431,-60.0266670925784,-3.09790360732148,6.34925633439484,6.34617607490847,2023.92771227428,2023.93079253377,NA
662,663,0.01953383126216,-60.0249816767282,-3.10455594559049,-60.0234215414666,-3.10278593839275,6.34930624925948,6.32977241799732,2023.91130861737,2023.93084244863,NA
735,736,0.008407602756934,-60.0246971494731,-3.10159398672636,-60.0216701129022,-3.10126848403951,6.3495379963451,6.34113039358816,2023.92266659296,2023.93107419572,NA
736,783,0.0002298972671969,-60.0216701129022,-3.10126848403951,-60.0216144609371,-3.10156716479926,6.34976789361229,6.3495379963451,2023.93107419572,2023.93130409299,NA
652,653,0.01406902604772,-60.0261689932602,-3.09880621066779,-60.0249720000251,-3.09996654170692,6.35104839893726,6.33697937288953,2023.91851557226,2023.93258459831,NA
653,654,0.0003099905843158,-60.0249720000251,-3.09996654170692,-60.0252028727494,-3.10001441578819,6.35135838952157,6.35104839893726,2023.93258459831,2023.9328945889,NA
663,665,0.002491180337813,-60.0234215414666,-3.10278593839275,-60.024100401336,-3.10382357711765,6.35179742959729,6.34930624925948,2023.93084244863,2023.93333362897,NA
668,669,0.003048852021137,-60.0243797713798,-3.10319908730252,-60.0304805128074,-3.10419902618885,6.35206679975329,6.34901794773215,2023.93055414711,2023.93360299913,NA
805,806,0.01165465815534,-60.0269506273491,-3.10447780518372,-60.026800286367,-3.10324186814664,6.35343009629597,6.34177543814063,2023.92331163751,2023.93496629567,NA
609,610,0.006619856843309,-60.0300378583674,-3.10290682021274,-60.0270723378226,-3.1032343177909,6.35343075977071,6.3468109029274,2023.9283471023,2023.93496695914,NA
532,38,0.00527843133601,-60.0298753309789,-3.10351686606977,-60.0288830935945,-3.10228212413813,6.35351911913823,6.34824068780222,2023.92977688718,2023.93505531851,PP154077_SegS_LACENAM_ILMD_2961GPP_Brazil_Amazonas_2023-12-08
810,316,0.004262784743383,-60.0266670925784,-3.09790360732148,-60.0213304465087,-3.10596949304918,6.35351911913823,6.34925633439484,2023.93079253377,2023.93505531851,PP154074_SegS_LACENAM_ILMD_2969MMS_Brazil_Amazonas_2023-12-08
669,239,0.001452319384934,-60.0304805128074,-3.10419902618885,-60.0299586677111,-3.10509505694376,6.35351911913822,6.35206679975329,2023.93360299913,2023.93505531851,PP154086_SegS_LACENAM_ILMD_2947MCM_Brazil_Amazonas_2023-12-08
806,312,8.902284226192e-05,-60.026800286367,-3.10324186814664,-60.0277420261418,-3.1034193260787,6.35351911913823,6.35343009629597,2023.93496629567,2023.93505531851,PP154071_SegS_LACENAM_ILMD_2978ACS_Brazil_Amazonas_2023-12-08
654,655,0.002823912062045,-60.0252028727494,-3.10001441578819,-60.0259580786014,-3.09688625721949,6.35418230158362,6.35135838952157,2023.9328945889,2023.93571850096,NA
496,498,0.01286860619189,-60.0239460461364,-3.10428086310142,-60.0224885554405,-3.102706215483,6.35541956285244,6.34255095666055,2023.92408715603,2023.93695576223,NA
