state	joint	prior	likelihood	treeModel.rootHeight	age.root.	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	Location.precision.col11	Location.precision.col12	Location.precision.col21	Location.precision.col22	correlation	Location.varCovar.Location.precision.col11	Location.varCovar.Location.precision.col12	Location.varCovar.Location.precision.col21	Location.varCovar.Location.precision.col22	Location.diffusionRate	treeLikelihood	branchRates	Location.traitLikelihood	coalescent	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3
173400000	-17506.317955608	-8671.29630765189	-8835.02164795613	6.51462741775826	2017.84056383907	43.2090566128901	0.967512770873874	24.037165326762	0.364978267366811	0.165420156379793	0.178804771823421	0.290796804429987	0.68295207198367	0.744552044136304	0.00944564324952834	0.020275788618817	0.00410394656200019	1.85743343933935	0.0400649102994183	120.828011506822	1.77929559544551	1.77929559544551	82.6002421571782	-0.0178103981948173	0.00827885271356696	-0.000178335145078163	-0.000178335145078163	0.0121103435633357	712.032217053767	-12114.3410707791	-7208.96300414742	3279.31942282301	-529.99895802629	5220.8643896212	3569.07853960794	76.881684114671
329200000	-17566.5031961961	-8704.39530319611	-8862.10789300002	4.71830464234303	2019.63688661449	34.9759730128695	0.995348905764421	24.387532268867	0.370654977751994	0.160164790292631	0.17528235392251	0.29389787803287	0.612537536342987	0.721454274268378	0.00915789001944955	0.0176318423277663	0.00528725805542599	1.74343990769695	0.197987899876305	117.25470285216	-13.5223097153866	-13.5223097153866	121.451355344928	0.1133142583766	0.00863937317387895	0.000961901820463074	0.000961901820463074	0.00834084668265005	862.239184767641	-12168.7058117436	-7208.96300414742	3306.59791874354	-511.602803915954	4101.09732258918	4247.87932692064	-472.955939677027
213600000	-17559.9539603322	-8745.20853309205	-8814.74542724019	8.6258506436293	2015.7293406132	50.2060454043101	1.1006878214355	24.1363001778654	0.355633940106883	0.180453224136687	0.175290013311964	0.288622822444482	1.05794395483375	0.790384421638897	0.00925741568003718	0.0222397761288263	0.00366838821378195	1.96904193433403	0.01787435511671	109.176466679323	-2.36581252147416	-2.36581252147416	95.6242798514372	0.0231543034049731	0.00916439631890364	0.000226733666352292	0.000226733666352292	0.0104632046474111	617.649280836175	-12137.5767237424	-7208.96300414742	3322.83129650222	-583.70199625012	5481.31864318425	4800.91693597571	-118.778090871217
116600000	-17577.4373735917	-8758.75423661635	-8818.68313697534	6.91694933207585	2017.43824192475	42.4832599603337	1.14102941007312	25.8153649455894	0.350445046966028	0.161229893718937	0.183032268886564	0.305292790428485	0.774771865062113	0.753897036802645	0.00851178251913115	0.0244943858094544	0.00388362167593455	1.71849278776623	0.0521044693119306	107.482256972121	-4.10723292879381	-4.10723292879381	106.372011582111	0.0384120299133367	0.00931760918057329	0.000359771246918096	0.000359771246918096	0.00941486063313857	717.962721060818	-12107.8503219574	-7208.96300414742	3289.1671849821	-557.825779880003	4566.19666407002	4519.02982054644	-174.48864423159
9400000	-17528.421900596	-8726.40028404072	-8802.0216165553	6.01237339404981	2018.34281786278	43.2755877845902	1.10052518291717	22.6902504798344	0.372487337665565	0.147407827224662	0.181727461837571	0.298377373272217	0.583349681324258	0.676098355194878	0.00868288375023831	0.0212559251973943	0.00426265799150747	1.89521632425199	-0.00421193999078635	135.005958371107	1.6881744367452	1.6881744367452	106.465227305423	-0.0140811121919659	0.00740854943818887	-0.000117474259826019	-0.000117474259826019	0.00939460086975705	738.15025548021	-12112.1176552731	-7208.96300414742	3310.0960387178	-580.180687968494	5842.46220293157	4607.34529026221	73.056741033068
120200000	-17633.3778555352	-8845.32319404861	-8788.05466148659	6.01716720692816	2018.3380240499	41.2758510739191	1.15578323626	17.6912970273715	0.3679910828711	0.16076144240447	0.181268292709791	0.289979182014652	0.7681157072405	0.714095542165515	0.00925160854892014	0.0214836963371202	0.00488756787485831	1.72445380808718	0.00507458814565555	132.727008623429	0.179511198461222	0.179511198461222	107.658050500926	-0.00150171886850905	0.00753427855819335	-1.25628075859533e-05	-1.25628075859533e-05	0.00928868998195398	737.242773618584	-12105.8002712801	-7208.96300414742	3317.74560979351	-592.254929031827	5478.42024142743	4443.67765938467	7.40947749378615
212800000	-17638.4147054762	-8801.90733756509	-8836.50736791107	4.69041873441055	2019.66477252242	37.8687640519904	1.0718697979055	21.6506915225443	0.354946841308125	0.167499631069871	0.189818674811739	0.287734852810282	0.922831930481537	0.744983578183456	0.00820028306198761	0.0197368982553129	0.00437945749113716	2.08406106761849	-0.00253516387099293	118.329766180003	-13.198358623645	-13.198358623645	91.9906393054724	0.126503081032002	0.00858839938800827	0.00123222075617517	0.00123222075617517	0.0110474641671834	817.084183796881	-12117.4556197728	-7208.96300414742	3280.94825186178	-565.266506493456	4481.00199579773	3483.57181485069	-499.805528592366
10200000	-17476.6088440705	-8671.0234354802	-8805.58540859035	6.00887688141727	2018.34631437541	41.6309807851557	1.11451241669623	18.9012594163976	0.359108456981872	0.160983741470024	0.18872945742455	0.29117834412357	1.09227590033787	0.781923858802735	0.0084644665733507	0.0202530477901424	0.00425115113142583	1.91630419461717	0.104481457523148	120.711754575128	2.82799339935355	2.82799339935355	102.609124964403	-0.0254103483121771	0.00828954981644385	-0.000228466933838957	-0.000228466933838957	0.00975201867599987	758.234642300816	-12093.1364408399	-7208.96300414742	3287.55103224958	-548.457971630987	5025.34873525959	4271.71850977472	117.732138869035
53400000	-17491.1412868358	-8651.8630921747	-8839.2781946611	6.30952040518821	2018.04567085164	36.0056013916444	0.92509520830108	23.5027655285208	0.348843135156922	0.165311055741986	0.182037844426733	0.30380796467437	0.843668849465874	0.751760137196931	0.00993389746277566	0.0217606606652647	0.00462934089883762	1.91394282338477	0.00177888734066176	139.757018163247	-4.85440025435671	-4.85440025435671	108.347355456512	0.0394493281339718	0.00716642847951846	0.000321085014832384	0.000321085014832384	0.00924396050976692	839.854804238138	-12139.3453714744	-7208.96300414742	3300.06717681332	-492.129427442378	5032.03548767068	3901.11169240597	-174.785600553865
61600000	-17576.7875795824	-8756.80800847827	-8819.97957110413	6.84180539258986	2017.51338586424	44.2240411243822	1.1436039810746	18.3111134065753	0.347821962848959	0.165308342001321	0.188730043669505	0.29813965148023	0.588612764516494	0.725169512161019	0.00943604485736038	0.0208533253171525	0.00390942642900131	1.67575986257266	0.0502614051071549	114.229782160545	-8.93304574659056	-8.93304574659056	82.62275140777	0.0919517623003231	0.00882893415609053	0.000954570882307552	0.000954570882307552	0.0122064105609677	680.660472569941	-12118.7932437602	-7208.96300414742	3298.81367265602	-566.936128837878	5051.70258389717	3653.91195606683	-395.055382463209
