node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
521,522,0.7313239859693,-65.8561790559535,-3.41606573316961,-65.8584255890211,-3.42206296686991,0.7313239859693,0,2018.62418819664,2019.35551218261,NA
522,523,2.987801356685,-65.8584255890211,-3.42206296686991,-69.5434092492261,-8.94967830740399,3.7191253426543,0.7313239859693,2019.35551218261,2022.3433135393,NA
523,524,0.2754840825854,-69.5434092492261,-8.94967830740399,-69.5423293818896,-8.94946839997675,3.9946094252397,3.7191253426543,2022.3433135393,2022.61879762188,NA
523,532,0.3156213788066,-69.5434092492261,-8.94967830740399,-69.5437357333314,-8.94889179623681,4.0347467214609,3.7191253426543,2022.3433135393,2022.65893491811,NA
532,533,0.01356844481392,-69.5437357333314,-8.94889179623681,-69.5412699327663,-8.95062832938542,4.04831516627482,4.0347467214609,2022.65893491811,2022.67250336292,NA
533,891,0.05347128099787,-69.5412699327663,-8.95062832938542,-69.5367509348982,-8.95171122785328,4.10178644727269,4.04831516627482,2022.67250336292,2022.72597464392,NA
533,534,0.1020047026975,-69.5412699327663,-8.95062832938542,-63.298857064498,-10.8313864231046,4.15031986897232,4.04831516627482,2022.67250336292,2022.77450806562,NA
891,905,0.0669608280785,-69.5367509348982,-8.95171122785328,-69.5432360890171,-8.9527582642751,4.16874727535119,4.10178644727269,2022.72597464392,2022.792935472,NA
534,883,0.03788071580089,-63.298857064498,-10.8313864231046,-63.298599597674,-10.8313115947176,4.18820058477321,4.15031986897232,2022.77450806562,2022.81238878142,NA
905,395,0.03801025747523,-69.5432360890171,-8.9527582642751,-69.5461690498576,-8.9499883523764,4.20675753282642,4.16874727535119,2022.792935472,2022.83094572947,PP153979_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31
883,359,0.01855694805324,-63.298599597674,-10.8313115947176,-63.2986584126486,-10.8317601457475,4.20675753282645,4.18820058477321,2022.81238878142,2022.83094572947,PP153977_SegL_LVM_ILMD_ZCD067_Brazil_Rondonia_2022-10-31
522,1034,3.546645572441,-65.8584255890211,-3.42206296686991,-65.8592241601151,-3.41802001404243,4.2779695584103,0.7313239859693,2019.35551218261,2022.90215775505,NA
905,906,0.1294668380744,-69.5432360890171,-8.9527582642751,-64.945764953031,-8.55163983577895,4.29821411342559,4.16874727535119,2022.792935472,2022.92240231007,NA
891,892,0.1976618568075,-69.5367509348982,-8.95171122785328,-69.5387201861137,-8.94594973675948,4.29944830408019,4.10178644727269,2022.72597464392,2022.92363650072,NA
521,1039,4.31863486319,-65.8561790559535,-3.41606573316961,-65.8604957194677,-3.41948209823434,4.31863486319,0,2018.62418819664,2022.94282305983,NA
1034,1037,0.06468323033231,-65.8592241601151,-3.41802001404243,-61.3049720704846,-5.81480599042984,4.34265278874261,4.2779695584103,2022.90215775505,2022.96684098539,NA
532,918,0.3125695720514,-69.5437357333314,-8.94889179623681,-69.5452255725916,-8.94831867389315,4.3473162935123,4.0347467214609,2022.65893491811,2022.97150449016,NA
918,920,0.001616220146413,-69.5452255725916,-8.94831867389315,-69.543389010039,-8.94801183127131,4.34893251365871,4.3473162935123,2022.97150449016,2022.9731207103,NA
883,884,0.1662132907336,-63.298599597674,-10.8313115947176,-63.3000578562527,-10.8303147550441,4.35441387550681,4.18820058477321,2022.81238878142,2022.97860207215,NA
1039,519,0.03606787511578,-65.8604957194677,-3.41948209823434,-60.0224562843578,-3.10142429130254,4.35470273830578,4.31863486319,2022.94282305983,2022.97889093495,PP154130_SegL_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24
1039,520,0.03606787511578,-65.8604957194677,-3.41948209823434,-65.8610951792352,-3.41893110090909,4.35470273830578,4.31863486319,2022.94282305983,2022.97889093495,PP154128_SegL_LACENAM_ILMD_2068TNM_Brazil_Amazonas_2022-12-24
1037,1038,0.01813671268383,-61.3049720704846,-5.81480599042984,-61.3003869867657,-5.8119169650374,4.36078950142644,4.34265278874261,2022.96684098539,2022.98497769807,NA
906,907,0.06987878474582,-64.945764953031,-8.55163983577895,-64.7926343872656,-7.25392398194819,4.36809289817141,4.29821411342559,2022.92240231007,2022.99228109482,NA
1034,1035,0.09697260978104,-65.8592241601151,-3.41802001404243,-65.8591506170241,-3.41655633639969,4.37494216819134,4.2779695584103,2022.90215775505,2022.99913036484,NA
